"Habitattype";"Habitatsubtype";"Versie";"Indicator";"TaxongroepId";"Omschrijving";"NbnTaxonVersionKey";"WetNaam";"NedNaam";"WetNaamKort";"TaxonType"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003888";"Rhododendron ponticum L.";"Pontische rododendron";"Rhododendron ponticum";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004421";"Aster";"Aster (G)";"Aster";"Genus"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014767";"Spiraea alba Duroi";"Witte spirea";"Spiraea alba";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"INBSYS0000003953";"Solidago gigantea Ait.";"Late guldenroede";"Solidago gigantea";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000004421";"Aster";"Aster (G)";"Aster";"Genus"
"7140";"7140_base";"Versie 3";"invasieve exoten";195;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"7140";"7140_meso";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"7140";"7140_mrd";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"INBSYS0000003953";"Solidago gigantea Ait.";"Late guldenroede";"Solidago gigantea";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"7220";"7220";"Versie 3";"invasieve exoten";197;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"7230";"7230";"Versie 3";"invasieve exoten";196;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9110";"9110";"Versie 2.0";"invasieve exoten";198;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000139224";"Abies";"Zilverspar (G)";"Abies";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9110";"9110";"Versie 3";"invasieve exoten van de kruidlaag";169;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9120";"9120";"Versie 2.0";"invasieve exoten";198;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000139224";"Abies";"Zilverspar (G)";"Abies";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000131494";"Chamaecyparis";NA;"Chamaecyparis";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000136545";"Picea";NA;"Picea";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000137071";"Pseudotsuga";NA;"Pseudotsuga";"Genus"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"NHMSYS0000456713";"Buddleja davidii Franch.";"Vlinderstruik";"Buddleja davidii";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9120";"9120";"Versie 3";"invasieve exoten van de kruidlaag";167;NA;"NHMSYS0000463924";"Spiraea x billardii Hérincq";"Theeboompje x Douglasspirea";"Spiraea x billardii";"Species hybrid"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9130";"9130";"Versie 2.0";"invasieve exoten";198;NA;"NHMSYS0000462477";"Rosa rugosa Thunb.";"Rimpelroos";"Rosa rugosa";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"INBSYS0000004535";"Pinus pinaster Ait.";"Zeeden";"Pinus pinaster";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000004631";"Pinus nigra Arnold";"Zwarte den";"Pinus nigra";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000041455";"Rhododendron";"Rododendron (G)";"Rhododendron";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138432";"Thuja";"Levensboom (G)";"Thuja";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000138719";"Tsuga";"Hemlockspar (G)";"Tsuga";"Genus"
"9130";"9130";"Versie 3";"invasieve exoten van de boom- en struiklaag";174;NA;"NBNSYS0000139224";"Abies";"Zilverspar (G)";"Abies";"Genus"
