"Habitattype";"Habitatsubtype";"Versie";"Indicator";"TaxongroepId";"Omschrijving";"NbnTaxonVersionKey";"WetNaam";"NedNaam";"WetNaamKort";"TaxonType"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000005372";"Elodea nuttallii (Planch.) St John";"Smalle waterpest";"Elodea nuttallii";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000005391";"Eichhornia crassipes (C.F.P.Mart.) Solms-Laub.";"waterhyacint";"Eichhornia crassipes";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000005528";"Crassula helmsii (T. Kirk) Cock.";"Watercrassula";"Crassula helmsii";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000002090";"Azolla filiculoides Lam.";"Grote kroosvaren";"Azolla filiculoides";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000002117";"Lagarosiphon major (Ridley) Moss";"Verspreidbladige waterpest";"Lagarosiphon major";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000002111";"Egeria densa Planchon";NA;"Egeria densa";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000003611";"Myriophyllum heterophyllum Michaux";"Ongelijkbladig vederkruid";"Myriophyllum heterophyllum";"Species"
"3150";"3150";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000004739";"Myriophyllum aquaticum (Velloso) Verdc.";"Parelvederkruid";"Myriophyllum aquaticum";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000004874";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"Waterteunisbloem";"Ludwigia grandiflora";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000004928";"Lemna turionifera Landolt";"Knopkroos";"Lemna turionifera";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000004929";"Lemna minuta Humb., Bonpl. et Kunth";"Dwergkroos";"Lemna minuta";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000004981";"Juncus canadensis J. Gay ex Laharpe";"Canadese rus";"Juncus canadensis";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000005372";"Elodea nuttallii (Planch.) St John";"Smalle waterpest";"Elodea nuttallii";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"INBSYS0000005528";"Crassula helmsii (T. Kirk) Cock.";"Watercrassula";"Crassula helmsii";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"NBNSYS0000002090";"Azolla filiculoides Lam.";"Grote kroosvaren";"Azolla filiculoides";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"NBNSYS0000002117";"Lagarosiphon major (Ridley) Moss";"Verspreidbladige waterpest";"Lagarosiphon major";"Species"
"3160";"3160";"Versie 2.0";"invasieve exoten";186;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000004739";"Myriophyllum aquaticum (Velloso) Verdc.";"Parelvederkruid";"Myriophyllum aquaticum";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000004871";"Ludwigia peploides (Kunth) P.H. Raven";"Postelein-waterlepeltje";"Ludwigia peploides";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000004874";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"Waterteunisbloem";"Ludwigia grandiflora";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000004928";"Lemna turionifera Landolt";"Knopkroos";"Lemna turionifera";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000004929";"Lemna minuta Humb., Bonpl. et Kunth";"Dwergkroos";"Lemna minuta";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000004981";"Juncus canadensis J. Gay ex Laharpe";"Canadese rus";"Juncus canadensis";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000005372";"Elodea nuttallii (Planch.) St John";"Smalle waterpest";"Elodea nuttallii";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000005391";"Eichhornia crassipes (C.F.P.Mart.) Solms-Laub.";"waterhyacint";"Eichhornia crassipes";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"INBSYS0000005528";"Crassula helmsii (T. Kirk) Cock.";"Watercrassula";"Crassula helmsii";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000002090";"Azolla filiculoides Lam.";"Grote kroosvaren";"Azolla filiculoides";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000002117";"Lagarosiphon major (Ridley) Moss";"Verspreidbladige waterpest";"Lagarosiphon major";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000002111";"Egeria densa Planchon";NA;"Egeria densa";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000003611";"Myriophyllum heterophyllum Michaux";"Ongelijkbladig vederkruid";"Myriophyllum heterophyllum";"Species"
"3160";"3160";"Versie 3";"invasieve exoten";187;NA;"NBNSYS0000134805";"Lysichiton";NA;"Lysichiton";"Genus"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"INBSYS0000004739";"Myriophyllum aquaticum (Velloso) Verdc.";"Parelvederkruid";"Myriophyllum aquaticum";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"INBSYS0000004874";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"Waterteunisbloem";"Ludwigia grandiflora";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"INBSYS0000004928";"Lemna turionifera Landolt";"Knopkroos";"Lemna turionifera";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"INBSYS0000004929";"Lemna minuta Humb., Bonpl. et Kunth";"Dwergkroos";"Lemna minuta";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"INBSYS0000005372";"Elodea nuttallii (Planch.) St John";"Smalle waterpest";"Elodea nuttallii";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"INBSYS0000005528";"Crassula helmsii (T. Kirk) Cock.";"Watercrassula";"Crassula helmsii";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"NBNSYS0000002090";"Azolla filiculoides Lam.";"Grote kroosvaren";"Azolla filiculoides";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"NBNSYS0000002117";"Lagarosiphon major (Ridley) Moss";"Verspreidbladige waterpest";"Lagarosiphon major";"Species"
"3260";"3260";"Versie 2.0";"invasieve exoten";188;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000004739";"Myriophyllum aquaticum (Velloso) Verdc.";"Parelvederkruid";"Myriophyllum aquaticum";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000004871";"Ludwigia peploides (Kunth) P.H. Raven";"Postelein-waterlepeltje";"Ludwigia peploides";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000004874";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"Waterteunisbloem";"Ludwigia grandiflora";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000004928";"Lemna turionifera Landolt";"Knopkroos";"Lemna turionifera";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000004929";"Lemna minuta Humb., Bonpl. et Kunth";"Dwergkroos";"Lemna minuta";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000005372";"Elodea nuttallii (Planch.) St John";"Smalle waterpest";"Elodea nuttallii";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"INBSYS0000005528";"Crassula helmsii (T. Kirk) Cock.";"Watercrassula";"Crassula helmsii";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"NBNSYS0000002090";"Azolla filiculoides Lam.";"Grote kroosvaren";"Azolla filiculoides";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"NBNSYS0000002117";"Lagarosiphon major (Ridley) Moss";"Verspreidbladige waterpest";"Lagarosiphon major";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"NBNSYS0000002111";"Egeria densa Planchon";NA;"Egeria densa";"Species"
"3260";"3260";"Versie 3";"invasieve exoten";189;NA;"NBNSYS0000003611";"Myriophyllum heterophyllum Michaux";"Ongelijkbladig vederkruid";"Myriophyllum heterophyllum";"Species"
"3270";"3270";"Versie 2.0";"invasieve exoten";190;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3270";"3270";"Versie 3";"invasieve exoten";191;NA;"INBSYS0000004739";"Myriophyllum aquaticum (Velloso) Verdc.";"Parelvederkruid";"Myriophyllum aquaticum";"Species"
"3270";"3270";"Versie 3";"invasieve exoten";191;NA;"INBSYS0000004871";"Ludwigia peploides (Kunth) P.H. Raven";"Postelein-waterlepeltje";"Ludwigia peploides";"Species"
"3270";"3270";"Versie 3";"invasieve exoten";191;NA;"INBSYS0000004874";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"Waterteunisbloem";"Ludwigia grandiflora";"Species"
"3270";"3270";"Versie 3";"invasieve exoten";191;NA;"INBSYS0000005528";"Crassula helmsii (T. Kirk) Cock.";"Watercrassula";"Crassula helmsii";"Species"
"3270";"3270";"Versie 3";"invasieve exoten";191;NA;"NHMSYS0000459812";"Hydrocotyle ranunculoides L. f.";"Grote waternavel";"Hydrocotyle ranunculoides";"Species"
"3270";"3270";"Versie 3";"invasieve exoten";191;NA;"NBNSYS0000003611";"Myriophyllum heterophyllum Michaux";"Ongelijkbladig vederkruid";"Myriophyllum heterophyllum";"Species"
"4030";"4030";"Versie 3";"invasieve exoten";398;NA;"NBNSYS0000036261";"Campylopus introflexus (Hedw.) Brid.";"Grijs kronkelsteeltje";"Campylopus introflexus";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000004421";"Aster";"Aster (G)";"Aster";"Genus"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"6430";"6430_bz";"Versie 2.0";"invasieve exoten";192;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000003953";"Solidago gigantea Ait.";"Late guldenroede";"Solidago gigantea";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003888";"Rhododendron ponticum L.";"Pontische rododendron";"Rhododendron ponticum";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004421";"Aster";"Aster (G)";"Aster";"Genus"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014767";"Spiraea alba Duroi";"Witte spirea";"Spiraea alba";"Species"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_bz";"Versie 3";"invasieve exoten";194;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"6430";"6430_hf";"Versie 2.0";"invasieve exoten";193;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_hf";"Versie 2.0";"invasieve exoten";193;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_hf";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_hf";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_hf";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_hf";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000003953";"Solidago gigantea Ait.";"Late guldenroede";"Solidago gigantea";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003888";"Rhododendron ponticum L.";"Pontische rododendron";"Rhododendron ponticum";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004421";"Aster";"Aster (G)";"Aster";"Genus"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014767";"Spiraea alba Duroi";"Witte spirea";"Spiraea alba";"Species"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_hf";"Versie 3";"invasieve exoten";194;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"6430";"6430_hw";"Versie 2.0";"invasieve exoten";193;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_hw";"Versie 2.0";"invasieve exoten";193;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_hw";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_hw";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_hw";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_hw";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000003953";"Solidago gigantea Ait.";"Late guldenroede";"Solidago gigantea";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005251";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";"Japanse x Sachalinse duizendknoop";"Fallopia x bohemica";"Species hybrid"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003189";"Impatiens glandulifera Royle";"Reuzenbalsemien";"Impatiens glandulifera";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003265";"Robinia pseudoacacia L.";"Robinia";"Robinia pseudoacacia";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003314";"Spiraea douglasii Hook.";"Douglaspluimspirea";"Spiraea douglasii";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003357";"Duchesnea indica (Andrews) Focke";"Schijnaardbei";"Duchesnea indica";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000003888";"Rhododendron ponticum L.";"Pontische rododendron";"Rhododendron ponticum";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000004421";"Aster";"Aster (G)";"Aster";"Genus"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000011916";"Quercus rubra L.";"Amerikaanse eik";"Quercus rubra";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014213";"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"Prunus serotina";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000014767";"Spiraea alba Duroi";"Witte spirea";"Spiraea alba";"Species"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_hw";"Versie 3";"invasieve exoten";194;NA;"NHMSYS0000455700";"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"Ailanthus altissima";"Species"
"6430";"6430_mr";"Versie 2.0";"invasieve exoten";193;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_mr";"Versie 2.0";"invasieve exoten";193;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_mr";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000003762";"Fallopia japonica (Houtt.) Ronse Decraene";"Japanse duizendknoop";"Fallopia japonica";"Species"
"6430";"6430_mr";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000004418";"Solidago canadensis L.";"Canadese guldenroede";"Solidago canadensis";"Species"
"6430";"6430_mr";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000014697";"Helianthus tuberosus L.";"Aardpeer";"Helianthus tuberosus";"Species"
"6430";"6430_mr";"Versie 2.0";"invasieve exoten";193;NA;"NBNSYS0000131058";"Buddleja";"Vlinderstruik (G)";"Buddleja";"Genus"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000003953";"Solidago gigantea Ait.";"Late guldenroede";"Solidago gigantea";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000004455";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";"Sachalinse duizendknoop";"Fallopia sachalinensis";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005076";"Heracleum mantegazzianum Somm. et Lev.";"Reuzenberenklauw";"Heracleum mantegazzianum";"Species"
"6430";"6430_mr";"Versie 3";"invasieve exoten";194;NA;"INBSYS0000005170";"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";"Bonte gele dovenetel";"Lamium galeobdolon (L.) L. subsp. argentatum";"Subspecies"
