"ID";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"VBI226022_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"8.66634978877739";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI226022_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI226022_2";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI226022_2";"9120";"9120";"MSA";"MSA";"5.7047837347752";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI226022_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI226036_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"36.5737820083235";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI226036_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI226036_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI226036_2";"91E0";"91E0_va";"MSA";"MSA";"0.613315312985";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI226036_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI226044_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI226044_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI226044_2";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI226044_2";"9120";"9120";"MSA";"MSA";"15.140215271244";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI226044_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI226063_2";"9130";"9130";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI226063_2";"9130";"9130";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI226063_2";"9130";"9130";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI226063_2";"9130";"9130";"MSA";"MSA";"5.992618809624";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI226063_2";"9130";"9130";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI226148_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI226148_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI226148_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI226148_2";"91E0";"91E0_va";"MSA";"MSA";"7.2736037873705";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI226148_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI227019_2";"9130";"9130";"volumeAandeelDoodHout";"aandeel dood hout";"16.1588494125524";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI227019_2";"9130";"9130";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"9.82437920320342";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI227019_2";"9130";"9130";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI227019_2";"9130";"9130";"MSA";"MSA";"8.6227816492007";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI227019_2";"9130";"9130";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI227037_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"8.4465610376927";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI227037_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI227037_2";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI227037_2";"9120";"9120";"MSA";"MSA";"20.9783935811604";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI227037_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI227081_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI227081_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI227081_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI227081_2";"91E0";"91E0_va";"MSA";"MSA";"0.978954870793";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI227081_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI227142_2";"9130";"9130";"volumeAandeelDoodHout";"aandeel dood hout";"9.62766785425314";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI227142_2";"9130";"9130";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI227142_2";"9130";"9130";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI227142_2";"9130";"9130";"MSA";"MSA";"0.346046765206";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI227142_2";"9130";"9130";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI227153_2";"9130";"9130";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI227153_2";"9130";"9130";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI227153_2";"9130";"9130";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI227153_2";"9130";"9130";"MSA";"MSA";"9.0761025678679";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI227153_2";"9130";"9130";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI228141_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"0.525898163326206";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI228141_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI228141_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI228141_2";"91E0";"91E0_va";"MSA";"MSA";"19.837464763355";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI228141_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI233054_2";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"18.601788014499";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI233054_2";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"10.6786730469602";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI233054_2";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI233054_2";"91E0";"91E0_vm";"MSA";"MSA";"47.944837734018";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI233054_2";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI233118_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI233118_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI233118_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI233118_2";"91E0";"91E0_va";"MSA";"MSA";"1.22885495506";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI233118_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI234013_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI234013_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI234013_2";"9120";"9120";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI234013_2";"9120";"9120";"MSA";"MSA";"5.418045546466";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI234013_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI234069_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"10.0102375804226";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI234069_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"11.6956895276231";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI234069_2";"9160";"9160";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI234069_2";"9160";"9160";"MSA";"MSA";"4.94786982262";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI234069_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI234112_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI234112_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI234112_2";"9120";"9120";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI234112_2";"9120";"9120";"MSA";"MSA";"9.944377740351";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI234112_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI234159_2";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI234159_2";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI234159_2";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI234159_2";"91E0";"91E0_vn";"MSA";"MSA";"0.502194521038";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI234159_2";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI235082_2";"9130";"9130";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI235082_2";"9130";"9130";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI235082_2";"9130";"9130";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI235082_2";"9130";"9130";"MSA";"MSA";"1.7962971757";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI235082_2";"9130";"9130";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI236143_2";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI236143_2";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI236143_2";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI236143_2";"91E0";"91E0_vn";"MSA";"MSA";"4.1787107208";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI236143_2";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI237014_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"3.74430750590294";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI237014_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI237014_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI237014_2";"91E0";"91E0_va";"MSA";"MSA";"29.503400076456";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI237014_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI237029_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI237029_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI237029_2";"9160";"9160";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI237029_2";"9160";"9160";"MSA";"MSA";"26.39012852588";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI237029_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI237042_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"1.53863586461769";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI237042_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI237042_2";"9160";"9160";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI237042_2";"9160";"9160";"MSA";"MSA";"3.02920852685";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI237042_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI237063_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI237063_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI237063_2";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI237063_2";"9120";"9120";"MSA";"MSA";"47.2664276617";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI237063_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI237149_2";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"0.232371116760083";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI237149_2";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI237149_2";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI237149_2";"91E0";"91E0_vn";"MSA";"MSA";"7.991331387705";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI237149_2";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI237153_2";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"1.87371977460336";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI237153_2";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI237153_2";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI237153_2";"91E0";"91E0_vn";"MSA";"MSA";"14.026197708865";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI237153_2";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238002_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"23.8634850201399";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238002_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238002_2";"9160";"9160";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238002_2";"9160";"9160";"MSA";"MSA";"2.959263538273";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238002_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238025_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"13.3398600231935";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238025_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238025_2";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238025_2";"9120";"9120";"MSA";"MSA";"11.6044566405";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238025_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238064_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238064_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238064_2";"9160";"9160";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238064_2";"9160";"9160";"MSA";"MSA";"6.803030662814";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238064_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238126_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"4.50683296800475";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238126_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238126_2";"9160";"9160";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238126_2";"9160";"9160";"MSA";"MSA";"90.1163801748647";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238126_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238140_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238140_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238140_2";"9160";"9160";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238140_2";"9160";"9160";"MSA";"MSA";"43.016615757622";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238140_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238147_2";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238147_2";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238147_2";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238147_2";"91E0";"91E0_va";"MSA";"MSA";"38.610359110303";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238147_2";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI238148_2";"9160";"9160";"volumeAandeelDoodHout";"aandeel dood hout";"3.91564283590726";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI238148_2";"9160";"9160";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI238148_2";"9160";"9160";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI238148_2";"9160";"9160";"MSA";"MSA";"43.016615757622";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI238148_2";"9160";"9160";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI241019_2";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"12.5085810171188";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI241019_2";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"9.82437920320342";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI241019_2";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI241019_2";"9120";"9120";"MSA";"MSA";"30.631272296238";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI241019_2";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI241139_2";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"0.38180691855212";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI241139_2";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI241139_2";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI241139_2";"91E0";"91E0_vm";"MSA";"MSA";"17.9237237632857";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
