"ID";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"VBI2163058";"91E0";"91E0_vm";"MSA";"MSA";"16.8138417874934";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2163058";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2163147";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"2.44530805131059";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2163147";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2163147";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2163147";"9120";"9120";"MSA";"MSA";"11.957728149251";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2163147";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2164124";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"18.15431769842";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2164124";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2164124";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2164124";"91E0";"91E0_vm";"MSA";"MSA";"40.7462799762196";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2164124";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2164126";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2164126";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2164126";"9190";"9190";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2164126";"9190";"9190";"MSA";"MSA";"1.487059293896";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2164126";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2164126";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2165046";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2165046";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2165046";"9190";"9190";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2165046";"9190";"9190";"MSA";"MSA";"0.835085995027";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2165046";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2165046";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2166092";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2166092";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2166092";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2166092";"9120";"9120";"MSA";"MSA";"0";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2166092";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2166156";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0.931035647166241";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2166156";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2166156";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2166156";"9120";"9120";"MSA";"MSA";"25.1742135683487";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2166156";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2167001";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"2.99570734459945";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2167001";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2167001";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2167001";"9120";"9120";"MSA";"MSA";"7.626671227856";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2167001";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2167132";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"6.14189669849482";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2167132";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"9.82437920320342";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2167132";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2167132";"9120";"9120";"MSA";"MSA";"7.221020355325";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2167132";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2167133";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"4.80552474619591";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2167133";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"11.6956895276231";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2167133";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2167133";"9120";"9120";"MSA";"MSA";"0.5038381625688";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2167133";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2167136";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2167136";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2167136";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2167136";"9120";"9120";"MSA";"MSA";"1.21279084081";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2167136";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2168107";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"2.8949813925289";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2168107";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"10.0248767379627";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2168107";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2168107";"9120";"9120";"MSA";"MSA";"0.5755212062628";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2168107";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2168147";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2168147";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2168147";"9190";"9190";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2168147";"9190";"9190";"MSA";"MSA";"0.932795914673";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2168147";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2168147";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2172052";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"1.32232847738279";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2172052";"91E0";"91E0_vo";"volumeAandeelDoodHout";"aandeel dood hout";"1.32232847738279";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2172052";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2172052";"91E0";"91E0_vo";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2172052";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2172052";"91E0";"91E0_vo";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2172052";"91E0";"91E0_vm";"MSA";"MSA";"0.744975127355";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2172052";"91E0";"91E0_vo";"MSA";"MSA";"0.744975127355";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2172052";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2172060";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"1.51151836028396";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2172060";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2172060";"9190";"9190";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2172060";"9190";"9190";"MSA";"MSA";"6.34840916465";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2172060";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2172060";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2172099";"91E0";"91E0_vo";"volumeAandeelDoodHout";"aandeel dood hout";"1.17915725703515";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2172099";"91E0";"91E0_vo";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2172099";"91E0";"91E0_vo";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2172099";"91E0";"91E0_vo";"MSA";"MSA";"2.568059942781";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2172100";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"13.7098633137579";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2172100";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2172100";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2172100";"91E0";"91E0_vm";"MSA";"MSA";"15.4876594405564";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2172100";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2173155";"91E0";"91E0_vo";"volumeAandeelDoodHout";"aandeel dood hout";"0.458744732288655";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2173155";"91E0";"91E0_vo";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2173155";"91E0";"91E0_vo";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2173155";"91E0";"91E0_vo";"MSA";"MSA";"1.93715875121";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2175007";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"9.90075761525766";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2175007";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2175007";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2175007";"91E0";"91E0_vn";"MSA";"MSA";"2.177282385298";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2175007";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2175008";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"3.04465471904536";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2175008";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2175008";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2175008";"91E0";"91E0_vn";"MSA";"MSA";"4.7002748376034";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2175008";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2175051";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2175051";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2175051";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2175051";"91E0";"91E0_vn";"MSA";"MSA";"1.405013823206";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2175051";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2175130";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2175130";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2175130";"9190";"9190";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2175130";"9190";"9190";"MSA";"MSA";"5.15505723765";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2175130";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2175130";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2175146";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2175146";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2175146";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2175146";"91E0";"91E0_vm";"MSA";"MSA";"28.575486987732";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2175146";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2176073";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"4.74196592272116";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2176073";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2176073";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2176073";"91E0";"91E0_vn";"MSA";"MSA";"0.713641619453";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2176073";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2177091";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"5.17150670270119";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2177091";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2177091";"9190";"9190";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2177091";"9190";"9190";"MSA";"MSA";"58.9207209366";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2177091";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2177091";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2181003";"91E0";"91E0_vo";"volumeAandeelDoodHout";"aandeel dood hout";"2.37834155718381";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2181003";"91E0";"91E0_vo";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2181003";"91E0";"91E0_vo";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2181003";"91E0";"91E0_vo";"MSA";"MSA";"11.4107538268089";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2181035";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"6.12918510198858";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2181035";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2181035";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2181035";"91E0";"91E0_vn";"MSA";"MSA";"3.931071281";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2181035";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2181060";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"0.720877376625954";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2181060";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2181060";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2181060";"91E0";"91E0_vn";"MSA";"MSA";"3.125987237451";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2181060";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2181085";"91E0";"91E0_vn";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2181085";"91E0";"91E0_vn";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2181085";"91E0";"91E0_vn";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2181085";"91E0";"91E0_vn";"MSA";"MSA";"0.807278008928";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2181085";"91E0";"91E0_vn";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2181155";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2181155";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2181155";"9190";"9190";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2181155";"9190";"9190";"MSA";"MSA";"3.898465589";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2181155";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2181155";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2182151";"9190";"9190";"volumeAandeelDoodHout";"aandeel dood hout";"3.27645476530435";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2182151";"9190";"9190";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2182151";"9190";"9190";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2182151";"9190";"9190";"MSA";"MSA";"10.2879058084375";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2182151";"9190";"9190";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2182151";"9190";"9190";"natuurlijke_mozaiekstructuur";"schaalgrootte ingrepen (ha)";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2182152";"91E0";"91E0_vm";"volumeAandeelDoodHout";"aandeel dood hout";"11.9279320088338";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2182152";"91E0";"91E0_vm";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"11.6956895276231";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2182152";"91E0";"91E0_vm";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2182152";"91E0";"91E0_vm";"MSA";"MSA";"62.4117594253433";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2182152";"91E0";"91E0_vm";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2182157";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"3.11860963671695";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2182157";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
