"";"Versie";"Habitatsubtype";"Criterium";"Indicator";"Voorwaarde";"SoortengroepID";"SoortensubgroepID";"Omschrijving";"WetNaam";"NedNaam";"NBNTaxonVersionKey";"Taxontype";"WetNaamKort"
"1";"Versie 2.0";"1310_zv";"Verstoring";"verruiging";"bedekking";1831;NA;NA;"Elymus athericus (Link) Kerguélen";"Strandkweek";"INBSYS0000016921";NA;"Elymus athericus"
"2";"Versie 2.0";"1320";"Verstoring";"verruiging";"bedekking";1802;NA;NA;"Elymus athericus (Link) Kerguélen";"Strandkweek";"INBSYS0000016921";NA;"Elymus athericus"
"3";"Versie 2.0";"1330_da";"Verstoring";"overgang naar rbbmr";"bedekking";1954;NA;NA;"Phragmites australis (Cav.) Steud.";"Riet";"INBSYS0000009044";NA;"Phragmites australis"
"4";"Versie 2.0";"1330_hpr";"Verstoring";"overgang naar rbbmr";"bedekking";1553;NA;NA;"Phragmites australis (Cav.) Steud.";"Riet";"INBSYS0000009044";NA;"Phragmites australis"
"5";"Versie 2.0";"1330_hpr";"Verstoring";"overgang naar rbbzil";"bedekking = bedekking sleutelsoorten";1680;NA;NA;"Agrostis stolonifera L.";"Fioringras";"INBSYS0000013780";NA;"Agrostis stolonifera"
"6";"Versie 2.0";"1330_hpr";"Verstoring";"overgang naar rbbzil";"bedekking = bedekking sleutelsoorten";1680;NA;NA;"Alopecurus geniculatus L.";"Geknikte vossenstaart";"INBSYS0000013789";NA;"Alopecurus geniculatus"
"7";"Versie 2.0";"1330_hpr";"Verstoring";"overgang naar rbbzil";"bedekking = bedekking sleutelsoorten";1680;NA;NA;"Carex cuprina (Sándor ex Heuffel) Nendtvich ex A. Kerner";"Valse voszegge";"INBSYS0000010213";NA;"Carex cuprina"
"8";"Versie 2.0";"1330_hpr";"Verstoring";"overgang naar rbbzil";"bedekking = bedekking sleutelsoorten";1680;NA;NA;"Carex hirta L.";"Ruige zegge";"INBSYS0000013696";NA;"Carex hirta"
"9";"Versie 2.0";"2120_helmduin";"Verstoring";"exoten";"bedekking";1655;NA;NA;"Conyza canadensis (L.) Cronq.";"Canadese fijnstraal";"INBSYS0000014739";NA;"Conyza canadensis"
"10";"Versie 2.0";"2120_helmduin";"Verstoring";"exoten";"bedekking";1655;NA;NA;"Corispermum leptopterum (Aschers.) Iljin";"Smal vlieszaad";"INBSYS0000010035";NA;"Corispermum leptopterum"
"11";"Versie 2.0";"2120_helmduin";"Verstoring";"exoten";"bedekking";1655;NA;NA;"Senecio inaequidens DC.";"Bezemkruiskruid";"INBSYS0000014703";NA;"Senecio inaequidens"
"12";"Versie 2.0";"2120_helmduin";"Verstoring";"verruiging";"bedekking";1562;NA;NA;"Cirsium arvense (L.) Scop.";"Akkerdistel";"INBSYS0000014774";NA;"Cirsium arvense"
"13";"Versie 2.0";"2120_helmduin";"Verstoring";"verruiging";"bedekking";1562;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"14";"Versie 2.0";"2120_helmduin";"Verstoring";"verruiging";"bedekking";1562;NA;NA;"Rubus caesius L.";"Dauwbraam";"INBSYS0000014190";NA;"Rubus caesius"
"15";"Versie 2.0";"2130_had";"Verstoring";"invasieve exoten";"bedekking";2159;NA;NA;"Campylopus introflexus (Hedw.) Brid.";"Grijs kronkelsteeltje";NA;NA;"Campylopus introflexus"
"16";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Plantago major L.";"Grote weegbree";"INBSYS0000014627";NA;"Plantago major"
"17";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Polygonum aviculare L.";"Varkensgras";"INBSYS0000016775";NA;"Polygonum aviculare"
"18";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Aphanes inexspectata W. Lippert";"Kleine leeuwenklauw";"INBSYS0000016808";NA;"Aphanes inexspectata"
"19";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Plantago coronopus L.";"Hertshoornweegbree";"INBSYS0000014631";NA;"Plantago coronopus"
"20";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Anagallis arvensis L. subsp. arvensis";"Rood guichelheil";NA;NA;"Anagallis arvensis"
"21";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Anagallis arvensis L.";"Rood en blauw guichelheil";"INBSYS0000014465";NA;"Anagallis arvensis"
"22";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Poa annua L.";"Straatgras";"INBSYS0000013735";NA;"Poa annua"
"23";"Versie 2.0";"2130_had";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Aphanes arvensis L.";"Grote leeuwenklauw";"INBSYS0000014213";NA;"Aphanes arvensis"
"24";"Versie 2.0";"2130_had";"Verstoring";"vergrassing/verbraming";"bedekking";1734;NA;NA;"Rubus caesius L.";"Dauwbraam";"INBSYS0000014190";NA;"Rubus caesius"
"25";"Versie 2.0";"2130_had";"Verstoring";"vergrassing/verbraming";"bedekking";1734;NA;NA;"Calamagrostis epigejos (L.) Roth";"Gewoon struisriet";"INBSYS0000013776";NA;"Calamagrostis epigejos"
"26";"Versie 2.0";"2130_had";"Verstoring";"vergrassing/verbraming";"bedekking";1734;NA;NA;"Elymus athericus (Link) Kerguélen";"Strandkweek";"INBSYS0000016921";NA;"Elymus athericus"
"27";"Versie 2.0";"2130_had";"Verstoring";"vergrassing/verbraming";"bedekking";1734;NA;NA;"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";"Glanshaver";"INBSYS0000010429";NA;"Arrhenatherum elatius"
"28";"Versie 2.0";"2130_had";"Verstoring";"vergrassing/verbraming";"bedekking";1734;NA;NA;"Carex arenaria L.";"Zandzegge";"INBSYS0000016780";NA;"Carex arenaria"
"29";"Versie 2.0";"2130_had";"Verstoring";"verruiging";"bedekking";1874;NA;NA;"Cirsium arvense (L.) Scop.";"Akkerdistel";"INBSYS0000014774";NA;"Cirsium arvense"
"30";"Versie 2.0";"2130_had";"Verstoring";"verruiging";"bedekking";1874;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"31";"Versie 2.0";"2130_had";"Verstoring";"verruiging";"bedekking";1874;NA;NA;"Galium aparine L.";"Kleefkruid";"INBSYS0000014661";NA;"Galium aparine"
"32";"Versie 2.0";"2130_had";"Verstoring";"verruiging";"bedekking";1874;NA;NA;"Eupatorium cannabinum L.";"Koninginnenkruid";"INBSYS0000014742";NA;"Eupatorium cannabinum"
"33";"Versie 2.0";"2130_had";"Verstoring";"verruiging";"bedekking";1874;NA;NA;"Glechoma hederacea L.";"Hondsdraf";"INBSYS0000014616";NA;"Glechoma hederacea"
"34";"Versie 2.0";"2130_hd";"Verstoring";"vergrassing/verbraming";"bedekking";1848;NA;NA;"Calamagrostis epigejos (L.) Roth";"Gewoon struisriet";"INBSYS0000013776";NA;"Calamagrostis epigejos"
"35";"Versie 2.0";"2130_hd";"Verstoring";"vergrassing/verbraming";"bedekking";1848;NA;NA;"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";"Glanshaver";"INBSYS0000010429";NA;"Arrhenatherum elatius"
"36";"Versie 2.0";"2130_hd";"Verstoring";"vergrassing/verbraming";"bedekking";1848;NA;NA;"Carex arenaria L.";"Zandzegge";"INBSYS0000016780";NA;"Carex arenaria"
"37";"Versie 2.0";"2130_hd";"Verstoring";"vergrassing/verbraming";"bedekking";1848;NA;NA;"Elymus athericus (Link) Kerguélen";"Strandkweek";"INBSYS0000016921";NA;"Elymus athericus"
"38";"Versie 2.0";"2130_hd";"Verstoring";"vergrassing/verbraming";"bedekking";1848;NA;NA;"Rubus caesius L.";"Dauwbraam";"INBSYS0000014190";NA;"Rubus caesius"
"39";"Versie 2.0";"2130_hd";"Verstoring";"verruiging";"bedekking";1917;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"40";"Versie 2.0";"2130_hd";"Verstoring";"verruiging";"bedekking";1917;NA;NA;"Galium aparine L.";"Kleefkruid";"INBSYS0000014661";NA;"Galium aparine"
"41";"Versie 2.0";"2130_hd";"Verstoring";"verruiging";"bedekking";1917;NA;NA;"Cirsium arvense (L.) Scop.";"Akkerdistel";"INBSYS0000014774";NA;"Cirsium arvense"
"42";"Versie 2.0";"2130_hd";"Verstoring";"verruiging";"bedekking";1917;NA;NA;"Eupatorium cannabinum L.";"Koninginnenkruid";"INBSYS0000014742";NA;"Eupatorium cannabinum"
"43";"Versie 2.0";"2130_hd";"Verstoring";"verruiging";"bedekking";1917;NA;NA;"Glechoma hederacea L.";"Hondsdraf";"INBSYS0000014616";NA;"Glechoma hederacea"
"44";"Versie 2.0";"2130_hd";"Vegetatie";"bedekking sleutelsoorten";"totale bedekking";2207;1471;NA;NA;"S_soorten_EU_2130_kalkrijk_dgl";NA;NA;NA
"45";"Versie 2.0";"2130_hd";"Vegetatie";"bedekking sleutelsoorten";"totale bedekking";2207;1917;NA;NA;"S_verruiging_2130_kalkrijk-Tjo";NA;NA;NA
"46";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Plantago major L.";"Grote weegbree";"INBSYS0000014627";NA;"Plantago major"
"47";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Polygonum aviculare L.";"Varkensgras";"INBSYS0000016775";NA;"Polygonum aviculare"
"48";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Aphanes inexspectata W. Lippert";"Kleine leeuwenklauw";"INBSYS0000016808";NA;"Aphanes inexspectata"
"49";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Plantago coronopus L.";"Hertshoornweegbree";"INBSYS0000014631";NA;"Plantago coronopus"
"50";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Anagallis arvensis L. subsp. arvensis";"Rood guichelheil";NA;NA;"Anagallis arvensis"
"51";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Anagallis arvensis L.";"Rood en blauw guichelheil";"INBSYS0000014465";NA;"Anagallis arvensis"
"52";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Poa annua L.";"Straatgras";"INBSYS0000013735";NA;"Poa annua"
"53";"Versie 2.0";"2130_hd";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Aphanes arvensis L.";"Grote leeuwenklauw";"INBSYS0000014213";NA;"Aphanes arvensis"
"54";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Plantago major L.";"Grote weegbree";"INBSYS0000014627";NA;"Plantago major"
"55";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Polygonum aviculare L.";"Varkensgras";"INBSYS0000016775";NA;"Polygonum aviculare"
"56";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Aphanes inexspectata W. Lippert";"Kleine leeuwenklauw";"INBSYS0000016808";NA;"Aphanes inexspectata"
"57";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Plantago coronopus L.";"Hertshoornweegbree";"INBSYS0000014631";NA;"Plantago coronopus"
"58";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Anagallis arvensis L. subsp. arvensis";"Rood guichelheil";NA;NA;"Anagallis arvensis"
"59";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Anagallis arvensis L.";"Rood en blauw guichelheil";"INBSYS0000014465";NA;"Anagallis arvensis"
"60";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Poa annua L.";"Straatgras";"INBSYS0000013735";NA;"Poa annua"
"61";"Versie 2.0";"2150";"Verstoring";"overbetreding";"bedekking";2172;NA;NA;"Aphanes arvensis L.";"Grote leeuwenklauw";"INBSYS0000014213";NA;"Aphanes arvensis"
"62";"Versie 2.0";"2150";"Verstoring";"verruiging";"bedekking";1468;NA;NA;"Stellaria media (L.) Vill. subsp. media";"Vogelmuur";NA;NA;"Stellaria media"
"63";"Versie 2.0";"2150";"Verstoring";"verruiging";"bedekking";1468;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"64";"Versie 2.0";"2150";"Verstoring";"verruiging";"bedekking";1468;NA;NA;"Cirsium arvense (L.) Scop.";"Akkerdistel";"INBSYS0000014774";NA;"Cirsium arvense"
"65";"Versie 2.0";"2150";"Verstoring";"verruiging";"bedekking";1468;NA;NA;"Glechoma hederacea L.";"Hondsdraf";"INBSYS0000014616";NA;"Glechoma hederacea"
"66";"Versie 2.0";"2150";"Verstoring";"invasieve exoten";"bedekking";1621;NA;NA;"Campylopus introflexus (Hedw.) Brid.";"Grijs kronkelsteeltje";NA;NA;"Campylopus introflexus"
"67";"Versie 2.0";"2150";"Verstoring";"vergrassing";"bedekking";2191;NA;NA;"Carex arenaria L.";"Zandzegge";"INBSYS0000016780";NA;"Carex arenaria"
"68";"Versie 2.0";"2150";"Verstoring";"vergrassing";"bedekking";2191;NA;NA;"Festuca rubra groep";NA;"INBSYS0000009692";NA;"Festuca rubra"
"69";"Versie 2.0";"2150";"Verstoring";"vergrassing";"bedekking";2191;NA;NA;"Calamagrostis epigejos (L.) Roth";"Gewoon struisriet";"INBSYS0000013776";NA;"Calamagrostis epigejos"
"70";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Lycium barbarum L.";"Boksdoorn";"INBSYS0000014505";NA;"Lycium barbarum"
"71";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Ribes odoratum H.L. Wendl.";"Gele ribes";"INBSYS0000017129";NA;"Ribes odoratum"
"72";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Fallopia aubertii (L. Henry) Holub";"Chinese bruidssluier";"INBSYS0000016947";NA;"Fallopia aubertii"
"73";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Symphoricarpos albus (L.) S.F. Blake";"Sneeuwbes";"INBSYS0000017194";NA;"Symphoricarpos albus"
"74";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Ribes sanguineum Pursh";"Rode ribes";"INBSYS0000014267";NA;"Ribes sanguineum"
"75";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Ribes alpinum L.";"Alpenbes";"INBSYS0000014268";NA;"Ribes alpinum"
"76";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;NA;NA;"Ribes spicatum E. Robson";"Noordse aalbes";"INBSYS0000017130";NA;"Ribes spicatum"
"77";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;1324;NA;"Tamarix";"Tamarisk";NA;NA;"Tamarix"
"78";"Versie 2.0";"2160";"Verstoring";"overige exoten";"bedekking";1689;464;NA;"Elaeagnus";"Olijfwilg";NA;NA;"Elaeagnus"
"79";"Versie 2.0";"2160";"Verstoring";"invasieve exoten";"bedekking";1937;NA;NA;"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"INBSYS0000016792";NA;"Ailanthus altissima"
"80";"Versie 2.0";"2160";"Verstoring";"invasieve exoten";"bedekking";1937;NA;NA;"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"INBSYS0000014972";NA;"Prunus serotina"
"81";"Versie 2.0";"2160";"Verstoring";"invasieve exoten";"bedekking";1937;NA;NA;"Mahonia aquifolium (Pursh) Nutt.";"Mahonia";"INBSYS0000013848";NA;"Mahonia aquifolium"
"82";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Cirsium arvense (L.) Scop.";"Akkerdistel";"INBSYS0000014774";NA;"Cirsium arvense"
"83";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Glechoma hederacea L.";"Hondsdraf";"INBSYS0000014616";NA;"Glechoma hederacea"
"84";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Holcus lanatus L.";"Gestreepte witbol";"INBSYS0000013770";NA;"Holcus lanatus"
"85";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"86";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Rubus caesius L.";"Dauwbraam";"INBSYS0000014190";NA;"Rubus caesius"
"87";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Galium aparine L.";"Kleefkruid";"INBSYS0000014661";NA;"Galium aparine"
"88";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Calamagrostis epigejos (L.) Roth";"Gewoon struisriet";"INBSYS0000013776";NA;"Calamagrostis epigejos"
"89";"Versie 2.0";"2170";"Verstoring";"verruiging";"percentage verruigd";1651;NA;NA;"Eupatorium cannabinum L.";"Koninginnenkruid";"INBSYS0000014742";NA;"Eupatorium cannabinum"
"90";"Versie 2.0";"2180";"Verstoring";"invasieve exoten";"bedekking";2094;NA;NA;"Prunus serotina Ehrh.";"Amerikaanse vogelkers";"INBSYS0000014972";NA;"Prunus serotina"
"91";"Versie 2.0";"2180";"Verstoring";"invasieve exoten";"bedekking";2094;NA;NA;"Populus balsamifera L.";"Ontariopopulier";"INBSYS0000015104";NA;"Populus balsamifera"
"92";"Versie 2.0";"2180";"Verstoring";"invasieve exoten";"bedekking";2094;NA;NA;"Ailanthus altissima (Mill.) Swingle";"Hemelboom";"INBSYS0000016792";NA;"Ailanthus altissima"
"93";"Versie 2.0";"2180";"Verstoring";"invasieve exoten";"bedekking";2094;NA;NA;"Populus trichocarpa Torr. et A. Gray ex Hook.";"Zwarte balsempopulier";"INBSYS0000008921";NA;"Populus trichocarpa"
"94";"Versie 2.0";"2180";"Verstoring";"invasieve exoten";"bedekking";2094;NA;NA;"Alnus incana (L.) Moench";"Witte els";"INBSYS0000014414";NA;"Alnus incana"
"95";"Versie 2.0";"2180";"Verstoring";"invasieve exoten";"bedekking";2094;NA;NA;"Mahonia aquifolium (Pursh) Nutt.";"Mahonia";"INBSYS0000013848";NA;"Mahonia aquifolium"
"96";"Versie 2.0";"2180";"Verstoring";"verruiging";"bedekking";1750;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"97";"Versie 2.0";"2180";"Verstoring";"verruiging";"bedekking";1750;NA;NA;"Sambucus nigra L.";"Gewone vlier";"INBSYS0000014665";NA;"Sambucus nigra"
"98";"Versie 2.0";"2180";"Verstoring";"verruiging";"bedekking";1750;NA;NA;"Anthriscus sylvestris (L.) Hoffmann";"Fluitenkruid";"INBSYS0000010482";NA;"Anthriscus sylvestris"
"99";"Versie 2.0";"2180";"Verstoring";"verruiging";"bedekking";1750;NA;NA;"Aegopodium podagraria L.";"Zevenblad";"INBSYS0000014337";NA;"Aegopodium podagraria"
"100";"Versie 2.0";"2180";"Verstoring";"verruiging";"bedekking";1750;NA;NA;"Galium aparine L.";"Kleefkruid";"INBSYS0000014661";NA;"Galium aparine"
"101";"Versie 2.0";"2180";"Verstoring";"verruiging";"bedekking";1750;NA;NA;"Glechoma hederacea L.";"Hondsdraf";"INBSYS0000014616";NA;"Glechoma hederacea"
"102";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Urtica dioica L.";"Grote brandnetel";"INBSYS0000014402";NA;"Urtica dioica"
"103";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Calamagrostis epigejos (L.) Roth";"Gewoon struisriet";"INBSYS0000013776";NA;"Calamagrostis epigejos"
"104";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Eupatorium cannabinum L.";"Koninginnenkruid";"INBSYS0000014742";NA;"Eupatorium cannabinum"
"105";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Calamagrostis canescens (Weber) Roth";"Hennegras";"INBSYS0000010282";NA;"Calamagrostis canescens"
"106";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Carex riparia Curt.";"Oeverzegge";"INBSYS0000010165";NA;"Carex riparia"
"107";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Holcus lanatus L.";"Gestreepte witbol";"INBSYS0000013770";NA;"Holcus lanatus"
"108";"Versie 2.0";"2190_mp";"Verstoring";"verruiging";"bedekking";1850;NA;NA;"Epilobium hirsutum L.";"Harig wilgenroosje";"INBSYS0000014278";NA;"Epilobium hirsutum"
"109";"Versie 2.0";"2190_mp";"Verstoring";"verdroging";"bedekking vochtminnende soorten";1825;NA;NA;"Juncus articulatus L.";"Zomprus";"INBSYS0000013622";NA;"Juncus articulatus"
"110";"Versie 2.0";"2190_mp";"Verstoring";"verdroging";"bedekking vochtminnende soorten";1825;NA;NA;"Hydrocotyle vulgaris L.";"Waternavel";"INBSYS0000014306";NA;"Hydrocotyle vulgaris"
"111";"Versie 2.0";"2310";"Verstoring";"invasieve exoten";"bedekking";1984;NA;NA;"Campylopus introflexus (Hedw.) Brid.";"Grijs kronkelsteeltje";NA;NA;"Campylopus introflexus"
"112";"Versie 2.0";"2310";"Verstoring";"vergrassing/verruiging";"bedekking";2035;NA;NA;"Molinia caerulea (L.) Moench";"Pijpenstrootje";"INBSYS0000013716";NA;"Molinia caerulea"
"113";"Versie 2.0";"2310";"Verstoring";"vergrassing/verruiging";"bedekking";2035;NA;NA;"Deschampsia flexuosa (L.) Trin.";"Bochtige smele";"INBSYS0000013772";NA;"Deschampsia flexuosa"
"114";"Versie 2.0";"2310";"Verstoring";"vergrassing/verruiging";"bedekking";2035;NA;NA;"Pteridium aquilinum (L.) Kuhn";"Adelaarsvaren";"INBSYS0000013522";NA;"Pteridium aquilinum"
"115";"Versie 2.0";"2310";"Verstoring";"vergrassing/verruiging";"bedekking";2035;1183;NA;"Rubus";"Braam";NA;NA;"Rubus"
"116";"Versie 2.0";"2310";"Verstoring";"vergrassing/verruiging";"bedekking";2035;30;NA;"Agrostis";"Struisgras";NA;NA;"Agrostis"
"117";"Versie 2.0";"2310";"Structuur";"dwergstruiken";"bedekking";2089;NA;NA;"Genista pilosa L.";"Kruipbrem";"INBSYS0000014111";NA;"Genista pilosa"
"118";"Versie 2.0";"2310";"Structuur";"dwergstruiken";"bedekking";2089;NA;NA;"Vaccinium vitis-idaea L.";"Rode bosbes";"INBSYS0000014449";NA;"Vaccinium vitis-idaea L."
"119";"Versie 2.0";"2310";"Structuur";"dwergstruiken";"bedekking";2089;NA;NA;"Erica tetralix L.";"Gewone dophei";"INBSYS0000014447";NA;"Erica tetralix"
"120";"Versie 2.0";"2310";"Structuur";"dwergstruiken";"bedekking";2089;NA;NA;"Calluna vulgaris (L.) Hull";"Struikhei";"INBSYS0000014446";NA;"Calluna vulgaris"
"121";"Versie 2.0";"2310";"Structuur";"dwergstruiken";"bedekking";2089;NA;NA;"Genista anglica L.";"Stekelbrem";"INBSYS0000014110";NA;"Genista anglica"
"122";"Versie 2.0";"2330_bu";"Verstoring";"invasieve exoten";"bedekking";1796;NA;NA;"Campylopus introflexus (Hedw.) Brid.";"Grijs kronkelsteeltje";NA;NA;"Campylopus introflexus"
"123";"Versie 2.0";"2330_bu";"Verstoring";"vergrassing";"bedekking";1949;NA;NA;"Deschampsia flexuosa (L.) Trin.";"Bochtige smele";"INBSYS0000013772";NA;"Deschampsia flexuosa"
"124";"Versie 2.0";"2330_bu";"Verstoring";"vergrassing";"bedekking";1949;NA;NA;"Molinia caerulea (L.) Moench";"Pijpenstrootje";"INBSYS0000013716";NA;"Molinia caerulea"
"125";"Versie 2.0";"2330_bu";"Verstoring";"vergrassing";"bedekking";1949;30;NA;"Agrostis";"Struisgras";NA;NA;"Agrostis"
"126";"Versie 2.0";"2330_bu";"Verstoring";"vergrassing";"bedekking";1949;517;NA;"Festuca";"Zwenkgras";NA;NA;"Festuca"
"127";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Trifolium arvense L.";"Hazenpootje";"INBSYS0000014128";NA;"Trifolium arvense"
"128";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Hypochaeris glabra L.";"Glad biggenkruid";"INBSYS0000014793";NA;"Hypochaeris glabra"
"129";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Geranium molle L.";"Zachte ooievaarsbek";"INBSYS0000014087";NA;"Geranium molle"
"130";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Filago vulgaris Lam.";"Duits viltkruid";"INBSYS0000014717";NA;"Filago vulgaris"
"131";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Anthoxanthum aristatum Boiss.";"Slofhak";"INBSYS0000013794";NA;"Anthoxanthum aristatum"
"132";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Conyza canadensis (L.) Cronq.";"Canadese fijnstraal";"INBSYS0000014739";NA;"Conyza canadensis"
"133";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Viola arvensis Murray";"Akkerviooltje";"INBSYS0000013960";NA;"Viola arvensis"
"134";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Vulpia myuros (L.) C.C. Gmel.";"Gewoon langbaardgras";"INBSYS0000017228";NA;"Vulpia myuros"
"135";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Ceratophyllum demersum L.";"Grof hoornblad";"INBSYS0000013853";NA;"Ceratophyllum demersum"
"136";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Aira caryophyllea L.";"Zilverhaver";"INBSYS0000013774";NA;"Aira caryophyllea"
"137";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Veronica arvensis L.";"Veldereprijs";"INBSYS0000014542";NA;"Veronica arvensis"
"138";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Spergularia rubra (L.) J. et C. Presl";"Rode schijnspurrie";"INBSYS0000008415";NA;"Spergularia rubra"
"139";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Erophila verna (L.) Chevall.";"Vroegeling";"INBSYS0000009784";NA;"Erophila verna"
"140";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Cerastium semidecandrum L.";"Zandhoornbloem";"INBSYS0000014008";NA;"Cerastium semidecandrum"
"141";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Arabidopsis thaliana (L.) Heynh.";"Zandraket";"INBSYS0000013942";NA;"Arabidopsis thaliana"
"142";"Versie 2.0";"2330_dw";"Structuur";"éénjarigen";"bedekking";1835;NA;NA;"Scleranthus annuus L.";"Eenjarige hardbloem";"INBSYS0000014830";NA;"Scleranthus annuus"
