"";"Versie";"Habitatsubtype";"Criterium";"Indicator";"Voorwaarde";"SoortengroepID";"SoortensubgroepID";"Omschrijving";"WetNaam";"NedNaam";"NBNTaxonVersionKey";"Taxontype";"WetNaamKort"
"3836";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1844;NA;NA;"Betula pendula Roth";"Ruwe berk";"INBSYS0000014409";NA;"Betula pendula"
"3837";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1844;NA;NA;"Viburnum opulus L.";"Gelderse roos";"INBSYS0000014668";NA;"Viburnum opulus"
"3838";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1844;NA;NA;"Frangula alnus Mill.";"Sporkehout";NA;NA;"Frangula alnus"
"3839";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1844;NA;NA;"Alnus glutinosa (L.) Gaertn.";"Zwarte els";"INBSYS0000016797";NA;"Alnus glutinosa"
"3840";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1507;NA;NA;"Osmunda regalis L.";"Koningsvaren";"INBSYS0000013519";NA;"Osmunda regalis"
"3841";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1507;NA;NA;"Viola palustris L.";"Moerasviooltje";"INBSYS0000013957";NA;"Viola palustris"
"3842";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1507;NA;NA;"Osmunda regalis L.";"Koningsvaren";"INBSYS0000013519";NA;"Osmunda regalis"
"3843";"Versie 2.0";"91E0_vo";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1507;NA;NA;"Viola palustris L.";"Moerasviooltje";"INBSYS0000013957";NA;"Viola palustris"
"3844";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Anemone ranunculoides L.";"Gele anemoon";"INBSYS0000013812";NA;"Anemone ranunculoides"
"3845";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Primula elatior (L.) Hill";"Slanke sleutelbloem";"INBSYS0000014456";NA;"Primula elatior"
"3846";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Ranunculus ficaria L.";"Speenkruid";"INBSYS0000013836";NA;"Ranunculus ficaria"
"3847";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Dipsacus pilosus L.";"Kleine kaardenbol";"INBSYS0000014681";NA;"Dipsacus pilosus"
"3848";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Rumex sanguineus L.";"Bloedzuring";"INBSYS0000014394";NA;"Rumex sanguineus"
"3849";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Impatiens noli-tangere L.";"Groot springzaad";"INBSYS0000014095";NA;"Impatiens noli-tangere L."
"3850";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Stellaria nemorum L.";"Bosmuur";"INBSYS0000014010";NA;"Stellaria nemorum"
"3851";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Caltha palustris L.";"Dotterbloem";"INBSYS0000013804";NA;"Caltha palustris"
"3852";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Lysimachia nemorum L.";"Boswederik";"INBSYS0000014458";NA;"Lysimachia nemorum"
"3853";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Festuca gigantea (L.) Vill.";"Reuzenzwenkgras";"INBSYS0000016951";NA;"Festuca gigantea"
"3854";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Corydalis solida (L.) Clairv.";"Vingerhelmbloem";"INBSYS0000013866";NA;"Corydalis solida"
"3855";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Gagea lutea (L.) Ker-Gawl.";"Bosgeelster";"INBSYS0000009661";NA;"Gagea lutea"
"3856";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Allium ursinum L.";"Daslook";"INBSYS0000013606";NA;"Allium ursinum"
"3857";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Paris quadrifolia L.";"Eenbes";"INBSYS0000013598";NA;"Paris quadrifolia"
"3858";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Elymus caninus (L.) L.";"Hondstarwegras";"INBSYS0000013761";NA;"Elymus caninus"
"3859";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1715;NA;NA;"Listera ovata (L.) R. Brown";"Grote keverorchis";"INBSYS0000009376";NA;"Listera ovata"
"3860";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Anemone ranunculoides L.";"Gele anemoon";"INBSYS0000013812";NA;"Anemone ranunculoides"
"3861";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Primula elatior (L.) Hill";"Slanke sleutelbloem";"INBSYS0000014456";NA;"Primula elatior"
"3862";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Ranunculus ficaria L.";"Speenkruid";"INBSYS0000013836";NA;"Ranunculus ficaria"
"3863";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Dipsacus pilosus L.";"Kleine kaardenbol";"INBSYS0000014681";NA;"Dipsacus pilosus"
"3864";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Rumex sanguineus L.";"Bloedzuring";"INBSYS0000014394";NA;"Rumex sanguineus"
"3865";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Impatiens noli-tangere L.";"Groot springzaad";"INBSYS0000014095";NA;"Impatiens noli-tangere L."
"3866";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Stellaria nemorum L.";"Bosmuur";"INBSYS0000014010";NA;"Stellaria nemorum"
"3867";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Caltha palustris L.";"Dotterbloem";"INBSYS0000013804";NA;"Caltha palustris"
"3868";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Lysimachia nemorum L.";"Boswederik";"INBSYS0000014458";NA;"Lysimachia nemorum"
"3869";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Festuca gigantea (L.) Vill.";"Reuzenzwenkgras";"INBSYS0000016951";NA;"Festuca gigantea"
"3870";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Corydalis solida (L.) Clairv.";"Vingerhelmbloem";"INBSYS0000013866";NA;"Corydalis solida"
"3871";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Gagea lutea (L.) Ker-Gawl.";"Bosgeelster";"INBSYS0000009661";NA;"Gagea lutea"
"3872";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Allium ursinum L.";"Daslook";"INBSYS0000013606";NA;"Allium ursinum"
"3873";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Paris quadrifolia L.";"Eenbes";"INBSYS0000013598";NA;"Paris quadrifolia"
"3874";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Elymus caninus (L.) L.";"Hondstarwegras";"INBSYS0000013761";NA;"Elymus caninus"
"3875";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";1715;NA;NA;"Listera ovata (L.) R. Brown";"Grote keverorchis";"INBSYS0000009376";NA;"Listera ovata"
"3876";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Cornus sanguinea L.";"Rode kornoelje";"INBSYS0000014301";NA;"Cornus sanguinea"
"3877";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Prunus padus L.";"Vogelkers";"INBSYS0000014232";NA;"Prunus padus"
"3878";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Viburnum opulus L.";"Gelderse roos";"INBSYS0000014668";NA;"Viburnum opulus"
"3879";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Alnus glutinosa (L.) Gaertn.";"Zwarte els";"INBSYS0000016797";NA;"Alnus glutinosa"
"3880";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Ribes nigrum L.";"Zwarte bes";"INBSYS0000014266";NA;"Ribes nigrum"
"3881";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Crataegus monogyna Jacq.";"Eenstijlige meidoorn";"INBSYS0000014238";NA;"Crataegus monogyna"
"3882";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Acer pseudoplatanus L.";"Gewone esdoorn";"INBSYS0000014100";NA;"Acer pseudoplatanus"
"3883";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Corylus avellana L.";"Hazelaar";"INBSYS0000014416";NA;"Corylus avellana"
"3884";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1686;NA;NA;"Fraxinus excelsior L.";"Es";"INBSYS0000014468";NA;"Fraxinus excelsior"
"3885";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Cornus sanguinea L.";"Rode kornoelje";"INBSYS0000014301";NA;"Cornus sanguinea"
"3886";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Prunus padus L.";"Vogelkers";"INBSYS0000014232";NA;"Prunus padus"
"3887";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Viburnum opulus L.";"Gelderse roos";"INBSYS0000014668";NA;"Viburnum opulus"
"3888";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Alnus glutinosa (L.) Gaertn.";"Zwarte els";"INBSYS0000016797";NA;"Alnus glutinosa"
"3889";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Ribes nigrum L.";"Zwarte bes";"INBSYS0000014266";NA;"Ribes nigrum"
"3890";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Crataegus monogyna Jacq.";"Eenstijlige meidoorn";"INBSYS0000014238";NA;"Crataegus monogyna"
"3891";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Acer pseudoplatanus L.";"Gewone esdoorn";"INBSYS0000014100";NA;"Acer pseudoplatanus"
"3892";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Corylus avellana L.";"Hazelaar";"INBSYS0000014416";NA;"Corylus avellana"
"3893";"Versie 2.0";"91E0_va";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1686;NA;NA;"Fraxinus excelsior L.";"Es";"INBSYS0000014468";NA;"Fraxinus excelsior"
"3894";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1999;NA;NA;"Salix x rubens Schrank";"Bindwilg";"INBSYS0000014970";NA;"Salix x"
"3895";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1999;NA;NA;"Salix viminalis L.";"Katwilg";"INBSYS0000014435";NA;"Salix viminalis"
"3896";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1999;NA;NA;"Salix fragilis L.";"Kraakwilg";"INBSYS0000014430";NA;"Salix fragilis"
"3897";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1999;NA;NA;"Sambucus nigra L.";"Gewone vlier";"INBSYS0000014665";NA;"Sambucus nigra"
"3898";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1999;NA;NA;"Salix alba L.";"Schietwilg";"INBSYS0000014429";NA;"Salix alba"
"3899";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1999;NA;NA;"Salix x rubens Schrank";"Bindwilg";"INBSYS0000014970";NA;"Salix x"
"3900";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1999;NA;NA;"Salix viminalis L.";"Katwilg";"INBSYS0000014435";NA;"Salix viminalis"
"3901";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1999;NA;NA;"Salix fragilis L.";"Kraakwilg";"INBSYS0000014430";NA;"Salix fragilis"
"3902";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1999;NA;NA;"Sambucus nigra L.";"Gewone vlier";"INBSYS0000014665";NA;"Sambucus nigra"
"3903";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1999;NA;NA;"Salix alba L.";"Schietwilg";"INBSYS0000014429";NA;"Salix alba"
"3904";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";2160;NA;NA;"Cardamine amara L.";"Bittere veldkers";"INBSYS0000013918";NA;"Cardamine amara"
"3905";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";2160;NA;NA;"Caltha palustris L. var. araneosa v. Steenis";"Spindotterbloem";NA;NA;"Caltha palustris"
"3906";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";2160;NA;NA;"Cirsium oleraceum (L.) Scop.";"Moesdistel";"INBSYS0000014775";NA;"Cirsium oleraceum"
"3907";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";2160;NA;NA;"Cardamine amara L.";"Bittere veldkers";"INBSYS0000013918";NA;"Cardamine amara"
"3908";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";2160;NA;NA;"Caltha palustris L. var. araneosa v. Steenis";"Spindotterbloem";NA;NA;"Caltha palustris"
"3909";"Versie 2.0";"91E0_sf";"Vegetatie";"sleutelsoorten van de kruidlaag";"bedekking";2160;NA;NA;"Cirsium oleraceum (L.) Scop.";"Moesdistel";"INBSYS0000014775";NA;"Cirsium oleraceum"
"3910";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Cornus sanguinea L.";"Rode kornoelje";"INBSYS0000014301";NA;"Cornus sanguinea"
"3911";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Sambucus nigra L.";"Gewone vlier";"INBSYS0000014665";NA;"Sambucus nigra"
"3912";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Populus tremula L.";"Ratelpopulier";"INBSYS0000014425";NA;"Populus tremula"
"3913";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Salix alba L.";"Schietwilg";"INBSYS0000014429";NA;"Salix alba"
"3914";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Populus nigra L.";"Zwarte populier";"INBSYS0000016776";NA;"Populus nigra"
"3915";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Prunus padus L.";"Vogelkers";"INBSYS0000014232";NA;"Prunus padus"
"3916";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Euonymus europaeus L.";"Wilde kardinaalsmuts";"INBSYS0000014104";NA;"Euonymus europaeus"
"3917";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Ulmus glabra Huds.";"Ruwe iep";"INBSYS0000017213";NA;"Ulmus glabra"
"3918";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Ulmus laevis Pallas";"Fladderiep";"INBSYS0000015243";NA;"Ulmus laevis"
"3919";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Salix caprea L.";"Boswilg";"INBSYS0000014436";NA;"Salix caprea"
"3920";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Acer pseudoplatanus L.";"Gewone esdoorn";"INBSYS0000014100";NA;"Acer pseudoplatanus"
"3921";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Ligustrum vulgare L.";"Wilde liguster";"INBSYS0000014470";NA;"Ligustrum vulgare"
"3922";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Fraxinus excelsior L.";"Es";"INBSYS0000014468";NA;"Fraxinus excelsior"
"3923";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Carpinus betulus L.";"Haagbeuk";"INBSYS0000014415";NA;"Carpinus betulus"
"3924";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Quercus robur L.";"Zomereik";"INBSYS0000014421";NA;"Quercus robur"
"3925";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Quercus x rosacea Bechst.";NA;"INBSYS0000014422";NA;"Quercus x"
"3926";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Viburnum opulus L.";"Gelderse roos";"INBSYS0000014668";NA;"Viburnum opulus"
"3927";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Ulmus minor Mill.";"Gladde iep";"INBSYS0000017379";NA;"Ulmus minor"
"3928";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;NA;NA;"Sorbus aucuparia L.";"Wilde lijsterbes";"INBSYS0000014241";NA;"Sorbus aucuparia"
"3929";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"bedekking";1929;369;NA;"Crataegus";"Meidoorn";NA;NA;"Crataegus"
"3930";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Cornus sanguinea L.";"Rode kornoelje";"INBSYS0000014301";NA;"Cornus sanguinea"
"3931";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Sambucus nigra L.";"Gewone vlier";"INBSYS0000014665";NA;"Sambucus nigra"
"3932";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Populus tremula L.";"Ratelpopulier";"INBSYS0000014425";NA;"Populus tremula"
"3933";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Salix alba L.";"Schietwilg";"INBSYS0000014429";NA;"Salix alba"
"3934";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Populus nigra L.";"Zwarte populier";"INBSYS0000016776";NA;"Populus nigra"
"3935";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Prunus padus L.";"Vogelkers";"INBSYS0000014232";NA;"Prunus padus"
"3936";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Euonymus europaeus L.";"Wilde kardinaalsmuts";"INBSYS0000014104";NA;"Euonymus europaeus"
"3937";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Ulmus glabra Huds.";"Ruwe iep";"INBSYS0000017213";NA;"Ulmus glabra"
"3938";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Ulmus laevis Pallas";"Fladderiep";"INBSYS0000015243";NA;"Ulmus laevis"
"3939";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Salix caprea L.";"Boswilg";"INBSYS0000014436";NA;"Salix caprea"
"3940";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Acer pseudoplatanus L.";"Gewone esdoorn";"INBSYS0000014100";NA;"Acer pseudoplatanus"
"3941";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Ligustrum vulgare L.";"Wilde liguster";"INBSYS0000014470";NA;"Ligustrum vulgare"
"3942";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Fraxinus excelsior L.";"Es";"INBSYS0000014468";NA;"Fraxinus excelsior"
"3943";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Carpinus betulus L.";"Haagbeuk";"INBSYS0000014415";NA;"Carpinus betulus"
"3944";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Quercus robur L.";"Zomereik";"INBSYS0000014421";NA;"Quercus robur"
"3945";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Quercus x rosacea Bechst.";NA;"INBSYS0000014422";NA;"Quercus x"
"3946";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Viburnum opulus L.";"Gelderse roos";"INBSYS0000014668";NA;"Viburnum opulus"
"3947";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Ulmus minor Mill.";"Gladde iep";"INBSYS0000017379";NA;"Ulmus minor"
"3948";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;NA;NA;"Sorbus aucuparia L.";"Wilde lijsterbes";"INBSYS0000014241";NA;"Sorbus aucuparia"
"3949";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"aantal soorten minstens 10%";1929;369;NA;"Crataegus";"Meidoorn";NA;NA;"Crataegus"
"3950";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Allium scorodoprasum L.";"Slangenlook";"INBSYS0000013600";NA;"Allium scorodoprasum"
"3951";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Dipsacus pilosus L.";"Kleine kaardenbol";"INBSYS0000014681";NA;"Dipsacus pilosus"
"3952";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Galanthus nivalis L.";"Sneeuwklokje";"INBSYS0000013633";NA;"Galanthus nivalis"
"3953";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Aconitum lycoctonum L.";"Gele monnikskap";"INBSYS0000017258";NA;"Aconitum lycoctonum"
"3954";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Corydalis solida (L.) Clairv.";"Vingerhelmbloem";"INBSYS0000013866";NA;"Corydalis solida"
"3955";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Gagea lutea (L.) Ker-Gawl.";"Bosgeelster";"INBSYS0000009661";NA;"Gagea lutea"
"3956";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Anemone ranunculoides L.";"Gele anemoon";"INBSYS0000013812";NA;"Anemone ranunculoides"
"3957";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Elymus caninus (L.) L.";"Hondstarwegras";"INBSYS0000013761";NA;"Elymus caninus"
"3958";"Versie 2.0";"91F0";"Vegetatie";"sleutelsoorten van de kruidlaag";"aantal";1792;NA;NA;"Ornithogalum umbellatum L.";"Gewone vogelmelk";"INBSYS0000017074";NA;"Ornithogalum umbellatum"
"3959";"Versie 3";"2110";"Vegetatie";"sleutelsoorten";"bedekking vloedmerkvegetatie";1656;NA;NA;"Atriplex littoralis L.";"Strandmelde";"INBSYS0000014051";NA;"Atriplex littoralis"
