HabCode;Omschrijving;WetNaam;Versie3;Versie2
91E0_sf;invasieve_exoten_boomEnStruiklaag;Pseudotsuga menziesii (Mirb.) Franco;1;
91E0_sf;invasieve_exoten_boomEnStruiklaag;Thuja;1;
91E0_sf;invasieve_exoten_boomEnStruiklaag;Thuja occidentalis L.;1;
91E0_sf;invasieve_exoten_boomEnStruiklaag;Thuja plicata Donn ex D. Don;1;
91E0_sf;invasieve_exoten_kruidlaag;Duchesnea indica (Andrews) Focke;1;
91E0_sf;invasieve_exoten_kruidlaag;Fallopia japonica (Houtt.) Ronse Decraene;1;
91E0_sf;invasieve_exoten_kruidlaag;Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene;1;
91E0_sf;invasieve_exoten_kruidlaag;Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey;1;
91E0_sf;invasieve_exoten_kruidlaag;Heracleum mantegazzianum Somm. et Lev.;1;
91E0_sf;invasieve_exoten_kruidlaag;Impatiens balfourii Hook. f.;1;
91E0_sf;invasieve_exoten_kruidlaag;Impatiens capensis Meerb.;1;
91E0_sf;invasieve_exoten_kruidlaag;Impatiens glandulifera Royle;1;1
91E0_sf;invasieve_exoten_kruidlaag;Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud;1;1
91E0_sf;invasieve_exoten_kruidlaag;Mimulus guttatus DC.;1;1
91E0_sf;invasieve_exoten_kruidlaag;Rosa rugosa Thunb.;1;1
91E0_sf;invasieve_exoten_kruidlaag;Spiraea alba Duroi;1;1
91E0_sf;invasieve_exoten_kruidlaag;Spiraea douglasii Hook.;1;1
91E0_sf;invasieve_exoten_kruidlaag;Abies;0;
91E0_sf;invasieve_exoten_kruidlaag;Abies alba Mill.;0;
91E0_sf;invasieve_exoten_kruidlaag;Abies grandis (Dougl. Ex D. Don) Lindl.;0;
91E0_sf;invasieve_exoten_kruidlaag;Abies nordmanniana (Steven) Spach;0;
91E0_sf;invasieve_exoten_kruidlaag;Chamaecyparis;0;
91E0_sf;invasieve_exoten_kruidlaag;Chamaecyparis lawsoniana (A.Murray) Parl.;0;
91E0_sf;invasieve_exoten_kruidlaag;Chamaecyparis pisifera (Siebold et Zucc. Endl;0;
91E0_sf;invasieve_exoten_kruidlaag;Larix;0;1
91E0_sf;invasieve_exoten_kruidlaag;Larix decidua Mill.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Larix kaempferi (Lambert) Carr.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Larix x marschlinsii Coaz.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Picea;0;1
91E0_sf;invasieve_exoten_kruidlaag;Picea abies (L.) Karst.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Picea sitchensis (Bong.) Carr.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Picea sitchensis (Bongard) Carriere;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pinus nigra Arnold;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pinus nigra Arnold subsp. laricio Maire;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pinus nigra Arnold subsp. nigra;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pinus pinaster Ait.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pinus strobus L.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pseudotsuga;0;1
91E0_sf;invasieve_exoten_kruidlaag;Pseudotsuga menziesii (Mirb.) Franco;0;1
91E0_sf;invasieve_exoten_kruidlaag;Thuja;0;1
91E0_sf;invasieve_exoten_kruidlaag;Thuja occidentalis L.;0;1
91E0_sf;invasieve_exoten_kruidlaag;Thuja plicata Donn ex D. Don;0;1
91E0_sf;sleutelsoorten_boomlaag;Salix alba L.;1;
91E0_sf;sleutelsoorten_boomlaag;Salix dasyclados Wimm.;1;
91E0_sf;sleutelsoorten_boomlaag;Salix fragilis L.;1;
91E0_sf;sleutelsoorten_boomlaag;Salix triandra L.;1;
91E0_sf;sleutelsoorten_boomlaag;Salix viminalis L.;1;
91E0_sf;sleutelsoorten_boomlaag;Salix x mollissima Hoffm. ex Elwert;1;
91E0_sf;sleutelsoorten_boomlaag;Salix x rubens Schrank;1;
91E0_sf;sleutelsoorten_boomlaag;Sambucus nigra L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Anthriscus sylvestris (L.) Hoffmann;1;
91E0_sf;sleutelsoorten_kruidlaag;Bidens frondosa L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Caltha palustris L. var. araneosa v. Steenis;1;
91E0_sf;sleutelsoorten_kruidlaag;Cardamine amara L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Cirsium oleraceum (L.) Scop.;1;
91E0_sf;sleutelsoorten_kruidlaag;Humulus lupulus L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Iris pseudacorus L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Leucojum aestivum L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Lycopus europaeus L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Phragmites australis (Cav.) Steud.;1;
91E0_sf;sleutelsoorten_kruidlaag;Polygonum hydropiper L.;1;
91E0_sf;sleutelsoorten_kruidlaag;Rorippa amphibia (L.) Besser;1;
91E0_sf;sleutelsoorten_kruidlaag;Solanum dulcamara L.;1;
91E0_sf;verruiging;Galium aparine L.;1;
91E0_sf;verruiging;Rubus;1;
91E0_sf;verruiging;Rubus fruticosus groep;1;
91E0_sf;verruiging;Rubus fruticosus L.;1;
91E0_sf;verruiging;Urtica dioica L.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Ailanthus altissima (Mill.) Swingle;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Buddleja;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Buddleja davidii Franch.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Buddleja variabilis Hemsl.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Duchesnea indica (Andrews) Focke;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Fallopia japonica (Houtt.) Ronse Decraene;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Heracleum mantegazzianum Somm. et Lev.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Impatiens balfourii Hook. f.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Impatiens capensis Meerb.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Impatiens glandulifera Royle;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Mimulus guttatus DC.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Prunus serotina Ehrh.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Quercus rubra L.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Rhododendron;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Rhododendron ponticum L.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Robinia pseudoacacia L.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Rosa rugosa Thunb.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Spiraea alba Duroi;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Spiraea douglasii Hook.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Abies;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Abies alba Mill.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Abies grandis (Dougl. Ex D. Don) Lindl.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Abies nordmanniana (Steven) Spach;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Chamaecyparis;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Chamaecyparis lawsoniana (A.Murray) Parl.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Chamaecyparis pisifera (Siebold et Zucc. Endl;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Larix;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Larix decidua Mill.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Larix kaempferi (Lambert) Carr.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Larix x marschlinsii Coaz.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Picea;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Picea abies (L.) Karst.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Picea sitchensis (Bong.) Carr.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Picea sitchensis (Bongard) Carriere;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pinus nigra Arnold;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pinus nigra Arnold subsp. laricio Maire;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pinus nigra Arnold subsp. nigra;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pinus pinaster Ait.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pinus strobus L.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pseudotsuga;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Pseudotsuga menziesii (Mirb.) Franco;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Thuja;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Thuja occidentalis L.;1;
91E0_va;invasieve_exoten_boomEnStruiklaag;Thuja plicata Donn ex D. Don;1;
91E0_va;invasieve_exoten_kruidlaag;Ailanthus altissima (Mill.) Swingle;0;
91E0_va;invasieve_exoten_kruidlaag;Buddleja;0;
91E0_va;invasieve_exoten_kruidlaag;Buddleja davidii Franch.;0;
91E0_va;invasieve_exoten_kruidlaag;Buddleja variabilis Hemsl.;0;
91E0_va;invasieve_exoten_kruidlaag;Duchesnea indica (Andrews) Focke;1;
91E0_va;invasieve_exoten_kruidlaag;Fallopia japonica (Houtt.) Ronse Decraene;1;
91E0_va;invasieve_exoten_kruidlaag;Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene;1;
91E0_va;invasieve_exoten_kruidlaag;Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey;1;
91E0_va;invasieve_exoten_kruidlaag;Heracleum mantegazzianum Somm. et Lev.;1;
91E0_va;invasieve_exoten_kruidlaag;Impatiens balfourii Hook. f.;1;
91E0_va;invasieve_exoten_kruidlaag;Impatiens capensis Meerb.;1;
91E0_va;invasieve_exoten_kruidlaag;Impatiens glandulifera Royle;1;1
91E0_va;invasieve_exoten_kruidlaag;Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud;1;1
91E0_va;invasieve_exoten_kruidlaag;Mimulus guttatus DC.;1;1
91E0_va;invasieve_exoten_kruidlaag;Prunus serotina Ehrh.;0;1
91E0_va;invasieve_exoten_kruidlaag;Quercus rubra L.;0;1
91E0_va;invasieve_exoten_kruidlaag;Rhododendron;0;1
91E0_va;invasieve_exoten_kruidlaag;Rhododendron ponticum L.;0;1
91E0_va;invasieve_exoten_kruidlaag;Robinia pseudoacacia L.;0;1
91E0_va;invasieve_exoten_kruidlaag;Rosa rugosa Thunb.;1;1
91E0_va;invasieve_exoten_kruidlaag;Spiraea alba Duroi;1;1
91E0_va;invasieve_exoten_kruidlaag;Spiraea douglasii Hook.;1;1
91E0_va;invasieve_exoten_kruidlaag;Abies;0;
91E0_va;invasieve_exoten_kruidlaag;Abies alba Mill.;0;
91E0_va;invasieve_exoten_kruidlaag;Abies grandis (Dougl. Ex D. Don) Lindl.;0;
91E0_va;invasieve_exoten_kruidlaag;Abies nordmanniana (Steven) Spach;0;
91E0_va;invasieve_exoten_kruidlaag;Chamaecyparis;0;
91E0_va;invasieve_exoten_kruidlaag;Chamaecyparis lawsoniana (A.Murray) Parl.;0;
91E0_va;invasieve_exoten_kruidlaag;Chamaecyparis pisifera (Siebold et Zucc. Endl;0;
91E0_va;invasieve_exoten_kruidlaag;Larix;0;1
91E0_va;invasieve_exoten_kruidlaag;Larix decidua Mill.;0;1
91E0_va;invasieve_exoten_kruidlaag;Larix kaempferi (Lambert) Carr.;0;1
91E0_va;invasieve_exoten_kruidlaag;Larix x marschlinsii Coaz.;0;1
91E0_va;invasieve_exoten_kruidlaag;Picea;0;1
91E0_va;invasieve_exoten_kruidlaag;Picea abies (L.) Karst.;0;1
91E0_va;invasieve_exoten_kruidlaag;Picea sitchensis (Bong.) Carr.;0;1
91E0_va;invasieve_exoten_kruidlaag;Picea sitchensis (Bongard) Carriere;0;1
91E0_va;invasieve_exoten_kruidlaag;Pinus nigra Arnold;0;1
91E0_va;invasieve_exoten_kruidlaag;Pinus nigra Arnold subsp. laricio Maire;0;1
91E0_va;invasieve_exoten_kruidlaag;Pinus nigra Arnold subsp. nigra;0;1
91E0_va;invasieve_exoten_kruidlaag;Pinus pinaster Ait.;0;1
91E0_va;invasieve_exoten_kruidlaag;Pinus strobus L.;0;1
91E0_va;invasieve_exoten_kruidlaag;Pseudotsuga;0;1
91E0_va;invasieve_exoten_kruidlaag;Pseudotsuga menziesii (Mirb.) Franco;0;1
91E0_va;invasieve_exoten_kruidlaag;Thuja;0;1
91E0_va;invasieve_exoten_kruidlaag;Thuja occidentalis L.;0;1
91E0_va;invasieve_exoten_kruidlaag;Thuja plicata Donn ex D. Don;0;1
91E0_va;sleutelsoorten_boomlaag;Acer pseudoplatanus L.;1;
91E0_va;sleutelsoorten_boomlaag;Alnus glutinosa (L.) Gaertn.;1;
91E0_va;sleutelsoorten_boomlaag;Cornus sanguinea L.;1;
91E0_va;sleutelsoorten_boomlaag;Corylus avellana L.;1;
91E0_va;sleutelsoorten_boomlaag;Crataegus monogyna Jacq.;1;
91E0_va;sleutelsoorten_boomlaag;Fraxinus excelsior L.;1;
91E0_va;sleutelsoorten_boomlaag;Prunus padus L.;1;
91E0_va;sleutelsoorten_boomlaag;Ribes nigrum L.;1;
91E0_va;sleutelsoorten_boomlaag;Ribes rubrum L.;1;
91E0_va;sleutelsoorten_boomlaag;Ulmus;1;
91E0_va;sleutelsoorten_boomlaag;Ulmus glabra Huds.;1;
91E0_va;sleutelsoorten_boomlaag;Ulmus laevis Pallas;1;
91E0_va;sleutelsoorten_boomlaag;Ulmus minor Mill.;1;
91E0_va;sleutelsoorten_boomlaag;Viburnum opulus L.;1;
91E0_va;sleutelsoorten_kruidlaag;Adoxa moschatellina L.;1;
91E0_va;sleutelsoorten_kruidlaag;Allium ursinum L.;1;
91E0_va;sleutelsoorten_kruidlaag;Anemone nemorosa L.;1;
91E0_va;sleutelsoorten_kruidlaag;Arum maculatum L.;1;
91E0_va;sleutelsoorten_kruidlaag;Caltha palustris L.;1;
91E0_va;sleutelsoorten_kruidlaag;Cardamine pratensis L.;1;
91E0_va;sleutelsoorten_kruidlaag;Crepis paludosa (L.) Moench;1;
91E0_va;sleutelsoorten_kruidlaag;Deschampsia cespitosa (L.) Beauv.;1;
91E0_va;sleutelsoorten_kruidlaag;Festuca gigantea (L.) Vill.;1;
91E0_va;sleutelsoorten_kruidlaag;Impatiens noli-tangere L.;1;
91E0_va;sleutelsoorten_kruidlaag;Lamium galeobdolon (L.) L.;1;
91E0_va;sleutelsoorten_kruidlaag;Lysimachia nemorum L.;1;
91E0_va;sleutelsoorten_kruidlaag;Paris quadrifolia L.;1;
91E0_va;sleutelsoorten_kruidlaag;Primula elatior (L.) Hill;1;
91E0_va;sleutelsoorten_kruidlaag;Ranunculus auricomus L.;1;
91E0_va;sleutelsoorten_kruidlaag;Rumex sanguineus L.;1;
91E0_va;verruiging;Galium aparine L.;1;
91E0_va;verruiging;Glechoma hederacea L.;1;
91E0_va;verruiging;Juncus effusus L.;1;
91E0_va;verruiging;Polygonum hydropiper L.;1;
91E0_va;verruiging;Rubus fruticosus groep;1;
91E0_va;verruiging;Rubus fruticosus L.;1;
91E0_va;verruiging;Rubus idaeus L.;1;
91E0_va;verruiging;Sambucus nigra L.;1;
91E0_va;verruiging;Urtica dioica L.;1;
91E0_va;verruiging_GewoneBraam;Rubus fruticosus groep;1;
91E0_va;verruiging_GewoneBraam;Rubus fruticosus L.;1;
91E0_va;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;Galium aparine L.;1;
91E0_va;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;Glechoma hederacea L.;1;
91E0_va;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;Sambucus nigra L.;1;
91E0_va;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;Urtica dioica L.;1;
91E0_va;verruiging_Waterpeper_Pitrus;Juncus effusus L.;1;
91E0_va;verruiging_Waterpeper_Pitrus;Polygonum hydropiper L.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Ailanthus altissima (Mill.) Swingle;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Buddleja;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Buddleja davidii Franch.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Buddleja variabilis Hemsl.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Impatiens balfourii Hook. f.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Impatiens capensis Meerb.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Impatiens glandulifera Royle;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Mimulus guttatus DC.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Prunus serotina Ehrh.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Quercus rubra L.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Rhododendron;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Rhododendron ponticum L.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Robinia pseudoacacia L.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Abies;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Abies alba Mill.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Abies grandis (Dougl. Ex D. Don) Lindl.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Abies nordmanniana (Steven) Spach;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Chamaecyparis;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Chamaecyparis lawsoniana (A.Murray) Parl.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Chamaecyparis pisifera (Siebold et Zucc. Endl;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Larix;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Larix decidua Mill.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Larix kaempferi (Lambert) Carr.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Larix x marschlinsii Coaz.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Picea;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Picea abies (L.) Karst.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Picea sitchensis (Bong.) Carr.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Picea sitchensis (Bongard) Carriere;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pinus nigra Arnold;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pinus nigra Arnold subsp. laricio Maire;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pinus nigra Arnold subsp. nigra;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pinus pinaster Ait.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pinus strobus L.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pseudotsuga;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Pseudotsuga menziesii (Mirb.) Franco;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Thuja;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Thuja occidentalis L.;1;
91E0_vc;invasieve_exoten_boomEnStruiklaag;Thuja plicata Donn ex D. Don;1;
91E0_vc;invasieve_exoten_kruidlaag;Ailanthus altissima (Mill.) Swingle;0;
91E0_vc;invasieve_exoten_kruidlaag;Buddleja;0;
91E0_vc;invasieve_exoten_kruidlaag;Buddleja davidii Franch.;0;
91E0_vc;invasieve_exoten_kruidlaag;Buddleja variabilis Hemsl.;0;
91E0_vc;invasieve_exoten_kruidlaag;Impatiens balfourii Hook. f.;1;
91E0_vc;invasieve_exoten_kruidlaag;Impatiens capensis Meerb.;1;
91E0_vc;invasieve_exoten_kruidlaag;Impatiens glandulifera Royle;1;1
91E0_vc;invasieve_exoten_kruidlaag;Mimulus guttatus DC.;1;1
91E0_vc;invasieve_exoten_kruidlaag;Prunus serotina Ehrh.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Quercus rubra L.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Rhododendron;0;1
91E0_vc;invasieve_exoten_kruidlaag;Rhododendron ponticum L.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Robinia pseudoacacia L.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Abies;0;
91E0_vc;invasieve_exoten_kruidlaag;Abies alba Mill.;0;
91E0_vc;invasieve_exoten_kruidlaag;Abies grandis (Dougl. Ex D. Don) Lindl.;0;
91E0_vc;invasieve_exoten_kruidlaag;Abies nordmanniana (Steven) Spach;0;
91E0_vc;invasieve_exoten_kruidlaag;Chamaecyparis;0;
91E0_vc;invasieve_exoten_kruidlaag;Chamaecyparis lawsoniana (A.Murray) Parl.;0;
91E0_vc;invasieve_exoten_kruidlaag;Chamaecyparis pisifera (Siebold et Zucc. Endl;0;
91E0_vc;invasieve_exoten_kruidlaag;Larix;0;1
91E0_vc;invasieve_exoten_kruidlaag;Larix decidua Mill.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Larix kaempferi (Lambert) Carr.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Larix x marschlinsii Coaz.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Picea;0;1
91E0_vc;invasieve_exoten_kruidlaag;Picea abies (L.) Karst.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Picea sitchensis (Bong.) Carr.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Picea sitchensis (Bongard) Carriere;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pinus nigra Arnold;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pinus nigra Arnold subsp. laricio Maire;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pinus nigra Arnold subsp. nigra;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pinus pinaster Ait.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pinus strobus L.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pseudotsuga;0;1
91E0_vc;invasieve_exoten_kruidlaag;Pseudotsuga menziesii (Mirb.) Franco;0;1
91E0_vc;invasieve_exoten_kruidlaag;Thuja;0;1
91E0_vc;invasieve_exoten_kruidlaag;Thuja occidentalis L.;0;1
91E0_vc;invasieve_exoten_kruidlaag;Thuja plicata Donn ex D. Don;0;1
91E0_vc;sleutelsoorten_boomlaag;Acer pseudoplatanus L.;1;
91E0_vc;sleutelsoorten_boomlaag;Alnus glutinosa (L.) Gaertn.;1;
91E0_vc;sleutelsoorten_boomlaag;Corylus avellana L.;1;
91E0_vc;sleutelsoorten_boomlaag;Fagus sylvatica L.;1;
91E0_vc;sleutelsoorten_boomlaag;Fraxinus excelsior L.;1;
91E0_vc;sleutelsoorten_boomlaag;Quercus robur L.;1;
91E0_vc;sleutelsoorten_boomlaag;Quercus x rosacea Bechst.;1;
91E0_vc;sleutelsoorten_boomlaag;Ribes rubrum L.;1;
91E0_vc;sleutelsoorten_kruidlaag;Cardamine amara L.;1;
91E0_vc;sleutelsoorten_kruidlaag;Carex pendula Huds.;1;
91E0_vc;sleutelsoorten_kruidlaag;Carex strigosa Huds.;1;
91E0_vc;sleutelsoorten_kruidlaag;Chrysosplenium alternifolium L.;1;
91E0_vc;sleutelsoorten_kruidlaag;Chrysosplenium oppositifolium L.;1;
91E0_vc;sleutelsoorten_kruidlaag;Equisetum telmateia Ehrh.;1;
91E0_vc;verruiging;Galium aparine L.;1;
91E0_vc;verruiging;Glechoma hederacea L.;1;
91E0_vc;verruiging;Juncus effusus L.;1;
91E0_vc;verruiging;Polygonum hydropiper L.;1;
91E0_vc;verruiging;Rubus fruticosus groep;1;
91E0_vc;verruiging;Rubus fruticosus L.;1;
91E0_vc;verruiging;Sambucus nigra L.;1;
91E0_vc;verruiging;Urtica dioica L.;1;
91E0_vc;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;Galium aparine L.;1;
91E0_vc;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;Glechoma hederacea L.;1;
91E0_vc;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;Rubus fruticosus groep;1;
91E0_vc;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;Rubus fruticosus L.;1;
91E0_vc;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;Sambucus nigra L.;1;
91E0_vc;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;Urtica dioica L.;1;
91E0_vc;verruiging_Pitrus;Juncus effusus L.;1;
91E0_vc;verruiging_Waterpeper;Polygonum hydropiper L.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Ailanthus altissima (Mill.) Swingle;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Fallopia japonica (Houtt.) Ronse Decraene;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Heracleum mantegazzianum Somm. et Lev.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Impatiens balfourii Hook. f.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Impatiens capensis Meerb.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Impatiens glandulifera Royle;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Mimulus guttatus DC.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Prunus serotina Ehrh.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Quercus rubra L.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Abies;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Abies alba Mill.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Abies grandis (Dougl. Ex D. Don) Lindl.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Abies nordmanniana (Steven) Spach;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Chamaecyparis;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Chamaecyparis lawsoniana (A.Murray) Parl.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Chamaecyparis pisifera (Siebold et Zucc. Endl;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Larix;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Larix decidua Mill.;1;
91E0_vm;invasieve_exoten_boomEnStruiklaag;Larix kaempferi (Lambert) Carr.;1;
