"ID";"IDPlots";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"IV2017100113000579";"oh_07";"Betula pendula Roth";7;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Acer pseudoplatanus L.";2;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Urtica dioica L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Anthoxanthum odoratum L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Moehringia trinervia (L.) Clairv.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Ribes rubrum L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Epilobium angustifolium L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Dryopteris dilatata (Hoffmann) A. Gray";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Euonymus europaeus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Chelidonium majus L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Rubus caesius L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Bryonia dioica Jacq.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Rosa";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Galeopsis";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Hypnum cupressiforme Hedw.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Rosa canina L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000579";"oh_07";"Hippophae rhamnoides L.";12;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Acer pseudoplatanus L.";12;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Galium aparine L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Poa trivialis L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Urtica dioica L.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Holcus lanatus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Glechoma hederacea L.";30;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Cerastium fontanum Baumg.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Moehringia trinervia (L.) Clairv.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Acer pseudoplatanus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Rubus caesius L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Hippophae rhamnoides L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Claytonia perfoliata Donn ex Willd.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Bryonia dioica Jacq.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Rosa";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Brachythecium rutabulum (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Lophocolea bidentata (L.) Dumort.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Acer pseudoplatanus L.";2;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000574";"oh_04";"Hippophae rhamnoides L.";50;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Quercus robur L.";70;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Rumex conglomeratus Murray";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Galium aparine L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Poa trivialis L.";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Urtica dioica L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Holcus lanatus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Mentha aquatica L.";30;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Phragmites australis (Cav.) Steud.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Calamagrostis epigejos (L.) Roth";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Hydrocotyle vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Quercus robur L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Crataegus monogyna Jacq.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Carex riparia Curt.";40;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Rubus caesius L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Brachythecium rutabulum (Hedw.) Schimp.";2;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000007";"bd_08";"Salix cinerea (incl. kruisingen)";4;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Sorbus aucuparia L.";20;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Galium aparine L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Urtica dioica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Holcus lanatus L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Agrostis capillaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Rubus fruticosus groep";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Sambucus nigra L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Prunus serotina Ehrh.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Hedera helix L.";70;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Rosa canina L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Dryopteris dilatata (Hoffmann) A. Gray";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Chelidonium majus L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Rubus idaeus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Sambucus nigra L.";4;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Sorbus aucuparia L.";2;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Crataegus monogyna Jacq.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Prunus serotina Ehrh.";12;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Rosa canina L.";60;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Hippophae rhamnoides L.";7;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000077";"dh_09";"Rubus idaeus L.";7;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Sorbus aucuparia L.";20;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Galium aparine L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Urtica dioica L.";40;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Holcus lanatus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Cirsium arvense (L.) Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Senecio jacobaea L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Rubus fruticosus groep";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Sonchus oleraceus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Solanum dulcamara L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Sorbus aucuparia L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Prunus serotina Ehrh.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Hedera helix L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Juncus bufonius L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Epilobium";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Rubus caesius L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Bryonia dioica Jacq.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Hieracium";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Myosotis arvensis (L.) Hill";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Taraxacum vulgare groep";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Brachythecium rutabulum (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Eurhynchium praelongum (Hedw.) Schimp.";10;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Rubus fruticosus groep";60;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Ribes rubrum L.";4;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Sorbus aucuparia L.";1;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017100113000075";"dh_08";"Rosa canina L.";7;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Quercus robur L.";90;"boomlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Rumex conglomeratus Murray";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Urtica dioica L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Phragmites australis (Cav.) Steud.";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Calamagrostis epigejos (L.) Roth";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Hydrocotyle vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Lysimachia nummularia L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Quercus robur L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Crataegus monogyna Jacq.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Prunus spinosa L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Euonymus europaeus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Carex riparia Curt.";30;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Rubus caesius L.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Populus alba L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2017112710252486";"bd_08";"Salix cinerea L.";20;"struiklaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Plantago major L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Ranunculus repens L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Lysimachia vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Eupatorium cannabinum L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Ranunculus flammula L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Cirsium arvense (L.) Scop.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Mentha aquatica L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Phragmites australis (Cav.) Steud.";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Vicia cracca L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Calamagrostis epigejos (L.) Roth";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Equisetum arvense L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Hydrocotyle vulgaris L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Eleocharis palustris (L.) Roem. et Schult.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Pulicaria dysenterica (L.) Bernh.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Potentilla reptans L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Juncus articulatus L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Agrostis stolonifera L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Juncus inflexus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Samolus valerandi L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Rubus caesius L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Sonchus arvensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Carex arenaria L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Salix repens L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Leontodon saxatilis Lam.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Carex flacca Schreb.";30;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Centaurium littorale (D. Turn.) Gilm.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Elymus athericus (Link) Kerguélen";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Taraxacum vulgare groep";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Carex viridula Michaux";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121275282";"gh_07";"Aneura pinguis (L.) Dumort.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Trifolium repens L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Achillea millefolium L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Holcus lanatus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Cerastium fontanum Baumg.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Anthoxanthum odoratum L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Dactylis glomerata L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Agrostis capillaris L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Trifolium dubium Sibth.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Ranunculus bulbosus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Luzula campestris (L.) DC.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Equisetum arvense L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Phleum pratense L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Tragopogon pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Senecio jacobaea L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Geranium molle L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Plantago lanceolata L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Trifolium campestre Schreb.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Trifolium fragiferum L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Medicago lupulina L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Rubus caesius L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Galium verum L.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Carex arenaria L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Thymus pulegioides L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Poa pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Elymus athericus (Link) Kerguélen";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Ononis repens L.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Avenula pubescens (Huds.) Dum.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Festuca glauca Schrad. non Vill.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Brachythecium rutabulum (Hedw.) Schimp.";7;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Eurhynchium praelongum (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112207344365";"gh_05";"Bryum spec";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Achillea millefolium L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Ranunculus bulbosus L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Luzula campestris (L.) DC.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Phleum pratense L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Trisetum flavescens (L.) Beauv.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Hypochaeris radicata L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Elymus repens (L.) Gould";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Crepis capillaris (L.) Wallr.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Geranium molle L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Plantago lanceolata L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Anthyllis vulneraria L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Ononis repens var. repens";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Cerastium arvense L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Galium verum L.";10;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Thalictrum minus subsp. dunense (Dum.) Rouy et Fouc.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Thymus pulegioides L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Leontodon saxatilis Lam.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Poa pratensis L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Koeleria albescens DC.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Lotus corniculatus subsp. corniculatus";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Elymus athericus (Link) Kerguélen";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Taraxacum vulgare groep";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Trifolium scabrum L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Avenula pubescens (Huds.) Dum.";12;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Vicia sativa subsp. nigra (L.) Ehrh.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Festuca glauca Schrad. non Vill.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";70;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Plagiomnium affine (Blandow ex Funck) T.J.Kop.";7;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Brachythecium albicans (Hedw.) Schimp.";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112121171578";"gh_04";"Bryum spec";1;"moslaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Festuca rubra L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Festuca filiformis Pourr.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Tragopogon pratensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Hypochaeris radicata L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Senecio jacobaea L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Plantago lanceolata L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Convolvulus arvensis L.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Cerastium arvense L.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Galium verum L.";20;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Carex arenaria L.";4;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Thalictrum minus subsp. dunense (Dum.) Rouy et Fouc.";7;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Diplotaxis tenuifolia (L.) DC.";1;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
"IV2018112120430673";"gh_03";"Poa pratensis L.";2;"kruidlaag";"Soort_Latijn";"Percentage";NA;"%"
