"Scenario";"Meting";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Status_indicator";"Belang";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Structuur";"naakte bodem";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Verstoring";"ruderalisering";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914013322";11366482;6120;"6120";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 2.0";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"eutrofiëring";FALSE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Structuur";"naakte bodem";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914013322";11366482;6120;"6120";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";FALSE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020914342201";11366482;6120;"6120";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Atlantic";30;0,95;0,285
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719161925";1140434;7140;"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Verstoring";"verbossing";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719161925";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719161925";1140434;7140;"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030719244841";1140434;7140;"7140_meso";"Versie 3";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Atlantic";80;6,17391304347826;4,93913043478261
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Structuur";"hoogopschietende soorten";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Structuur";"horizontale structuur";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012615432844";1150886;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 2.0";"Verstoring";"vervilting";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012615432844";1150886;6230;"6230_hmo";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"verdroging";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";FALSE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"vernatting";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620054742";1150886;6230;"6230_hmo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Atlantic";96;5,635;5,4096
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"eutrofiëring";FALSE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Structuur";"lage schijngrassen";FALSE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022212325377";1156230;6410;"6410_mo";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"verbossing";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"verdroging";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"vergrassing";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"vernatting";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 2.0";"Verstoring";"verzuring";FALSE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"eutrofiëring";FALSE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Structuur";"levensvormen";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022212325377";1156230;6410;"6410_mo";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"verdroging";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"vernatting";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022213011877";1156230;6410;"6410_mo";"Versie 3";"Verstoring";"verzuring";FALSE;"zb";"Buiten";"Atlantic";87;0,922222222222222;0,802333333333333
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013020416";116950;6230;"6230_ha";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 2.0";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 2.0";"Verstoring";"vervilting";TRUE;"zb";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013020416";116950;6230;"6230_ha";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";TRUE;"zb";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Structuur";"hoogopschietende soorten";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Structuur";"horizontale structuur";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620463014";1216422;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"vervilting";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620463014";1216422;6230;"6230_hmo";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verdroging";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"vernatting";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Structuur";"lage schijngrassen";FALSE;"b";"Binnen";"Atlantic";50;1,5;0,75
