"Meetnet";"ID";"Habitattype";"Habitatsubtype";"Versie";"Regio";"PolygonWeight";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"PINK";"Polygoon221";"2110";"2110";"Versie 3";"Atlantic";429;3;5;0;60;1
"PINK";"Polygoon222";"2110";"2110";"Versie 2.0";"Atlantic";31;1;4;1;25;0
"PINK";"Polygoon222";"2110";"2110";"Versie 3";"Atlantic";31;2;5;1;40;0
"PINK";"Polygoon223";"2110";"2110";"Versie 2.0";"Atlantic";170;3;4;0;75;1
"PINK";"Polygoon223";"2110";"2110";"Versie 3";"Atlantic";170;4;5;0;80;1
"PINK";"Polygoon224";"2110";"2110";"Versie 2.0";"Atlantic";25;1;4;1;25;0
"PINK";"Polygoon224";"2110";"2110";"Versie 3";"Atlantic";25;2;5;1;40;0
"PINK";"Polygoon225";"2110";"2110";"Versie 2.0";"Atlantic";40;2;4;1;50;0
"PINK";"Polygoon225";"2110";"2110";"Versie 3";"Atlantic";40;3;5;1;60;0
"PINK";"Polygoon226";"2110";"2110";"Versie 2.0";"Atlantic";332;3;4;0;75;1
"PINK";"Polygoon226";"2110";"2110";"Versie 3";"Atlantic";332;4;5;0;80;1
"PINK";"Polygoon227";"2110";"2110";"Versie 2.0";"Atlantic";447;2;4;0;50;0
"PINK";"Polygoon227";"2110";"2110";"Versie 3";"Atlantic";447;3;5;0;60;1
"PINK";"Polygoon228";"2110";"2110";"Versie 2.0";"Atlantic";2796;3;4;0;75;1
"PINK";"Polygoon228";"2110";"2110";"Versie 3";"Atlantic";2796;4;5;0;80;1
"PINK";"Polygoon229";"2110";"2110";"Versie 2.0";"Atlantic";427;2;4;0;50;0
"PINK";"Polygoon229";"2110";"2110";"Versie 3";"Atlantic";427;3;5;0;60;1
"PINK";"Polygoon23";"2110";"2110";"Versie 2.0";"Atlantic";83;1;4;2;25;0
"PINK";"Polygoon23";"2110";"2110";"Versie 3";"Atlantic";83;2;5;2;40;0
"PINK";"Polygoon230";"2110";"2110";"Versie 2.0";"Atlantic";146;2;4;0;50;0
"PINK";"Polygoon230";"2110";"2110";"Versie 3";"Atlantic";146;3;5;0;60;1
"PINK";"Polygoon231";"2110";"2110";"Versie 2.0";"Atlantic";1013;2;4;0;50;0
"PINK";"Polygoon231";"2110";"2110";"Versie 3";"Atlantic";1013;3;5;0;60;1
"PINK";"Polygoon232";"2110";"2110";"Versie 2.0";"Atlantic";360;3;4;0;75;1
"PINK";"Polygoon232";"2110";"2110";"Versie 3";"Atlantic";360;4;5;0;80;1
"PINK";"Polygoon233";"2110";"2110";"Versie 2.0";"Atlantic";928;3;4;0;75;1
"PINK";"Polygoon233";"2110";"2110";"Versie 3";"Atlantic";928;4;5;0;80;1
"PINK";"Polygoon234";"2110";"2110";"Versie 2.0";"Atlantic";53;1;4;1;25;0
"PINK";"Polygoon234";"2110";"2110";"Versie 3";"Atlantic";53;2;5;1;40;0
"PINK";"Polygoon235";"2110";"2110";"Versie 2.0";"Atlantic";526;3;4;0;75;1
"PINK";"Polygoon235";"2110";"2110";"Versie 3";"Atlantic";526;4;5;0;80;1
"PINK";"Polygoon236";"2110";"2110";"Versie 2.0";"Atlantic";537;3;4;0;75;1
"PINK";"Polygoon236";"2110";"2110";"Versie 3";"Atlantic";537;4;5;0;80;1
"PINK";"Polygoon237";"2110";"2110";"Versie 2.0";"Atlantic";50;2;4;1;50;0
"PINK";"Polygoon237";"2110";"2110";"Versie 3";"Atlantic";50;3;5;1;60;0
"PINK";"Polygoon238";"2110";"2110";"Versie 2.0";"Atlantic";39;2;4;1;50;0
"PINK";"Polygoon238";"2110";"2110";"Versie 3";"Atlantic";39;3;5;1;60;0
"PINK";"Polygoon239";"2110";"2110";"Versie 2.0";"Atlantic";136;3;4;0;75;1
"PINK";"Polygoon239";"2110";"2110";"Versie 3";"Atlantic";136;4;5;0;80;1
"PINK";"Polygoon24";"2110";"2110";"Versie 2.0";"Atlantic";177;3;4;0;75;1
"PINK";"Polygoon24";"2110";"2110";"Versie 3";"Atlantic";177;4;5;0;80;1
"PINK";"Polygoon240";"2110";"2110";"Versie 2.0";"Atlantic";53;2;4;1;50;0
"PINK";"Polygoon240";"2110";"2110";"Versie 3";"Atlantic";53;3;5;1;60;0
"PINK";"Polygoon241";"2110";"2110";"Versie 2.0";"Atlantic";68;2;4;1;50;0
"PINK";"Polygoon241";"2110";"2110";"Versie 3";"Atlantic";68;3;5;1;60;0
"PINK";"Polygoon242";"2110";"2110";"Versie 2.0";"Atlantic";71;2;4;1;50;0
"PINK";"Polygoon242";"2110";"2110";"Versie 3";"Atlantic";71;3;5;1;60;0
"PINK";"Polygoon243";"2110";"2110";"Versie 2.0";"Atlantic";829;3;4;0;75;1
"PINK";"Polygoon243";"2110";"2110";"Versie 3";"Atlantic";829;4;5;0;80;1
"PINK";"Polygoon244";"2110";"2110";"Versie 2.0";"Atlantic";77;2;4;1;50;0
"PINK";"Polygoon244";"2110";"2110";"Versie 3";"Atlantic";77;3;5;1;60;0
"PINK";"Polygoon245";"2110";"2110";"Versie 2.0";"Atlantic";108;3;4;0;75;1
"PINK";"Polygoon245";"2110";"2110";"Versie 3";"Atlantic";108;4;5;0;80;1
"PINK";"Polygoon246";"2110";"2110";"Versie 2.0";"Atlantic";554;3;4;0;75;1
"PINK";"Polygoon246";"2110";"2110";"Versie 3";"Atlantic";554;4;5;0;80;1
"PINK";"Polygoon247";"2110";"2110";"Versie 2.0";"Atlantic";1126;3;4;0;75;1
"PINK";"Polygoon247";"2110";"2110";"Versie 3";"Atlantic";1126;4;5;0;80;1
"PINK";"Polygoon248";"2110";"2110";"Versie 2.0";"Atlantic";140;3;4;0;75;1
"PINK";"Polygoon248";"2110";"2110";"Versie 3";"Atlantic";140;4;5;0;80;1
"PINK";"Polygoon249";"2110";"2110";"Versie 2.0";"Atlantic";116;3;4;0;75;1
"PINK";"Polygoon249";"2110";"2110";"Versie 3";"Atlantic";116;4;5;0;80;1
"PINK";"Polygoon25";"2110";"2110";"Versie 2.0";"Atlantic";59;3;4;1;75;0
"PINK";"Polygoon25";"2110";"2110";"Versie 3";"Atlantic";59;4;5;1;80;0
"PINK";"Polygoon250";"2110";"2110";"Versie 2.0";"Atlantic";66;2;4;1;50;0
"PINK";"Polygoon250";"2110";"2110";"Versie 3";"Atlantic";66;3;5;1;60;0
"PINK";"Polygoon251";"2110";"2110";"Versie 2.0";"Atlantic";55;2;4;1;50;0
"PINK";"Polygoon251";"2110";"2110";"Versie 3";"Atlantic";55;3;5;1;60;0
"PINK";"Polygoon252";"2110";"2110";"Versie 2.0";"Atlantic";33;1;4;1;25;0
"PINK";"Polygoon252";"2110";"2110";"Versie 3";"Atlantic";33;2;5;1;40;0
"PINK";"Polygoon253";"2110";"2110";"Versie 2.0";"Atlantic";125;2;4;0;50;0
"PINK";"Polygoon253";"2110";"2110";"Versie 3";"Atlantic";125;3;5;0;60;1
"PINK";"Polygoon254";"2110";"2110";"Versie 2.0";"Atlantic";113;2;4;0;50;0
"PINK";"Polygoon254";"2110";"2110";"Versie 3";"Atlantic";113;3;5;0;60;1
"PINK";"Polygoon255";"2110";"2110";"Versie 2.0";"Atlantic";102;2;4;0;50;0
"PINK";"Polygoon255";"2110";"2110";"Versie 3";"Atlantic";102;3;5;0;60;1
"PINK";"Polygoon256";"2110";"2110";"Versie 2.0";"Atlantic";169;2;4;0;50;0
"PINK";"Polygoon256";"2110";"2110";"Versie 3";"Atlantic";169;3;5;0;60;1
"PINK";"Polygoon257";"2110";"2110";"Versie 2.0";"Atlantic";29;1;4;1;25;0
"PINK";"Polygoon257";"2110";"2110";"Versie 3";"Atlantic";29;2;5;1;40;0
"PINK";"Polygoon258";"2110";"2110";"Versie 2.0";"Atlantic";423;3;4;0;75;1
"PINK";"Polygoon258";"2110";"2110";"Versie 3";"Atlantic";423;4;5;0;80;1
"PINK";"Polygoon259";"2110";"2110";"Versie 2.0";"Atlantic";69;2;4;1;50;0
"PINK";"Polygoon259";"2110";"2110";"Versie 3";"Atlantic";69;3;5;1;60;0
"PINK";"Polygoon26";"2110";"2110";"Versie 2.0";"Atlantic";71;2;4;1;50;0
"PINK";"Polygoon26";"2110";"2110";"Versie 3";"Atlantic";71;3;5;1;60;0
"PINK";"Polygoon260";"2110";"2110";"Versie 2.0";"Atlantic";281;3;4;0;75;1
"PINK";"Polygoon260";"2110";"2110";"Versie 3";"Atlantic";281;4;5;0;80;1
"PINK";"Polygoon261";"2110";"2110";"Versie 2.0";"Atlantic";209;3;4;0;75;1
"PINK";"Polygoon261";"2110";"2110";"Versie 3";"Atlantic";209;4;5;0;80;1
"PINK";"Polygoon262";"2110";"2110";"Versie 2.0";"Atlantic";1294;4;4;0;100;1
"PINK";"Polygoon262";"2110";"2110";"Versie 3";"Atlantic";1294;4;5;0;80;1
"PINK";"Polygoon263";"2110";"2110";"Versie 2.0";"Atlantic";160;4;4;0;100;1
"PINK";"Polygoon263";"2110";"2110";"Versie 3";"Atlantic";160;5;5;0;100;1
"PINK";"Polygoon264";"2110";"2110";"Versie 2.0";"Atlantic";42;2;4;1;50;0
"PINK";"Polygoon264";"2110";"2110";"Versie 3";"Atlantic";42;3;5;1;60;0
"PINK";"Polygoon265";"2110";"2110";"Versie 2.0";"Atlantic";49;2;4;1;50;0
"PINK";"Polygoon265";"2110";"2110";"Versie 3";"Atlantic";49;3;5;1;60;0
"PINK";"Polygoon266";"2110";"2110";"Versie 2.0";"Atlantic";389;3;4;0;75;1
"PINK";"Polygoon266";"2110";"2110";"Versie 3";"Atlantic";389;4;5;0;80;1
"PINK";"Polygoon267";"2110";"2110";"Versie 2.0";"Atlantic";54;2;4;1;50;0
"PINK";"Polygoon267";"2110";"2110";"Versie 3";"Atlantic";54;3;5;1;60;0
"PINK";"Polygoon268";"2110";"2110";"Versie 2.0";"Atlantic";59;2;4;1;50;0
"PINK";"Polygoon268";"2110";"2110";"Versie 3";"Atlantic";59;3;5;1;60;0
"PINK";"Polygoon269";"2110";"2110";"Versie 2.0";"Atlantic";203;3;4;0;75;1
"PINK";"Polygoon269";"2110";"2110";"Versie 3";"Atlantic";203;4;5;0;80;1
"PINK";"Polygoon27";"2110";"2110";"Versie 2.0";"Atlantic";255;3;4;0;75;1
"PINK";"Polygoon27";"2110";"2110";"Versie 3";"Atlantic";255;4;5;0;80;1
"PINK";"Polygoon270";"2110";"2110";"Versie 2.0";"Atlantic";634;3;4;0;75;1
"PINK";"Polygoon270";"2110";"2110";"Versie 3";"Atlantic";634;4;5;0;80;1
"PINK";"Polygoon271";"2110";"2110";"Versie 2.0";"Atlantic";78;2;4;1;50;0
"PINK";"Polygoon271";"2110";"2110";"Versie 3";"Atlantic";78;3;5;1;60;0
"PINK";"Polygoon272";"2110";"2110";"Versie 2.0";"Atlantic";338;3;4;0;75;1
"PINK";"Polygoon272";"2110";"2110";"Versie 3";"Atlantic";338;4;5;0;80;1
"PINK";"Polygoon273";"2110";"2110";"Versie 2.0";"Atlantic";2664;4;4;0;100;1
"PINK";"Polygoon273";"2110";"2110";"Versie 3";"Atlantic";2664;4;5;0;80;1
"PINK";"Polygoon274";"2110";"2110";"Versie 2.0";"Atlantic";65;2;4;1;50;0
"PINK";"Polygoon274";"2110";"2110";"Versie 3";"Atlantic";65;3;5;1;60;0
"PINK";"Polygoon275";"2110";"2110";"Versie 2.0";"Atlantic";145;3;4;0;75;1
"PINK";"Polygoon275";"2110";"2110";"Versie 3";"Atlantic";145;4;5;0;80;1
"PINK";"Polygoon276";"2110";"2110";"Versie 2.0";"Atlantic";8659;3;4;0;75;1
"PINK";"Polygoon276";"2110";"2110";"Versie 3";"Atlantic";8659;4;5;0;80;1
"PINK";"Polygoon277";"2110";"2110";"Versie 2.0";"Atlantic";136;3;4;0;75;1
"PINK";"Polygoon277";"2110";"2110";"Versie 3";"Atlantic";136;4;5;0;80;1
"PINK";"Polygoon278";"2110";"2110";"Versie 2.0";"Atlantic";1178;3;4;0;75;1
"PINK";"Polygoon278";"2110";"2110";"Versie 3";"Atlantic";1178;4;5;0;80;1
"PINK";"Polygoon279";"2110";"2110";"Versie 2.0";"Atlantic";37;2;4;1;50;0
"PINK";"Polygoon279";"2110";"2110";"Versie 3";"Atlantic";37;3;5;1;60;0
"PINK";"Polygoon28";"2110";"2110";"Versie 2.0";"Atlantic";59;3;4;1;75;0
"PINK";"Polygoon28";"2110";"2110";"Versie 3";"Atlantic";59;4;5;1;80;0
"PINK";"Polygoon280";"2110";"2110";"Versie 2.0";"Atlantic";37;2;4;1;50;0
"PINK";"Polygoon280";"2110";"2110";"Versie 3";"Atlantic";37;3;5;1;60;0
"PINK";"Polygoon281";"2110";"2110";"Versie 2.0";"Atlantic";456;3;4;0;75;1
"PINK";"Polygoon281";"2110";"2110";"Versie 3";"Atlantic";456;4;5;0;80;1
"PINK";"Polygoon282";"2110";"2110";"Versie 2.0";"Atlantic";256;2;4;1;50;0
"PINK";"Polygoon282";"2110";"2110";"Versie 3";"Atlantic";256;3;5;1;60;0
"PINK";"Polygoon283";"2110";"2110";"Versie 2.0";"Atlantic";972;2;4;1;50;0
"PINK";"Polygoon283";"2110";"2110";"Versie 3";"Atlantic";972;3;5;1;60;0
"PINK";"Polygoon284";"2110";"2110";"Versie 2.0";"Atlantic";13600;3;4;0;75;1
"PINK";"Polygoon284";"2110";"2110";"Versie 3";"Atlantic";13600;4;5;0;80;1
"PINK";"Polygoon285";"2110";"2110";"Versie 2.0";"Atlantic";132;2;4;0;50;0
"PINK";"Polygoon285";"2110";"2110";"Versie 3";"Atlantic";132;3;5;0;60;1
"PINK";"Polygoon286";"2110";"2110";"Versie 2.0";"Atlantic";56;3;4;1;75;0
"PINK";"Polygoon286";"2110";"2110";"Versie 3";"Atlantic";56;4;5;1;80;0
"PINK";"Polygoon287";"2110";"2110";"Versie 2.0";"Atlantic";1884;4;4;0;100;1
"PINK";"Polygoon287";"2110";"2110";"Versie 3";"Atlantic";1884;5;5;0;100;1
"PINK";"Polygoon288";"2110";"2110";"Versie 2.0";"Atlantic";65;3;4;1;75;0
"PINK";"Polygoon288";"2110";"2110";"Versie 3";"Atlantic";65;4;5;1;80;0
"PINK";"Polygoon289";"2110";"2110";"Versie 2.0";"Atlantic";375;4;4;0;100;1
"PINK";"Polygoon289";"2110";"2110";"Versie 3";"Atlantic";375;5;5;0;100;1
"PINK";"Polygoon29";"2110";"2110";"Versie 2.0";"Atlantic";187;3;4;1;75;0
"PINK";"Polygoon29";"2110";"2110";"Versie 3";"Atlantic";187;4;5;1;80;0
"PINK";"Polygoon290";"2110";"2110";"Versie 2.0";"Atlantic";257;3;4;0;75;1
"PINK";"Polygoon290";"2110";"2110";"Versie 3";"Atlantic";257;4;5;0;80;1
"PINK";"Polygoon291";"2110";"2110";"Versie 2.0";"Atlantic";418;4;4;0;100;1
"PINK";"Polygoon291";"2110";"2110";"Versie 3";"Atlantic";418;5;5;0;100;1
"PINK";"Polygoon3";"2110";"2110";"Versie 2.0";"Atlantic";58;1;4;1;25;0
"PINK";"Polygoon3";"2110";"2110";"Versie 3";"Atlantic";58;2;5;1;40;0
"PINK";"Polygoon30";"2110";"2110";"Versie 2.0";"Atlantic";45;2;4;1;50;0
"PINK";"Polygoon30";"2110";"2110";"Versie 3";"Atlantic";45;3;5;1;60;0
"PINK";"Polygoon31";"2110";"2110";"Versie 2.0";"Atlantic";58;2;4;1;50;0
"PINK";"Polygoon31";"2110";"2110";"Versie 3";"Atlantic";58;3;5;1;60;0
"PINK";"Polygoon32";"2110";"2110";"Versie 2.0";"Atlantic";60;2;4;1;50;0
"PINK";"Polygoon32";"2110";"2110";"Versie 3";"Atlantic";60;3;5;1;60;0
"PINK";"Polygoon33";"2110";"2110";"Versie 2.0";"Atlantic";78;2;4;1;50;0
"PINK";"Polygoon33";"2110";"2110";"Versie 3";"Atlantic";78;3;5;1;60;0
"PINK";"Polygoon34";"2110";"2110";"Versie 2.0";"Atlantic";40;2;4;1;50;0
"PINK";"Polygoon34";"2110";"2110";"Versie 3";"Atlantic";40;3;5;1;60;0
"PINK";"Polygoon35";"2110";"2110";"Versie 2.0";"Atlantic";2616;3;4;0;75;1
"PINK";"Polygoon35";"2110";"2110";"Versie 3";"Atlantic";2616;4;5;0;80;1
"PINK";"Polygoon36";"2110";"2110";"Versie 2.0";"Atlantic";237;2;4;0;50;0
"PINK";"Polygoon36";"2110";"2110";"Versie 3";"Atlantic";237;3;5;0;60;1
"PINK";"Polygoon37";"2110";"2110";"Versie 2.0";"Atlantic";146;3;4;0;75;1
"PINK";"Polygoon37";"2110";"2110";"Versie 3";"Atlantic";146;4;5;0;80;1
"PINK";"Polygoon38";"2110";"2110";"Versie 2.0";"Atlantic";24;2;4;1;50;0
"PINK";"Polygoon38";"2110";"2110";"Versie 3";"Atlantic";24;3;5;1;60;0
"PINK";"Polygoon39";"2110";"2110";"Versie 2.0";"Atlantic";20;2;4;1;50;0
"PINK";"Polygoon39";"2110";"2110";"Versie 3";"Atlantic";20;3;5;1;60;0
"PINK";"Polygoon4";"2110";"2110";"Versie 2.0";"Atlantic";116;2;4;1;50;0
"PINK";"Polygoon4";"2110";"2110";"Versie 3";"Atlantic";116;3;5;1;60;0
"PINK";"Polygoon40";"2110";"2110";"Versie 2.0";"Atlantic";34;2;4;1;50;0
"PINK";"Polygoon40";"2110";"2110";"Versie 3";"Atlantic";34;3;5;1;60;0
"PINK";"Polygoon41";"2110";"2110";"Versie 2.0";"Atlantic";247;3;4;0;75;1
"PINK";"Polygoon41";"2110";"2110";"Versie 3";"Atlantic";247;4;5;0;80;1
"PINK";"Polygoon42";"2110";"2110";"Versie 2.0";"Atlantic";190;3;4;0;75;1
"PINK";"Polygoon42";"2110";"2110";"Versie 3";"Atlantic";190;4;5;0;80;1
"PINK";"Polygoon43";"2110";"2110";"Versie 2.0";"Atlantic";1100;3;4;0;75;1
"PINK";"Polygoon43";"2110";"2110";"Versie 3";"Atlantic";1100;4;5;0;80;1
"PINK";"Polygoon44";"2110";"2110";"Versie 2.0";"Atlantic";32;2;4;1;50;0
"PINK";"Polygoon44";"2110";"2110";"Versie 3";"Atlantic";32;3;5;1;60;0
"PINK";"Polygoon45";"2110";"2110";"Versie 2.0";"Atlantic";22;2;4;1;50;0
"PINK";"Polygoon45";"2110";"2110";"Versie 3";"Atlantic";22;3;5;1;60;0
"PINK";"Polygoon46";"2110";"2110";"Versie 2.0";"Atlantic";102;3;4;0;75;1
"PINK";"Polygoon46";"2110";"2110";"Versie 3";"Atlantic";102;4;5;0;80;1
"PINK";"Polygoon47";"2110";"2110";"Versie 2.0";"Atlantic";81;3;4;1;75;0
"PINK";"Polygoon47";"2110";"2110";"Versie 3";"Atlantic";81;4;5;1;80;0
"PINK";"Polygoon48";"2110";"2110";"Versie 2.0";"Atlantic";79;2;4;1;50;0
"PINK";"Polygoon48";"2110";"2110";"Versie 3";"Atlantic";79;3;5;1;60;0
"PINK";"Polygoon49";"2110";"2110";"Versie 2.0";"Atlantic";924;4;4;0;100;1
"PINK";"Polygoon49";"2110";"2110";"Versie 3";"Atlantic";924;5;5;0;100;1
"PINK";"Polygoon5";"2110";"2110";"Versie 2.0";"Atlantic";107;2;4;1;50;0
"PINK";"Polygoon5";"2110";"2110";"Versie 3";"Atlantic";107;3;5;1;60;0
"PINK";"Polygoon50";"2110";"2110";"Versie 2.0";"Atlantic";176;3;4;0;75;1
"PINK";"Polygoon50";"2110";"2110";"Versie 3";"Atlantic";176;4;5;0;80;1
"PINK";"Polygoon51";"2110";"2110";"Versie 2.0";"Atlantic";72;2;4;1;50;0
"PINK";"Polygoon51";"2110";"2110";"Versie 3";"Atlantic";72;3;5;1;60;0
"PINK";"Polygoon52";"2110";"2110";"Versie 2.0";"Atlantic";33;2;4;1;50;0
"PINK";"Polygoon52";"2110";"2110";"Versie 3";"Atlantic";33;3;5;1;60;0
"PINK";"Polygoon53";"2110";"2110";"Versie 2.0";"Atlantic";175;3;4;0;75;1
"PINK";"Polygoon53";"2110";"2110";"Versie 3";"Atlantic";175;4;5;0;80;1
"PINK";"Polygoon54";"2110";"2110";"Versie 2.0";"Atlantic";30;2;4;1;50;0
"PINK";"Polygoon54";"2110";"2110";"Versie 3";"Atlantic";30;3;5;1;60;0
"PINK";"Polygoon55";"2110";"2110";"Versie 2.0";"Atlantic";2852;3;4;0;75;1
"PINK";"Polygoon55";"2110";"2110";"Versie 3";"Atlantic";2852;4;5;0;80;1
"PINK";"Polygoon56";"2110";"2110";"Versie 2.0";"Atlantic";228;2;4;1;50;0
"PINK";"Polygoon56";"2110";"2110";"Versie 3";"Atlantic";228;3;5;1;60;0
"PINK";"Polygoon57";"2110";"2110";"Versie 2.0";"Atlantic";182;2;4;1;50;0
"PINK";"Polygoon57";"2110";"2110";"Versie 3";"Atlantic";182;3;5;1;60;0
"PINK";"Polygoon58";"2110";"2110";"Versie 2.0";"Atlantic";150;2;4;1;50;0
"PINK";"Polygoon58";"2110";"2110";"Versie 3";"Atlantic";150;3;5;1;60;0
"PINK";"Polygoon59";"2110";"2110";"Versie 2.0";"Atlantic";353;1;4;1;25;0
"PINK";"Polygoon59";"2110";"2110";"Versie 3";"Atlantic";353;2;5;1;40;0
"PINK";"Polygoon6";"2110";"2110";"Versie 2.0";"Atlantic";454;2;4;1;50;0
"PINK";"Polygoon6";"2110";"2110";"Versie 3";"Atlantic";454;3;5;1;60;0
"PINK";"Polygoon60";"2110";"2110";"Versie 2.0";"Atlantic";2450;2;3;0;66,6666666666667;1
"PINK";"Polygoon60";"2110";"2110";"Versie 3";"Atlantic";2450;3;4;0;75;1
"PINK";"Polygoon61";"2110";"2110";"Versie 2.0";"Atlantic";181;3;4;0;75;1
"PINK";"Polygoon61";"2110";"2110";"Versie 3";"Atlantic";181;4;5;0;80;1
"PINK";"Polygoon62";"2110";"2110";"Versie 2.0";"Atlantic";113;2;4;0;50;0
"PINK";"Polygoon62";"2110";"2110";"Versie 3";"Atlantic";113;3;5;0;60;1
"PINK";"Polygoon63";"2110";"2110";"Versie 2.0";"Atlantic";30;1;4;1;25;0
"PINK";"Polygoon63";"2110";"2110";"Versie 3";"Atlantic";30;2;5;1;40;0
"PINK";"Polygoon64";"2110";"2110";"Versie 2.0";"Atlantic";715;3;4;0;75;1
"PINK";"Polygoon64";"2110";"2110";"Versie 3";"Atlantic";715;4;5;0;80;1
"PINK";"Polygoon65";"2110";"2110";"Versie 2.0";"Atlantic";10316;3;4;0;75;1
"PINK";"Polygoon65";"2110";"2110";"Versie 3";"Atlantic";10316;4;5;0;80;1
"PINK";"Polygoon66";"2110";"2110";"Versie 2.0";"Atlantic";166;2;4;0;50;0
"PINK";"Polygoon66";"2110";"2110";"Versie 3";"Atlantic";166;3;5;0;60;1
"PINK";"Polygoon67";"2110";"2110";"Versie 2.0";"Atlantic";93;3;4;1;75;0
"PINK";"Polygoon67";"2110";"2110";"Versie 3";"Atlantic";93;4;5;1;80;0
"PINK";"Polygoon68";"2110";"2110";"Versie 2.0";"Atlantic";21;2;4;1;50;0
"PINK";"Polygoon68";"2110";"2110";"Versie 3";"Atlantic";21;3;5;1;60;0
"PINK";"Polygoon69";"2110";"2110";"Versie 2.0";"Atlantic";136;4;4;0;100;1
"PINK";"Polygoon69";"2110";"2110";"Versie 3";"Atlantic";136;5;5;0;100;1
"PINK";"Polygoon7";"2110";"2110";"Versie 2.0";"Atlantic";190;2;4;1;50;0
"PINK";"Polygoon7";"2110";"2110";"Versie 3";"Atlantic";190;3;5;1;60;0
"PINK";"Polygoon70";"2110";"2110";"Versie 2.0";"Atlantic";656;4;4;0;100;1
"PINK";"Polygoon70";"2110";"2110";"Versie 3";"Atlantic";656;5;5;0;100;1
"PINK";"Polygoon71";"2110";"2110";"Versie 2.0";"Atlantic";45;1;4;1;25;0
"PINK";"Polygoon71";"2110";"2110";"Versie 3";"Atlantic";45;2;5;1;40;0
"PINK";"Polygoon72";"2110";"2110";"Versie 2.0";"Atlantic";1481;3;4;0;75;1
"PINK";"Polygoon72";"2110";"2110";"Versie 3";"Atlantic";1481;4;5;0;80;1
"PINK";"Polygoon73";"2110";"2110";"Versie 2.0";"Atlantic";348;3;4;0;75;1
"PINK";"Polygoon73";"2110";"2110";"Versie 3";"Atlantic";348;4;5;0;80;1
"PINK";"Polygoon74";"2110";"2110";"Versie 2.0";"Atlantic";101;3;4;0;75;1
"PINK";"Polygoon74";"2110";"2110";"Versie 3";"Atlantic";101;4;5;0;80;1
"PINK";"Polygoon75";"2110";"2110";"Versie 2.0";"Atlantic";370;3;4;0;75;1
"PINK";"Polygoon75";"2110";"2110";"Versie 3";"Atlantic";370;4;5;0;80;1
"PINK";"Polygoon76";"2110";"2110";"Versie 2.0";"Atlantic";115;3;4;0;75;1
"PINK";"Polygoon76";"2110";"2110";"Versie 3";"Atlantic";115;4;5;0;80;1
"PINK";"Polygoon77";"2110";"2110";"Versie 2.0";"Atlantic";166;3;4;0;75;1
"PINK";"Polygoon77";"2110";"2110";"Versie 3";"Atlantic";166;4;5;0;80;1
"PINK";"Polygoon78";"2110";"2110";"Versie 2.0";"Atlantic";60;2;4;1;50;0
"PINK";"Polygoon78";"2110";"2110";"Versie 3";"Atlantic";60;3;5;1;60;0
"PINK";"Polygoon79";"2110";"2110";"Versie 2.0";"Atlantic";223;3;4;0;75;1
"PINK";"Polygoon79";"2110";"2110";"Versie 3";"Atlantic";223;4;5;0;80;1
"PINK";"Polygoon8";"2110";"2110";"Versie 2.0";"Atlantic";278;4;4;0;100;1
"PINK";"Polygoon8";"2110";"2110";"Versie 3";"Atlantic";278;5;5;0;100;1
"PINK";"Polygoon80";"2110";"2110";"Versie 2.0";"Atlantic";93;2;4;1;50;0
"PINK";"Polygoon80";"2110";"2110";"Versie 3";"Atlantic";93;3;5;1;60;0
"PINK";"Polygoon81";"2110";"2110";"Versie 2.0";"Atlantic";14;1;4;1;25;0
"PINK";"Polygoon81";"2110";"2110";"Versie 3";"Atlantic";14;2;5;1;40;0
"PINK";"Polygoon82";"2110";"2110";"Versie 2.0";"Atlantic";334;3;4;0;75;1
"PINK";"Polygoon82";"2110";"2110";"Versie 3";"Atlantic";334;4;5;0;80;1
"PINK";"Polygoon83";"2110";"2110";"Versie 2.0";"Atlantic";113;3;4;0;75;1
"PINK";"Polygoon83";"2110";"2110";"Versie 3";"Atlantic";113;4;5;0;80;1
"PINK";"Polygoon84";"2110";"2110";"Versie 2.0";"Atlantic";44;2;4;1;50;0
"PINK";"Polygoon84";"2110";"2110";"Versie 3";"Atlantic";44;3;5;1;60;0
"PINK";"Polygoon85";"2110";"2110";"Versie 2.0";"Atlantic";20;2;4;1;50;0
"PINK";"Polygoon85";"2110";"2110";"Versie 3";"Atlantic";20;3;5;1;60;0
"PINK";"Polygoon86";"2110";"2110";"Versie 2.0";"Atlantic";325;3;4;0;75;1
"PINK";"Polygoon86";"2110";"2110";"Versie 3";"Atlantic";325;4;5;0;80;1
"PINK";"Polygoon87";"2110";"2110";"Versie 2.0";"Atlantic";191;3;4;0;75;1
"PINK";"Polygoon87";"2110";"2110";"Versie 3";"Atlantic";191;4;5;0;80;1
"PINK";"Polygoon88";"2110";"2110";"Versie 2.0";"Atlantic";2250;3;4;0;75;1
"PINK";"Polygoon88";"2110";"2110";"Versie 3";"Atlantic";2250;4;5;0;80;1
"PINK";"Polygoon89";"2110";"2110";"Versie 2.0";"Atlantic";48;1;4;1;25;0
"PINK";"Polygoon89";"2110";"2110";"Versie 3";"Atlantic";48;2;5;1;40;0
"PINK";"Polygoon9";"2110";"2110";"Versie 2.0";"Atlantic";263;4;4;0;100;1
