"ID";"IDPlots";"Habitattype";"Versie";"Indicator";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"Scenario"
"IV2017020121010797";3276198;"6230_hmo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"4";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"1";"<=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"3";"<";"70";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 2.0";"verruiging";"bedekking verruiging";"4,43283750000001";"<=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 2.0";"vervilting";"bedekking vervilting";"3";"<=";"30";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"52,3874182467188";">=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"4";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1,5";"<=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"5";"<=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"verbossing";"bedekking verbossing";"1";"<=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"verbraming";"bedekking verbraming";"3";"<=";"10";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"verdroging";"bedekking verdroging";"5,91";"<=";"30";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"32,80797875";"<=";"50";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"vernatting";"bedekking vernatting";"2,9775";"<=";"30";TRUE;"Cirkelplot"
"IV2017020121010797";3276198;"6230_hmo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"11,003079921875";"<=";"10";FALSE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";">=";"3";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"4,45500000000001";">=";"10";FALSE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"2";"<=";"30";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"1";"<=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"27,5";"<";"70";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"verruiging";"bedekking verruiging";"2,9775";"<=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 2.0";"vervilting";"bedekking vervilting";"1,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"31,768926875";">=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"3";"<=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"2";"<=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"verbossing";"bedekking verbossing";"1";"<=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"verbraming";"bedekking verbraming";"3";"<=";"10";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"verdroging";"bedekking verdroging";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"29,12309375";"<=";"50";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"vermossing";"bedekking vermossing";"3";"<=";"30";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"vernatting";"bedekking vernatting";"2,9775";"<=";"30";TRUE;"Cirkelplot"
"IV2017020211023566";487606;"6230_hmo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"7,299852375";"<=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"lage schijngrassen";"bedekking lage schijngrassen";"63,79755625";">";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten excl. pijpenstrootje";"73,89184375";">=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"5";FALSE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"eutrofiëring";"bedekking eutrofiëring";"30,7138071875";"<=";"30";FALSE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"verdroging";"bedekking verdroging";"27,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"0";"<";"70";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"vernatting";"bedekking vernatting";"3";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"verruiging";"bedekking verruiging";"29,6533225";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 2.0";"verzuring";"bedekking verzuring";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"levensvormen";"bedekking schijngrassen";"63,79755625";">=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"74,1529253125";">=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"5";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"4,43283750000001";"<=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"verdroging";"bedekking verdroging";"27,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"3";"<=";"50";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"vernatting";"bedekking vernatting";"5,91";"<=";"30";TRUE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"30,356789275";"<=";"10";FALSE;"Cirkelplot"
"IV2017020308164723";2173889;"6410_mo";"Versie 3";"verzuring";"bedekking verzuring";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"lage schijngrassen";"bedekking lage schijngrassen";"63,98875";">";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten excl. pijpenstrootje";"63,625";">=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"5";FALSE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"eutrofiëring";"bedekking eutrofiëring";"31,768926875";"<=";"30";FALSE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"verdroging";"bedekking verdroging";"3";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"0";"<";"70";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"vernatting";"bedekking vernatting";"1,99";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"verruiging";"bedekking verruiging";"29,301625";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 2.0";"verzuring";"bedekking verzuring";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"levensvormen";"bedekking schijngrassen";"63,98875";">=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"63,98875";">=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"5";FALSE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"29,6586875";"<=";"10";FALSE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"verdroging";"bedekking verdroging";"3";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"0";"<=";"50";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"vernatting";"bedekking vernatting";"6,35634550000001";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"32,1083504875";"<=";"10";FALSE;"Cirkelplot"
"IV2017020309175600";4008897;"6410_mo";"Versie 3";"verzuring";"bedekking verzuring";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"lage schijngrassen";"bedekking lage schijngrassen";"9,60345104348126";">";"30";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten excl. pijpenstrootje";"31,42257625";">=";"10";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"5";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"eutrofiëring";"bedekking eutrofiëring";"64,708065625";"<=";"30";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"30";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"verdroging";"bedekking verdroging";"1,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"1";"<";"70";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"vernatting";"bedekking vernatting";"1";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"verruiging";"bedekking verruiging";"13,4325928663902";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 2.0";"verzuring";"bedekking verzuring";"62,5";"<=";"30";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"levensvormen";"bedekking schijngrassen";"9,60345104348126";">=";"10";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"32,45123760625";">=";"10";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"5";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"63,6165625";"<=";"10";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"30";"<=";"10";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"verbraming";"bedekking verbraming";"1,5";"<=";"10";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"verdroging";"bedekking verdroging";"1,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"29,8318628125";"<=";"50";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"vernatting";"bedekking vernatting";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"12,7784310996375";"<=";"10";FALSE;"Cirkelplot"
"IV2017020309560065";10766985;"6410_mo";"Versie 3";"verzuring";"bedekking verzuring";"62,5";"<=";"30";FALSE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"(korst)moslaag";"bedekking moslaag";"98,52984375";">=";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"27,5";"<=";"70";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"horizontale structuur";"bedekking drijflaag";NA;">=";"10";NA;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"horizontale structuur";"bedekking open water";NA;">=";"10";NA;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"horizontale structuur";"oppervlakte moeras in ha";NA;">=";"0,1";NA;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"horizontale structuur";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"bedekking sleutel- en overige soorten";"totale bedekking sleutelsoorten";"94,0649545898438";">=";"30";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"bedekking sleutel- en overige soorten";"totale bedekking sleutel- en overige soorten";"96,7136120537099";">=";"50";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"4";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"structuurschade";"bedekking structuurschade";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"verbossing";"bedekking verbossing";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"verruiging/vermossing/vergrassing";"bedekking verruiging/vergrassing/vermossing";"34,2652428436279";"<=";"30";FALSE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 2.0";"verruiging/vermossing/vergrassing";"gemiddelde vegetatiehoogte in cm";NA;"<=";"80";NA;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"(korst)moslaag";"bedekking moslaag";"98,52984375";">=";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"dominantie van één soort";"dominantie van een soort excl. draadzegge";"87,5";"<=";"70";FALSE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"bedekking sleutel- en overige soorten";"bedekking sleutelsoorten";"52,51963671875";">=";"30";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"8,27187499999999";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"invasieve exoten";"bedekking invasieve exoten";"0";"=";"0";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"structuurschade";"bedekking structuurschade";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"vergrassing";"bedekking vergrassing";"28,33740234375";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318100730";282614;"7140_meso";"Versie 3";"verruiging";"bedekking verruiging";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"(korst)moslaag";"bedekking moslaag";"0";">=";"10";FALSE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"21,875";"<=";"70";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"horizontale structuur";"bedekking drijflaag";NA;">=";"10";NA;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"horizontale structuur";"bedekking open water";NA;">=";"10";NA;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"horizontale structuur";"oppervlakte moeras in ha";NA;">=";"0,1";NA;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"horizontale structuur";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"bedekking sleutel- en overige soorten";"totale bedekking sleutelsoorten";"39,88037109375";">=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"bedekking sleutel- en overige soorten";"totale bedekking sleutel- en overige soorten";"46,5077898979187";">=";"50";FALSE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"structuurschade";"bedekking structuurschade";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"verbossing";"bedekking verbossing";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"verruiging/vermossing/vergrassing";"bedekking verruiging/vergrassing/vermossing";"8,016439875";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 2.0";"verruiging/vermossing/vergrassing";"gemiddelde vegetatiehoogte in cm";NA;"<=";"80";NA;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"(korst)moslaag";"bedekking moslaag";"0";">=";"10";FALSE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"dominantie van één soort";"dominantie van een soort excl. draadzegge";"21,875";"<=";"70";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"bedekking sleutel- en overige soorten";"bedekking sleutelsoorten";"39,88037109375";">=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"5,91";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"invasieve exoten";"bedekking invasieve exoten";"0";"=";"0";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"structuurschade";"bedekking structuurschade";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"vergrassing";"bedekking vergrassing";"0,749999999999995";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318315989";856054;"7140_meso";"Versie 3";"verruiging";"bedekking verruiging";"8,27187499999999";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"hoogveenontwikkeling";"aantal soorten hoogveenontwikkeling";"1";">=";"1";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"oppervlakte moeras in ha";NA;">=";"0,1";NA;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"bedekking drijflaag";NA;">=";"10";NA;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"bedekking open water";NA;">=";"10";NA;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"veenmossen";"bedekking veenmoslaag";"1,5";">=";"10";FALSE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"93,6570301679687";">=";"50";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"3";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"structuurschade";"bedekking structuurschade";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"verbossing";"bedekking verbossing";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"vergrassing/vermossing";"bedekking vergrassing/vermossing";"27,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"verruiging";"bedekking verruiging";"1,99";"<";"10";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"bedekking veenmossen";"bedekking veenmossen";"87,6875";">=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"99,2268316210368";">=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"9";">=";"3";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"structuurschade";"bedekking structuurschade";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"vergrassing";"bedekking vergrassing";"27,5";"<=";"30";TRUE;"Cirkelplot"
"IV2017020318560367";170798;"7140_oli";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Cirkelplot"
