"ID";"IDPlots";"Habitattype";"Versie";"Indicator";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"Scenario"
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"0";"<=";"50";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"horizontale structuur";"goed ontwikkelde structuur";NA;"=";"1";NA;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"microreliëf";"microreliëf aanwezig";"1";"=";"1";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten (excl. heen)";"a";">=";"f";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"2";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"overgang naar rbbmr";"bedekking riet";"0";"<";"90";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 2.0";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"44";"<=";"19,788616";FALSE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"dominantie van één soort";"dominantie van een soort";"0";"<";"70";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"horizontale structuur";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"microreliëf";"bedekking microrelief";"100";">=";"T";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"19,788616";">=";"30";FALSE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"2";TRUE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"44";"<=";"19,788616";FALSE;NA
"IV2017011214394174";437685;"1330_hpr";"Versie 3";"rietontwikkeling";"bedekking";"Afwezig";"<=";"T";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"2,9701";">=";"10";FALSE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"3";"<=";"30";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"40";"<=";"10";FALSE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"10,673686";"<=";"30";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"5,9104";">=";"10";FALSE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1,99";"<=";"10";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"3";"<=";"10";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"40";"<=";"10";FALSE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"2";"<=";"10";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"9,77140000000001";"<=";"50";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;NA
"IV2017011215122813";323154;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"0";"<=";"50";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"horizontale structuur";"goed ontwikkelde structuur";NA;"=";"1";NA;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"microreliëf";"microreliëf aanwezig";"1";"=";"1";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten (excl. heen)";"cd";">=";"f";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"2";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"overgang naar rbbmr";"bedekking riet";"0";"<";"90";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"20";"<=";"41,788";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"dominantie van één soort";"dominantie van een soort";"0";"<";"70";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"horizontale structuur";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"microreliëf";"bedekking microrelief";"100";">=";"T";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"41,788";">=";"30";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"2";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"20";"<=";"41,788";TRUE;NA
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"rietontwikkeling";"bedekking";"Afwezig";"<=";"T";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"0";"<=";"50";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"horizontale structuur";"goed ontwikkelde structuur";NA;"=";"1";NA;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"microreliëf";"microreliëf aanwezig";"1";"=";"1";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten (excl. heen)";"a";">=";"f";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"1";">=";"2";FALSE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"overgang naar rbbmr";"bedekking riet";"0";"<";"90";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 2.0";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"0";"<=";"12";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"dominantie van één soort";"dominantie van een soort";"0";"<";"70";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"horizontale structuur";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"microreliëf";"bedekking microrelief";"50";">=";"T";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"12";">=";"30";FALSE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"1";">=";"2";FALSE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"0";"<=";"12";TRUE;NA
"IV2017011215475751";798133;"1330_hpr";"Versie 3";"rietontwikkeling";"bedekking";"Afwezig";"<=";"T";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"40";"<=";"50";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"horizontale structuur";"goed ontwikkelde structuur";NA;"=";"1";NA;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"microreliëf";"microreliëf aanwezig";"1";"=";"1";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten (excl. heen)";"cd";">=";"f";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"2";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"overgang naar rbbmr";"bedekking riet";"1";"<";"90";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 2.0";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"1,99";"<=";"41,78206";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"dominantie van één soort";"dominantie van een soort";"40";"<";"70";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"horizontale structuur";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"microreliëf";"bedekking microrelief";"50";">=";"T";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"42,3642394";">=";"30";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"2";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"1,99";"<=";"42,3642394";TRUE;NA
"IV2017011216070022";695297;"1330_hpr";"Versie 3";"rietontwikkeling";"bedekking";"s";"<=";"T";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"23,93632";">=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"5";"<=";"30";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"4";"<=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"23,16016";"<=";"30";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"54,81817408";">=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"4";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"2,9701";"<=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"5";"<=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"4";"<=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"22,384";"<=";"50";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"20";"<=";"30";TRUE;NA
"IV2017011812094287";781906;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"1";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"36,202";">=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"1";"<=";"30";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"20,8";"<=";"30";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"36,83998";">=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1,99";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"strooisellaag";"bedekking strooisellaag";"1";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"verbraming";"bedekking verbraming";"10";"<=";"10";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"21,592";"<=";"50";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"vermossing";"bedekking vermossing";"20";"<=";"30";TRUE;NA
"IV2017011813535331";721906;"6230_ha";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"1";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"10,9";">=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"5";"<=";"30";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"1";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"41,194";"<=";"30";FALSE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"22,93741";">=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"5";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"1";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"1";"<=";"10";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"40";"<=";"50";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"2";"<=";"30";TRUE;NA
"IV2017011816230130";540658;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";">=";"3";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"23,16016";">=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"3";"<=";"30";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"3";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"50";"<";"70";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 2.0";"vervilting";"bedekking vervilting";"4";"<=";"30";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"38,528128";">=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"4";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"0";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"3";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"verbossing";"bedekking verbossing";"3";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"verdroging";"bedekking verdroging";"4";"<=";"30";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"52,48";"<=";"50";FALSE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"vernatting";"bedekking vernatting";"0";"<=";"30";TRUE;NA
"IV2017011817212208";1436882;"6230_hmo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";">=";"3";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"2";">=";"10";FALSE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"1";">=";"4";FALSE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"vergrassing";"bedekking vergrassing";"0";"<";"70";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"verruiging";"bedekking verruiging";"4,96000000000001";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 2.0";"vervilting";"bedekking vervilting";"20";"<=";"30";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"2";">=";"10";FALSE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"1";">=";"4";FALSE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"4,96000000000001";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"verbraming";"bedekking verbraming";"2";"<=";"10";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"verdroging";"bedekking verdroging";"29,6";"<=";"30";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"20";"<=";"50";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"vermossing";"bedekking vermossing";"70";"<=";"30";FALSE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"vernatting";"bedekking vernatting";"30";"<=";"30";TRUE;NA
"IV2017011916185487";2133734;"6230_hmo";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"1";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"1,99";">=";"10";FALSE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"58,84";"<=";"30";FALSE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"2,9701";">=";"10";FALSE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"2,98";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"60,94";"<=";"50";FALSE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"vermossing";"bedekking vermossing";"1";"<=";"30";TRUE;NA
"IV2017011919322195";583378;"6230_ha";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"1";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"1";">=";"10";FALSE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"1";">=";"4";FALSE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"34,1098372";"<=";"30";FALSE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"8,7616";">=";"10";FALSE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"2";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"2";"<=";"10";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"45,1144";"<=";"50";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;NA
"IV2017012011231757";201006;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;NA
"IV2017012012433410";379094;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"0";">=";"10";FALSE;NA
"IV2017012012433410";379094;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"0";">=";"4";FALSE;NA
"IV2017012012433410";379094;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;NA
"IV2017012012433410";379094;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;NA
"IV2017012012433410";379094;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"1";"<=";"10";TRUE;NA
"IV2017012012433410";379094;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"20";"<=";"30";TRUE;NA
