"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Status_indicator";"Belang";"SBZH";"Meting";"PlotWeight";"StratumWeight";"WeightComb";"Scenario"
"IV2017022111173825";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111173825";"1004470";7140;"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111183354";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111183354";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111183354";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111183354";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111183354";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017022111183354";"1004470";7140;"7140_meso";"Versie 3";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813265807";"1013294";7140;"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Verstoring";"verbossing";FALSE;"zb";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";FALSE;"b";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";FALSE;"b";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813265807";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813265807";"1013294";7140;"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"verbossing";FALSE;"zb";"Binnen";"Cirkelplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017020813570832";"1013294";7140;"7140_meso";"Versie 3";"Verstoring";"verruiging";FALSE;"zb";"Binnen";"Vegetatieplot";1;5,18362950735022;5,18362950735022;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Structuur";"hoogopschietende soorten";TRUE;"b";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Structuur";"horizontale structuur";TRUE;"b";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021314354987";"1022766";6230;"6230_hmo";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Cirkelplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Verstoring";"verbossing/verstruweling";TRUE;"b";"Binnen";"Cirkelplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 2.0";"Verstoring";"vervilting";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";FALSE;"b";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021314354987";"1022766";6230;"6230_hmo";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Cirkelplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Cirkelplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"verdroging";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"vernatting";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021315595672";"1022766";6230;"6230_hmo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Vegetatieplot";0,3;2,27842490061699;0,683527470185096;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";TRUE;"b";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";TRUE;"b";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";NA;"zb";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021515592266";"103094";7140;"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";FALSE;"b";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Verstoring";"verbossing";TRUE;"zb";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";TRUE;"b";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";TRUE;"b";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";TRUE;"b";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021515592266";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";TRUE;"zb";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021515592266";"103094";7140;"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"strooisellaag";FALSE;"b";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"structuurschade";TRUE;"b";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"verbossing";TRUE;"zb";"Binnen";"Cirkelplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017021516075256";"103094";7140;"7140_meso";"Versie 3";"Verstoring";"verruiging";FALSE;"zb";"Binnen";"Vegetatieplot";0,5;5,18362950735022;2,59181475367511;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Structuur";"hoogopschietende soorten";TRUE;"b";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Structuur";"horizontale structuur";TRUE;"b";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908192809";"1036446";6230;"6230_hmo";"Versie 2.0";"Vegetatie";"sleutelsoorten";FALSE;"b";"Binnen";"Cirkelplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Verstoring";"verbossing/verstruweling";TRUE;"b";"Binnen";"Cirkelplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Verstoring";"vergrassing";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 2.0";"Verstoring";"vervilting";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908192809";"1036446";6230;"6230_hmo";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Cirkelplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Cirkelplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"verdroging";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"vernatting";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017112908460816";"1036446";6230;"6230_hmo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Vegetatieplot";0,4;2,27842490061699;0,911369960246794;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Structuur";"hoogopschietende soorten";TRUE;"b";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Structuur";"horizontale structuur";TRUE;"b";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112213868";"1040518";6230;"6230_hn";"Versie 2.0";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Cirkelplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Verstoring";"verbossing/verstruweling";TRUE;"b";"Binnen";"Cirkelplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Verstoring";"verruiging";TRUE;"zb";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 2.0";"Verstoring";"vervilting";FALSE;"zb";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"eutrofiëring";TRUE;"zb";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112213868";"1040518";6230;"6230_hn";"Versie 3";"Vegetatie";"sleutelsoorten";TRUE;"b";"Binnen";"Cirkelplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"strooisellaag";TRUE;"b";"Binnen";"Cirkelplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"verbossing";TRUE;"b";"Binnen";"Cirkelplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"verbraming";TRUE;"b";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";TRUE;"zb";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"vermossing";TRUE;"zb";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017120112565263";"1040518";6230;"6230_hn";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";TRUE;"zb";"Binnen";"Vegetatieplot";0,73;5,42646267659061;3,96131775391115;"Combinatie crikelplot en vegetatieplot"
"IV2017021416154407";"1062930";6410;"6410_mo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";TRUE;"b";"Binnen";"Vegetatieplot";0,8;0,365917673627072;0,292734138901657;"Combinatie crikelplot en vegetatieplot"
