"Scenario";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"SBZH";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"Combinatie crikelplot en vegetatieplot";"116950";6230;"6230_ha";"Versie 3";"Binnen";1;9,00623917481993;9,00623917481993;7;9;0;77,7777777777778;1
"Combinatie crikelplot en vegetatieplot";"1216422";6230;"6230_hmo";"Versie 2.0";"Binnen";0,9;2,27842490061699;2,05058241055529;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"1216422";6230;"6230_hmo";"Versie 3";"Binnen";0,9;2,27842490061699;2,05058241055529;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"1286278";6410;"6410_ve";"Versie 2.0";"Binnen";0,5;3,07492932108213;1,53746466054106;9;11;0;81,8181818181818;1
"Combinatie crikelplot en vegetatieplot";"1286278";6410;"6410_ve";"Versie 3";"Binnen";0,5;3,07492932108213;1,53746466054106;10;13;0;76,9230769230769;1
"Combinatie crikelplot en vegetatieplot";"1346134";6410;"6410_ve";"Versie 2.0";"Buiten";1;18,8807767301322;18,8807767301322;9;11;1;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"1346134";6410;"6410_ve";"Versie 3";"Buiten";1;18,8807767301322;18,8807767301322;9;13;1;69,2307692307692;0
"Combinatie crikelplot en vegetatieplot";"1348277";1330;"1330_hpr";"Versie 2.0";"Binnen";0,71;6,62466184943237;4,70350991309699;5;6;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"1348277";1330;"1330_hpr";"Versie 3";"Binnen";0,71;6,62466184943237;4,70350991309699;5;6;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"1367026";7140;"7140_oli";"Versie 2.0";"Binnen";0,5;8,38547727868332;4,19273863934166;5;9;2;55,5555555555556;0
"Combinatie crikelplot en vegetatieplot";"1367026";7140;"7140_oli";"Versie 3";"Binnen";0,5;8,38547727868332;4,19273863934166;8;10;2;80;0
"Combinatie crikelplot en vegetatieplot";"1388150";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;5;8;1;62,5;0
"Combinatie crikelplot en vegetatieplot";"1388150";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;9;12;1;75;0
"Combinatie crikelplot en vegetatieplot";"14029138";6120;"6120";"Versie 2.0";"Binnen";0,87;5,92188661716822;5,15204135693636;6;8;2;75;0
"Combinatie crikelplot en vegetatieplot";"14029138";6120;"6120";"Versie 3";"Binnen";0,87;5,92188661716822;5,15204135693636;9;10;1;90;0
"Combinatie crikelplot en vegetatieplot";"1403657";1330;"1330_hpr";"Versie 2.0";"Binnen";0,39;6,62466184943237;2,58361812127863;5;6;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"1403657";1330;"1330_hpr";"Versie 3";"Binnen";0,39;6,62466184943237;2,58361812127863;5;6;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"141010";6230;"6230_ha";"Versie 2.0";"Binnen";0,5;9,00623917481993;4,50311958740997;4;6;0;66,6666666666667;1
"Combinatie crikelplot en vegetatieplot";"141010";6230;"6230_ha";"Versie 3";"Binnen";0,5;9,00623917481993;4,50311958740997;6;9;1;66,6666666666667;0
"Combinatie crikelplot en vegetatieplot";"1428270";6230;"6230_hn";"Versie 2.0";"Buiten";0,47;9,17159716811805;4,31065066901548;7;8;1;87,5;0
"Combinatie crikelplot en vegetatieplot";"1428270";6230;"6230_hn";"Versie 3";"Buiten";0,47;9,17159716811805;4,31065066901548;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"1436718";6230;"6230_hmo";"Versie 2.0";"Binnen";0,75;2,27842490061699;1,70881867546274;7;9;0;77,7777777777778;1
"Combinatie crikelplot en vegetatieplot";"1436718";6230;"6230_hmo";"Versie 3";"Binnen";0,75;2,27842490061699;1,70881867546274;9;11;1;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"1436882";6230;"6230_hmo";"Versie 2.0";"Binnen";0,2;2,27842490061699;0,455684980123397;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"1436882";6230;"6230_hmo";"Versie 3";"Binnen";0,2;2,27842490061699;0,455684980123397;10;11;1;90,9090909090909;0
"Combinatie crikelplot en vegetatieplot";"1443378";6230;"6230_hn";"Versie 2.0";"Buiten";0,53;9,17159716811805;4,86094649910257;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"1443378";6230;"6230_hn";"Versie 3";"Buiten";0,53;9,17159716811805;4,86094649910257;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"1468114";7140;"7140_oli";"Versie 2.0";"Binnen";0,7;8,38547727868332;5,86983409507832;7;9;1;77,7777777777778;0
"Combinatie crikelplot en vegetatieplot";"1468114";7140;"7140_oli";"Versie 3";"Binnen";0,7;8,38547727868332;5,86983409507832;9;10;1;90;0
"Combinatie crikelplot en vegetatieplot";"1474526";6230;"6230_hmo";"Versie 2.0";"Binnen";0,1;2,27842490061699;0,227842490061699;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"1474526";6230;"6230_hmo";"Versie 3";"Binnen";0,1;2,27842490061699;0,227842490061699;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"1566033";6230;"6230_hmo";"Versie 2.0";"Binnen";1;2,27842490061699;2,27842490061699;7;9;1;77,7777777777778;0
"Combinatie crikelplot en vegetatieplot";"1566033";6230;"6230_hmo";"Versie 3";"Binnen";1;2,27842490061699;2,27842490061699;9;11;1;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"1576886";7140;"7140_oli";"Versie 2.0";"Binnen";1;8,38547727868332;8,38547727868332;5;9;2;55,5555555555556;0
"Combinatie crikelplot en vegetatieplot";"1576886";7140;"7140_oli";"Versie 3";"Binnen";1;8,38547727868332;8,38547727868332;7;10;2;70;0
"Combinatie crikelplot en vegetatieplot";"1583446";6410;"6410_mo";"Versie 2.0";"Binnen";0,7;0,365917673627072;0,25614237153895;7;11;1;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"1583446";6410;"6410_mo";"Versie 3";"Binnen";0,7;0,365917673627072;0,25614237153895;9;13;2;69,2307692307692;0
"Combinatie crikelplot en vegetatieplot";"1618054";6410;"6410_ve";"Versie 2.0";"Binnen";1;3,07492932108213;3,07492932108213;8;11;2;72,7272727272727;0
"Combinatie crikelplot en vegetatieplot";"1618054";6410;"6410_ve";"Versie 3";"Binnen";1;3,07492932108213;3,07492932108213;8;13;2;61,5384615384615;0
"Combinatie crikelplot en vegetatieplot";"1635254";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;5;8;1;62,5;0
"Combinatie crikelplot en vegetatieplot";"1635254";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;9;12;1;75;0
"Combinatie crikelplot en vegetatieplot";"1642233";6410;"6410_mo";"Versie 2.0";"Binnen";1;0,365917673627072;0,365917673627072;9;11;1;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"1642233";6410;"6410_mo";"Versie 3";"Binnen";1;0,365917673627072;0,365917673627072;11;13;1;84,6153846153846;0
"Combinatie crikelplot en vegetatieplot";"170798";7140;"7140_oli";"Versie 2.0";"Binnen";0,16;8,38547727868332;1,34167636458933;8;9;0;88,8888888888889;1
"Combinatie crikelplot en vegetatieplot";"170798";7140;"7140_oli";"Versie 3";"Binnen";0,16;8,38547727868332;1,34167636458933;10;10;0;100;1
"Combinatie crikelplot en vegetatieplot";"1711014";6230;"6230_ha";"Versie 2.0";"Binnen";0,7;5,42646267659061;3,79852387361343;5;6;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"1711014";6230;"6230_ha";"Versie 3";"Binnen";0,7;5,42646267659061;3,79852387361343;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"17475649";6410;"6410_ve";"Versie 2.0";"Binnen";1;3,07492932108213;3,07492932108213;10;11;0;90,9090909090909;1
"Combinatie crikelplot en vegetatieplot";"17475649";6410;"6410_ve";"Versie 3";"Binnen";1;3,07492932108213;3,07492932108213;11;13;0;84,6153846153846;1
"Combinatie crikelplot en vegetatieplot";"1749942";7140;"7140_meso";"Versie 2.0";"Binnen";0,81;5,18362950735022;4,19873990095368;4;8;1;50;0
"Combinatie crikelplot en vegetatieplot";"1749942";7140;"7140_meso";"Versie 3";"Binnen";0,81;5,18362950735022;4,19873990095368;7;12;1;58,3333333333333;0
"Combinatie crikelplot en vegetatieplot";"1884126";6230;"6230_hmo";"Versie 2.0";"Binnen";1;2,27842490061699;2,27842490061699;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"1884126";6230;"6230_hmo";"Versie 3";"Binnen";1;2,27842490061699;2,27842490061699;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"19510";6230;"6230_hn";"Versie 2.0";"Buiten";0,5;9,17159716811805;4,58579858405902;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"19510";6230;"6230_hn";"Versie 3";"Buiten";0,5;9,17159716811805;4,58579858405902;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"201006";6230;"6230_hn";"Versie 2.0";"Binnen";0,47;5,42646267659061;2,55043745799759;5;8;1;62,5;0
"Combinatie crikelplot en vegetatieplot";"201006";6230;"6230_hn";"Versie 3";"Binnen";0,47;5,42646267659061;2,55043745799759;8;9;0;88,8888888888889;1
"Combinatie crikelplot en vegetatieplot";"20320594";6120;"6120";"Versie 2.0";"Binnen";0,32;5,92188661716822;1,89500371749383;5;8;2;62,5;0
"Combinatie crikelplot en vegetatieplot";"20320594";6120;"6120";"Versie 3";"Binnen";0,32;5,92188661716822;1,89500371749383;7;10;2;70;0
"Combinatie crikelplot en vegetatieplot";"207406";6230;"6230_hmo";"Versie 2.0";"Binnen";0,35;2,27842490061699;0,797448715215945;6;9;1;66,6666666666667;0
"Combinatie crikelplot en vegetatieplot";"207406";6230;"6230_hmo";"Versie 3";"Binnen";0,35;2,27842490061699;0,797448715215945;7;11;2;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"212661";1330;"1330_hpr";"Versie 2.0";"Binnen";0,9;6,62466184943237;5,96219566448914;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"212661";1330;"1330_hpr";"Versie 3";"Binnen";0,9;6,62466184943237;5,96219566448914;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"2133734";6230;"6230_hmo";"Versie 2.0";"Buiten";0,9;2,92792882668883;2,63513594401995;7;9;0;77,7777777777778;1
"Combinatie crikelplot en vegetatieplot";"2133734";6230;"6230_hmo";"Versie 3";"Buiten";0,9;2,92792882668883;2,63513594401995;8;11;1;72,7272727272727;0
"Combinatie crikelplot en vegetatieplot";"2133926";6230;"6230_hmo";"Versie 2.0";"Binnen";0,5;2,27842490061699;1,13921245030849;8;9;1;88,8888888888889;0
"Combinatie crikelplot en vegetatieplot";"2133926";6230;"6230_hmo";"Versie 3";"Binnen";0,5;2,27842490061699;1,13921245030849;9;11;2;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"2160774";6410;"6410_mo";"Versie 2.0";"Binnen";0,55;0,365917673627072;0,201254720494889;7;11;1;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"2160774";6410;"6410_mo";"Versie 3";"Binnen";0,55;0,365917673627072;0,201254720494889;9;13;2;69,2307692307692;0
"Combinatie crikelplot en vegetatieplot";"2173889";6410;"6410_mo";"Versie 2.0";"Binnen";1;0,365917673627072;0,365917673627072;9;11;0;81,8181818181818;1
"Combinatie crikelplot en vegetatieplot";"2173889";6410;"6410_mo";"Versie 3";"Binnen";1;0,365917673627072;0,365917673627072;12;13;1;92,3076923076923;0
"Combinatie crikelplot en vegetatieplot";"220882";6230;"6230_ha";"Versie 2.0";"Binnen";0,5;9,00623917481993;4,50311958740997;3;6;1;50;0
"Combinatie crikelplot en vegetatieplot";"220882";6230;"6230_ha";"Versie 3";"Binnen";0,5;9,00623917481993;4,50311958740997;7;9;1;77,7777777777778;0
"Combinatie crikelplot en vegetatieplot";"2225078";7140;"7140_meso";"Versie 2.0";"Binnen";0,69;5,18362950735022;3,57670436007165;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"2225078";7140;"7140_meso";"Versie 3";"Binnen";0,69;5,18362950735022;3,57670436007165;12;12;0;100;1
"Combinatie crikelplot en vegetatieplot";"222518";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;6;8;0;75;1
"Combinatie crikelplot en vegetatieplot";"222518";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;10;12;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"2264998";6230;"6230_hmo";"Versie 2.0";"Binnen";1;2,27842490061699;2,27842490061699;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"2264998";6230;"6230_hmo";"Versie 3";"Binnen";1;2,27842490061699;2,27842490061699;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"23086";7140;"7140_oli";"Versie 2.0";"Binnen";0,58;8,38547727868332;4,86357682163632;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"23086";7140;"7140_oli";"Versie 3";"Binnen";0,58;8,38547727868332;4,86357682163632;10;10;0;100;1
"Combinatie crikelplot en vegetatieplot";"2334854";6230;"6230_hmo";"Versie 2.0";"Binnen";0,79;2,27842490061699;1,79995567148742;7;9;0;77,7777777777778;1
"Combinatie crikelplot en vegetatieplot";"2334854";6230;"6230_hmo";"Versie 3";"Binnen";0,79;2,27842490061699;1,79995567148742;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"2438198";6230;"6230_hmo";"Versie 2.0";"Binnen";0,5;2,27842490061699;1,13921245030849;7;9;2;77,7777777777778;0
"Combinatie crikelplot en vegetatieplot";"2438198";6230;"6230_hmo";"Versie 3";"Binnen";0,5;2,27842490061699;1,13921245030849;8;11;3;72,7272727272727;0
"Combinatie crikelplot en vegetatieplot";"2468182";6410;"6410_ve";"Versie 2.0";"Binnen";0,55;3,07492932108213;1,69121112659517;8;11;2;72,7272727272727;0
"Combinatie crikelplot en vegetatieplot";"2468182";6410;"6410_ve";"Versie 3";"Binnen";0,55;3,07492932108213;1,69121112659517;9;13;3;69,2307692307692;0
"Combinatie crikelplot en vegetatieplot";"2664513";6410;"6410_ve";"Versie 2.0";"Binnen";1;3,07492932108213;3,07492932108213;9;11;0;81,8181818181818;1
"Combinatie crikelplot en vegetatieplot";"2664513";6410;"6410_ve";"Versie 3";"Binnen";1;3,07492932108213;3,07492932108213;10;13;1;76,9230769230769;0
"Combinatie crikelplot en vegetatieplot";"267986";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;6;8;1;75;0
"Combinatie crikelplot en vegetatieplot";"267986";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;10;12;1;83,3333333333333;0
"Combinatie crikelplot en vegetatieplot";"271030";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;5;8;0;62,5;1
"Combinatie crikelplot en vegetatieplot";"271030";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;8;12;1;66,6666666666667;0
"Combinatie crikelplot en vegetatieplot";"2760937";6410;"6410_ve";"Versie 2.0";"Binnen";0,6;3,07492932108213;1,84495759264928;7;11;2;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"2760937";6410;"6410_ve";"Versie 3";"Binnen";0,6;3,07492932108213;1,84495759264928;9;13;1;69,2307692307692;0
"Combinatie crikelplot en vegetatieplot";"2813697";6230;"6230_hn";"Versie 2.0";"Binnen";0,45;5,42646267659061;2,44190820446578;7;8;0;87,5;1
"Combinatie crikelplot en vegetatieplot";"2813697";6230;"6230_hn";"Versie 3";"Binnen";0,45;5,42646267659061;2,44190820446578;8;9;0;88,8888888888889;1
"Combinatie crikelplot en vegetatieplot";"282614";7140;"7140_meso";"Versie 2.0";"Binnen";0,68;5,18362950735022;3,52486806499815;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"282614";7140;"7140_meso";"Versie 3";"Binnen";0,68;5,18362950735022;3,52486806499815;10;12;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"2839602";6410;"6410_mo";"Versie 2.0";"Binnen";0,5;0,365917673627072;0,182958836813536;9;11;0;81,8181818181818;1
"Combinatie crikelplot en vegetatieplot";"2839602";6410;"6410_mo";"Versie 3";"Binnen";0,5;0,365917673627072;0,182958836813536;12;13;0;92,3076923076923;1
"Combinatie crikelplot en vegetatieplot";"2898758";6410;"6410_mo";"Versie 2.0";"Binnen";0,64;0,365917673627072;0,234187311121326;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"2898758";6410;"6410_mo";"Versie 3";"Binnen";0,64;0,365917673627072;0,234187311121326;13;13;0;100;1
"Combinatie crikelplot en vegetatieplot";"299701";1330;"1330_hpr";"Versie 2.0";"Binnen";0,95;6,62466184943237;6,29342875696076;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"299701";1330;"1330_hpr";"Versie 3";"Binnen";0,95;6,62466184943237;6,29342875696076;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"300649";6230;"6230_hmo";"Versie 2.0";"Binnen";1;2,27842490061699;2,27842490061699;6;9;1;66,6666666666667;0
"Combinatie crikelplot en vegetatieplot";"300649";6230;"6230_hmo";"Versie 3";"Binnen";1;2,27842490061699;2,27842490061699;8;11;1;72,7272727272727;0
"Combinatie crikelplot en vegetatieplot";"3008870";6410;"6410_mo";"Versie 2.0";"Buiten";0,95;0,729345731337661;0,692878444770778;9;11;0;81,8181818181818;1
"Combinatie crikelplot en vegetatieplot";"3008870";6410;"6410_mo";"Versie 3";"Buiten";0,95;0,729345731337661;0,692878444770778;13;13;0;100;1
"Combinatie crikelplot en vegetatieplot";"3016210";6410;"6410_mo";"Versie 2.0";"Buiten";1;0,729345731337661;0,729345731337661;7;11;1;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"3016210";6410;"6410_mo";"Versie 3";"Buiten";1;0,729345731337661;0,729345731337661;12;13;1;92,3076923076923;0
"Combinatie crikelplot en vegetatieplot";"309458";6230;"6230_hmo";"Versie 2.0";"Binnen";0,9;2,27842490061699;2,05058241055529;8;9;0;88,8888888888889;1
"Combinatie crikelplot en vegetatieplot";"309458";6230;"6230_hmo";"Versie 3";"Binnen";0,9;2,27842490061699;2,05058241055529;9;11;1;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"311262";6230;"6230_hn";"Versie 2.0";"Binnen";1;5,42646267659061;5,42646267659061;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"311262";6230;"6230_hn";"Versie 3";"Binnen";1;5,42646267659061;5,42646267659061;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"315329";6230;"6230_ha";"Versie 2.0";"Buiten";1;12,5627202244204;12,5627202244204;3;6;1;50;0
"Combinatie crikelplot en vegetatieplot";"315329";6230;"6230_ha";"Versie 3";"Buiten";1;12,5627202244204;12,5627202244204;7;9;1;77,7777777777778;0
"Combinatie crikelplot en vegetatieplot";"3219382";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;6;8;1;75;0
"Combinatie crikelplot en vegetatieplot";"3219382";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;11;12;0;91,6666666666667;1
"Combinatie crikelplot en vegetatieplot";"323154";6230;"6230_hn";"Versie 2.0";"Buiten";0,4;9,17159716811805;3,66863886724722;6;8;0;75;1
"Combinatie crikelplot en vegetatieplot";"323154";6230;"6230_hn";"Versie 3";"Buiten";0,4;9,17159716811805;3,66863886724722;7;9;0;77,7777777777778;1
"Combinatie crikelplot en vegetatieplot";"3276198";6230;"6230_hmo";"Versie 2.0";"Buiten";0,5;2,92792882668883;1,46396441334442;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"3276198";6230;"6230_hmo";"Versie 3";"Buiten";0,5;2,92792882668883;1,46396441334442;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"332786";6230;"6230_hn";"Versie 2.0";"Buiten";0,47;9,17159716811805;4,31065066901548;7;8;0;87,5;1
"Combinatie crikelplot en vegetatieplot";"332786";6230;"6230_hn";"Versie 3";"Buiten";0,47;9,17159716811805;4,31065066901548;8;9;0;88,8888888888889;1
"Combinatie crikelplot en vegetatieplot";"340978";6230;"6230_hn";"Versie 2.0";"Buiten";1;9,17159716811805;9,17159716811805;6;8;1;75;0
"Combinatie crikelplot en vegetatieplot";"340978";6230;"6230_hn";"Versie 3";"Buiten";1;9,17159716811805;9,17159716811805;7;9;1;77,7777777777778;0
"Combinatie crikelplot en vegetatieplot";"369974";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;5;8;0;62,5;1
"Combinatie crikelplot en vegetatieplot";"369974";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;8;12;1;66,6666666666667;0
"Combinatie crikelplot en vegetatieplot";"3732406";7140;"7140_meso";"Versie 2.0";"Binnen";1;5,18362950735022;5,18362950735022;5;8;0;62,5;1
"Combinatie crikelplot en vegetatieplot";"3732406";7140;"7140_meso";"Versie 3";"Binnen";1;5,18362950735022;5,18362950735022;10;12;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"3734950";6230;"6230_hn";"Versie 2.0";"Buiten";0,83;9,17159716811805;7,61242564953798;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"3734950";6230;"6230_hn";"Versie 3";"Buiten";0,83;9,17159716811805;7,61242564953798;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"3741830";6410;"6410_mo";"Versie 2.0";"Binnen";0,74;0,365917673627072;0,270779078484033;7;11;1;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"3741830";6410;"6410_mo";"Versie 3";"Binnen";0,74;0,365917673627072;0,270779078484033;9;13;1;69,2307692307692;0
"Combinatie crikelplot en vegetatieplot";"37557";1330;"1330_hpr";"Versie 2.0";"Binnen";0,7;6,62466184943237;4,63726329460266;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"37557";1330;"1330_hpr";"Versie 3";"Binnen";0,7;6,62466184943237;4,63726329460266;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"3777298";6410;"6410_mo";"Versie 2.0";"Binnen";0,8;0,365917673627072;0,292734138901657;9;11;0;81,8181818181818;1
"Combinatie crikelplot en vegetatieplot";"3777298";6410;"6410_mo";"Versie 3";"Binnen";0,8;0,365917673627072;0,292734138901657;11;13;0;84,6153846153846;1
"Combinatie crikelplot en vegetatieplot";"379094";6230;"6230_ha";"Versie 2.0";"Binnen";1;9,00623917481993;9,00623917481993;4;6;0;66,6666666666667;1
"Combinatie crikelplot en vegetatieplot";"379094";6230;"6230_ha";"Versie 3";"Binnen";1;9,00623917481993;9,00623917481993;7;9;0;77,7777777777778;1
"Combinatie crikelplot en vegetatieplot";"4008897";6410;"6410_mo";"Versie 2.0";"Binnen";1;0,365917673627072;0,365917673627072;10;11;0;90,9090909090909;1
"Combinatie crikelplot en vegetatieplot";"4008897";6410;"6410_mo";"Versie 3";"Binnen";1;0,365917673627072;0,365917673627072;11;13;1;84,6153846153846;0
"Combinatie crikelplot en vegetatieplot";"4026418";6410;"6410_mo";"Versie 2.0";"Buiten";0,5;0,729345731337661;0,364672865668831;8;11;0;72,7272727272727;1
"Combinatie crikelplot en vegetatieplot";"4026418";6410;"6410_mo";"Versie 3";"Buiten";0,5;0,729345731337661;0,364672865668831;10;13;1;76,9230769230769;0
"Combinatie crikelplot en vegetatieplot";"4042038";6410;"6410_mo";"Versie 2.0";"Binnen";0,8;0,365917673627072;0,292734138901657;10;11;1;90,9090909090909;0
"Combinatie crikelplot en vegetatieplot";"4042038";6410;"6410_mo";"Versie 3";"Binnen";0,8;0,365917673627072;0,292734138901657;12;13;1;92,3076923076923;0
"Combinatie crikelplot en vegetatieplot";"4057446";6410;"6410_mo";"Versie 2.0";"Buiten";0,78;0,729345731337661;0,568889670443376;7;11;1;63,6363636363636;0
"Combinatie crikelplot en vegetatieplot";"4057446";6410;"6410_mo";"Versie 3";"Buiten";0,78;0,729345731337661;0,568889670443376;10;13;1;76,9230769230769;0
"Combinatie crikelplot en vegetatieplot";"414646";6230;"6230_hn";"Versie 2.0";"Binnen";1;5,42646267659061;5,42646267659061;5;8;1;62,5;0
"Combinatie crikelplot en vegetatieplot";"414646";6230;"6230_hn";"Versie 3";"Binnen";1;5,42646267659061;5,42646267659061;5;9;3;55,5555555555556;0
"Combinatie crikelplot en vegetatieplot";"419538";7140;"7140_oli";"Versie 2.0";"Binnen";1;8,38547727868332;8,38547727868332;9;9;0;100;1
"Combinatie crikelplot en vegetatieplot";"419538";7140;"7140_oli";"Versie 3";"Binnen";1;8,38547727868332;8,38547727868332;9;10;1;90;0
"Combinatie crikelplot en vegetatieplot";"423762";6230;"6230_ha";"Versie 2.0";"Binnen";0,7;9,00623917481993;6,30436742237395;3;6;0;50;0
"Combinatie crikelplot en vegetatieplot";"423762";6230;"6230_ha";"Versie 3";"Binnen";0,7;9,00623917481993;6,30436742237395;8;9;0;88,8888888888889;1
"Combinatie crikelplot en vegetatieplot";"437685";1330;"1330_hpr";"Versie 2.0";"Binnen";0,5;6,62466184943237;3,31233092471619;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"437685";1330;"1330_hpr";"Versie 3";"Binnen";0,5;6,62466184943237;3,31233092471619;5;6;0;83,3333333333333;1
"Combinatie crikelplot en vegetatieplot";"4390190";6410;"6410_ve";"Versie 2.0";"Binnen";1;3,07492932108213;3,07492932108213;9;11;1;81,8181818181818;0
"Combinatie crikelplot en vegetatieplot";"4390190";6410;"6410_ve";"Versie 3";"Binnen";1;3,07492932108213;3,07492932108213;8;13;2;61,5384615384615;0
"Combinatie crikelplot en vegetatieplot";"4501586";6120;"6120";"Versie 2.0";"Binnen";0,3;5,92188661716822;1,77656598515047;8;8;0;100;1
"Combinatie crikelplot en vegetatieplot";"4501586";6120;"6120";"Versie 3";"Binnen";0,3;5,92188661716822;1,77656598515047;8;10;1;80;0
"Combinatie crikelplot en vegetatieplot";"455349";1330;"1330_hpr";"Versie 2.0";"Binnen";0,93;6,62466184943237;6,16093551997211;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"455349";1330;"1330_hpr";"Versie 3";"Binnen";0,93;6,62466184943237;6,16093551997211;6;6;0;100;1
"Combinatie crikelplot en vegetatieplot";"4598982";6410;"6410_mo";"Versie 2.0";"Binnen";0,5;0,365917673627072;0,182958836813536;11;11;0;100;1
"Combinatie crikelplot en vegetatieplot";"4598982";6410;"6410_mo";"Versie 3";"Binnen";0,5;0,365917673627072;0,182958836813536;13;13;0;100;1
"Combinatie crikelplot en vegetatieplot";"4599942";6410;"6410_ve";"Versie 2.0";"Binnen";1;3,07492932108213;3,07492932108213;9;11;1;81,8181818181818;0
