"ID";"IDPlots";"Habitattype";"Versie";"Indicator";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"Meting"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"36,202";">=";"10";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;"Vegetatieplot"
"IV2017010616490548";19510;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"4";TRUE;"Cirkelplot"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"2";"<=";"30";TRUE;"Cirkelplot"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"24,72832";"<=";"30";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"41,8545028";">=";"10";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1";"<=";"10";TRUE;"Vegetatieplot"
"IV2017010616490548";19510;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"7";">=";"4";TRUE;"Cirkelplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"2";"<=";"10";TRUE;"Cirkelplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"24,736";"<=";"50";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017010617551993";19510;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"72,352";">=";"50";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"hoogveenontwikkeling";"aantal soorten hoogveenontwikkeling";"1";">=";"1";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"horizontale structuur";"oppervlakte moeras in ha";NA;">=";"0,1";NA;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"horizontale structuur";"bedekking drijflaag";NA;">=";"10";NA;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"horizontale structuur";"bedekking open water";NA;">=";"10";NA;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"horizontale structuur";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;"Vegetatieplot"
"IV2017012711062779";23086;"7140_oli";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"4";">=";"3";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"structuurschade";"bedekking structuurschade";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"veenmossen";"bedekking veenmoslaag";"90";">=";"10";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"verbossing";"bedekking verbossing";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"vergrassing/vermossing";"bedekking vergrassing/vermossing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 2.0";"verruiging";"bedekking verruiging";"2";"<";"10";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"97,428736";">=";"30";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"bedekking veenmossen";"bedekking veenmossen";"90";">=";"30";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012711062779";23086;"7140_oli";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"7";">=";"3";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"structuurschade";"bedekking structuurschade";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"vergrassing";"bedekking vergrassing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012711193298";23086;"7140_oli";"Versie 3";"verruiging";"bedekking verruiging";"2";"<=";"10";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten (excl. heen)";"cd";">=";"f";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"0";"<=";"50";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"horizontale structuur";"goed ontwikkelde structuur";NA;"=";"1";NA;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"microreliëf";"microreliëf aanwezig";"1";"=";"1";TRUE;"Cirkelplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"overgang naar rbbmr";"bedekking riet";"0";"<";"90";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 2.0";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"20";"<=";"41,788";TRUE;"Vegetatieplot"
"IV2017011215162577";37557;"1330_hpr";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"2";TRUE;"Cirkelplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"41,788";">=";"30";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"dominantie van één soort";"dominantie van een soort";"0";"<";"70";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"horizontale structuur";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"microreliëf";"bedekking microrelief";"100";">=";"T";TRUE;"Cirkelplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"overgang naar rbbzil";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"20";"<=";"41,788";TRUE;"Vegetatieplot"
"IV2017011215184680";37557;"1330_hpr";"Versie 3";"rietontwikkeling";"bedekking";"Afwezig";"<=";"T";TRUE;"Vegetatieplot"
"IV2017011215162577";37557;"1330_hpr";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"2";TRUE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"12,88";">=";"10";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;"Vegetatieplot"
"IV2017012712420281";58433;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"23,2";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"12";">=";"10";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012712420281";58433;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"1";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"23,2";"<=";"50";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"1";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012713022515";58433;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"1";">=";"10";FALSE;"Vegetatieplot"
"IV2017012522043706";59090;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"3";">=";"4";FALSE;"Cirkelplot"
"IV2017012522232265";59090;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"5";"<=";"30";TRUE;"Cirkelplot"
"IV2017012522232265";59090;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"20";"<=";"10";FALSE;"Cirkelplot"
"IV2017012522232265";59090;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"1";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"51,4";"<=";"30";FALSE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"1";">=";"10";FALSE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"39,488626";"<=";"10";FALSE;"Vegetatieplot"
"IV2017012522043706";59090;"6230_ha";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"4";TRUE;"Cirkelplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"strooisellaag";"bedekking strooisellaag";"5";"<=";"10";TRUE;"Cirkelplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"verbossing";"bedekking verbossing";"20";"<=";"10";FALSE;"Cirkelplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"verbraming";"bedekking verbraming";"1";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"46";"<=";"50";TRUE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"vermossing";"bedekking vermossing";"2";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012522232265";59090;"6230_ha";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"2,9701";"<=";"10";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"72,28";">=";"10";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"hoogopschietende soorten";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"horizontale structuur";"aantal levensvormen aanwezig";"3";"=";"3";TRUE;"Vegetatieplot"
"IV2017013013060304";87250;"6230_hn";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"4";TRUE;"Cirkelplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"2";"<=";"30";TRUE;"Cirkelplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 2.0";"vervilting";"bedekking vervilting";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"72,5572";">=";"10";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017013013060304";87250;"6230_hn";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"4";TRUE;"Cirkelplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"strooisellaag";"bedekking strooisellaag";"2";"<=";"10";TRUE;"Cirkelplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"0";"<=";"50";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017013013143717";87250;"6230_hn";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"0";">=";"10";FALSE;"Vegetatieplot"
"IV2017012613001528";89810;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017012613170767";89810;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017012613170767";89810;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012613170767";89810;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"58,42";"<=";"30";FALSE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"3,9502";">=";"10";FALSE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"1,99";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012613001528";89810;"6230_ha";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"5";">=";"4";TRUE;"Cirkelplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"60,0832";"<=";"50";FALSE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"vermossing";"bedekking vermossing";"1";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012613170767";89810;"6230_ha";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"1";"<=";"10";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"(korst)moslaag";"bedekking moslaag";"10,6828";">=";"10";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"bedekking sleutel- en overige soorten";"totale bedekking sleutelsoorten";"60";">=";"30";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"bedekking sleutel- en overige soorten";"totale bedekking sleutel- en overige soorten";"72,28";">=";"50";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"dominantie van één soort";"dominantie van een soort";"60";"<=";"70";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"horizontale structuur";"bedekking drijflaag";NA;">=";"10";NA;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"horizontale structuur";"bedekking open water";NA;">=";"10";NA;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"horizontale structuur";"oppervlakte moeras in ha";NA;">=";"0,1";NA;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"horizontale structuur";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;"Vegetatieplot"
"IV2017021515592266";103094;"7140_meso";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"70";"<=";"30";FALSE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"structuurschade";"bedekking structuurschade";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"verbossing";"bedekking verbossing";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"verruiging/vermossing/vergrassing";"bedekking verruiging/vergrassing/vermossing";"1";"<=";"30";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 2.0";"verruiging/vermossing/vergrassing";"gemiddelde vegetatiehoogte in cm";NA;"<=";"80";NA;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"(korst)moslaag";"bedekking moslaag";"10,6828";">=";"10";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"bedekking sleutel- en overige soorten";"bedekking sleutelsoorten";"60";">=";"30";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"dominantie van één soort";"dominantie van een soort excl. draadzegge";"60";"<=";"70";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017021515592266";103094;"7140_meso";"Versie 3";"invasieve exoten";"bedekking invasieve exoten";"0";"=";"0";TRUE;"Cirkelplot"
"IV2017021515592266";103094;"7140_meso";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"strooisellaag";"bedekking strooisellaag";"70";"<=";"30";FALSE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"structuurschade";"bedekking structuurschade";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"vergrassing";"bedekking vergrassing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017021516075256";103094;"7140_meso";"Versie 3";"verruiging";"bedekking verruiging";"30,7";"<=";"30";FALSE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"0";">=";"10";FALSE;"Vegetatieplot"
"IV2017012013020416";116950;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"0";">=";"4";FALSE;"Cirkelplot"
"IV2017012013095674";116950;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017012013095674";116950;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012013095674";116950;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"22,56";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"4";">=";"10";FALSE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012013020416";116950;"6230_ha";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"1";">=";"4";FALSE;"Cirkelplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"31,8528";"<=";"50";TRUE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"vermossing";"bedekking vermossing";"1";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012013095674";116950;"6230_ha";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"0";">=";"10";FALSE;"Vegetatieplot"
"IV2017012521020429";141010;"6230_ha";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"0";">=";"4";FALSE;"Cirkelplot"
"IV2017012521104081";141010;"6230_ha";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017012521104081";141010;"6230_ha";"Versie 2.0";"verbossing/verstruweling";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012521104081";141010;"6230_ha";"Versie 2.0";"verruiging";"bedekking verruiging";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 2.0";"vervilting";"bedekking vervilting";"8,85070000000001";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"0";">=";"10";FALSE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"eutrofiëring";"bedekking eutrofiëring";"47,0746";"<=";"10";FALSE;"Vegetatieplot"
"IV2017012521020429";141010;"6230_ha";"Versie 3";"sleutelsoorten";"aantal sleutelsoorten";"2";">=";"4";FALSE;"Cirkelplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"strooisellaag";"bedekking strooisellaag";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"verbossing";"bedekking verbossing";"0";"<=";"10";TRUE;"Cirkelplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"verbraming";"bedekking verbraming";"0";"<=";"10";TRUE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"vergrassing inclusief vervilting";"bedekking vergrassing";"7,93";"<=";"50";TRUE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"vermossing";"bedekking vermossing";"0";"<=";"30";TRUE;"Vegetatieplot"
"IV2017012521104081";141010;"6230_ha";"Versie 3";"verruiging inclusief ruderalisering";"bedekking verruiging";"1";"<=";"10";TRUE;"Vegetatieplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"bedekking sleutelsoorten";"bedekking sleutelsoorten";"36,83998";">=";"50";FALSE;"Vegetatieplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"hoogveenontwikkeling";"aantal soorten hoogveenontwikkeling";"2";">=";"1";TRUE;"Vegetatieplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"oppervlakte moeras in ha";NA;">=";"0,1";NA;"Vegetatieplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"bedekking drijflaag";NA;">=";"10";NA;"Vegetatieplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"bedekking open water";NA;">=";"10";NA;"Vegetatieplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"horizontale structuur";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;"Vegetatieplot"
"IV2017020318560367";170798;"7140_oli";"Versie 2.0";"sleutelsoorten";"aantal sleutelsoorten";"6";">=";"3";TRUE;"Cirkelplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"strooisellaag";"bedekking strooisellaag";"0";"<=";"30";TRUE;"Cirkelplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"structuurschade";"bedekking structuurschade";"0";"<";"10";TRUE;"Cirkelplot"
"IV2017020319064156";170798;"7140_oli";"Versie 2.0";"veenmossen";"bedekking veenmoslaag";"91";">=";"10";TRUE;"Vegetatieplot"
