"";"ID";"OriginalName";"Waarde";"Kenmerk";"TypeKenmerk";"Type";"Invoertype";"Eenheid";"Vegetatielaag"
"719";"AN_BLA_001_3130n_17";"Calamagrostis canescens (Weber) Roth";"r";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"720";"AN_BLA_001_3130n_17";"Juncus effusus L.";"o";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"721";"AN_BLA_001_3130n_17";"Lythrum salicaria L.";"o";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"722";"AN_BLA_001_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"723";"AN_BLA_001_3130n_17";"Crassula helmsii (T. Kirk) Cock.";"r";"Crassula helmsii (T. Kirk) Cock.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"724";"AN_BLA_001_3130n_17";"Elatine hexandra (Lapierre) DC.";"o";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"725";"AN_BLA_001_3130n_17";"Eleocharis acicularis (L.) Roem. et Schult.";"o";"Eleocharis acicularis (L.) Roem. et Schult.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"726";"AN_BLA_001_3130n_17";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"727";"AN_BLA_001_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"728";"AN_BLA_001_3130n_17";"Juncus bulbosus L.";"o";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"729";"AN_BLA_001_3130n_17";"Sphagnum";"o";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"730";"AN_SEL_002_3150_17";"Ceratophyllum demersum L.";"cd";"Ceratophyllum demersum L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"731";"AN_SEL_002_3150_17";"Glyceria maxima (Hartm.) Holmberg";"o";"Glyceria maxima (Hartm.) Holmberg";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"732";"AN_SEL_002_3150_17";"Lemna";"a";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"733";"AN_SEL_002_3150_17";"Lemna polyrhiza L.";"f";"Lemna polyrhiza L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"734";"AN_SEL_002_3150_17";"Hydrocharis morsus-ranae L.";"cd";"Hydrocharis morsus-ranae L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"735";"VB_VIE_004_3150_17";"Ceratophyllum demersum L.";"d";"Ceratophyllum demersum L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"736";"VB_VIE_004_3150_17";"Glyceria maxima (Hartm.) Holmberg";"r";"Glyceria maxima (Hartm.) Holmberg";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"737";"VB_VIE_004_3150_17";"kroossoorten";"o";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"738";"VB_VIE_004_3150_17";"Elodea nuttallii (Planch.) St John";"o";"Elodea nuttallii (Planch.) St John";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"739";"VB_VIE_004_3150_17";"Hydrocharis morsus-ranae L.";"f";"Hydrocharis morsus-ranae L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"740";"VB_VIE_004_3130a_17";"Agrostis canina L.";"r";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"741";"VB_VIE_004_3130a_17";"Agrostis stolonifera L.";"o";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"742";"VB_VIE_004_3130a_17";"Ceratophyllum demersum L.";"d";"Ceratophyllum demersum L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"743";"VB_VIE_004_3130a_17";"Glyceria maxima (Hartm.) Holmberg";"r";"Glyceria maxima (Hartm.) Holmberg";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"744";"VB_VIE_004_3130a_17";"Juncus effusus L.";"r";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"745";"VB_VIE_004_3130a_17";"kroossoorten";"o";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"746";"VB_VIE_004_3130a_17";"Lythrum salicaria L.";"o";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"747";"VB_VIE_004_3130a_17";"Typha";"f";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"748";"VB_VIE_004_3130a_17";"Elodea nuttallii (Planch.) St John";"o";"Elodea nuttallii (Planch.) St John";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"749";"VB_VIE_004_3130a_17";"Luronium natans (L.) Rafin.";"r";"Luronium natans (L.) Rafin.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"750";"VB_VIE_004_3130a_17";"Scirpus fluitans L.";"f";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"751";"VB_VIE_004_3130a_17";"Agrostis canina L.";"r";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"752";"LI_DKV_002_3140_17";"Lemna";"o";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"753";"LI_DKV_002_3140_17";"Tolypella intricata (Trentep. ex Roth) Leonh.";"f";"Tolypella intricata (Trentep. ex Roth) Leonh.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"754";"AN_GSV_004_3140_17";"Draadwier spec.";"o";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"755";"AN_GSV_004_3140_17";"Chara globularis var. virgata (Kütz.) R.D. Wood";"a";"Chara globularis var. virgata (Kütz.) R.D. Wood";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"756";"AN_GSV_004_3150_17";"Draadwier spec.";"o";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"757";"AN_GSV_004_3150_17";"Utricularia australis R. Brown";"o";"Utricularia australis R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"758";"LI_MLV_010_3140_17";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"759";"LI_MLV_010_3140_17";"Lemna";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"760";"LI_MLV_010_3140_17";"Bolboschoenus yagara (Ohwi) A.E.Kozhevn.";"o";"Bolboschoenus yagara (Ohwi) A.E.Kozhevn.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"761";"LI_MLV_010_3140_17";"Crassula helmsii (T. Kirk) Cock.";"d";"Crassula helmsii (T. Kirk) Cock.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"762";"LI_MLV_010_3140_17";"Lindernia dubia (L.) Pennell";"o";"Lindernia dubia (L.) Pennell";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"763";"LI_MLV_010_3140_17";"Chara globularis var. virgata (Kütz.) R.D. Wood";"o";"Chara globularis var. virgata (Kütz.) R.D. Wood";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"764";"LI_MLV_010_3130n_17";"Agrostis stolonifera L.";"f";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"765";"LI_MLV_010_3130n_17";"Bidens";"f";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"766";"LI_MLV_010_3130n_17";"Calamagrostis canescens (Weber) Roth";"o";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"767";"LI_MLV_010_3130n_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"768";"LI_MLV_010_3130n_17";"Lythrum salicaria L.";"f";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"769";"LI_MLV_010_3130n_17";"Polygonum hydropiper L.";"o";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"770";"LI_MLV_010_3130n_17";"Typha";"a";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"771";"LI_MLV_010_3130n_17";"Bolboschoenus yagara (Ohwi) A.E.Kozhevn.";"o";"Bolboschoenus yagara (Ohwi) A.E.Kozhevn.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"772";"LI_MLV_010_3130n_17";"Crassula helmsii (T. Kirk) Cock.";"d";"Crassula helmsii (T. Kirk) Cock.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"773";"LI_MLV_010_3130n_17";"Lindernia dubia (L.) Pennell";"o";"Lindernia dubia (L.) Pennell";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"774";"LI_MLV_010_3130n_17";"Elatine hexandra (Lapierre) DC.";"f";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"775";"LI_MLV_010_3130n_17";"Eleocharis acicularis (L.) Roem. et Schult.";"f";"Eleocharis acicularis (L.) Roem. et Schult.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"776";"LI_MLV_010_3130n_17";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"777";"LI_MLV_010_3130a_17";"Agrostis stolonifera L.";"f";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"778";"LI_MLV_010_3130a_17";"Bidens";"f";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"779";"LI_MLV_010_3130a_17";"Calamagrostis canescens (Weber) Roth";"o";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"780";"LI_MLV_010_3130a_17";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"781";"LI_MLV_010_3130a_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"782";"LI_MLV_010_3130a_17";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"783";"LI_MLV_010_3130a_17";"Lythrum salicaria L.";"f";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"784";"LI_MLV_010_3130a_17";"Polygonum hydropiper L.";"o";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"785";"LI_MLV_010_3130a_17";"Typha";"a";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"786";"LI_MLV_010_3130a_17";"Bolboschoenus yagara (Ohwi) A.E.Kozhevn.";"o";"Bolboschoenus yagara (Ohwi) A.E.Kozhevn.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"787";"LI_MLV_010_3130a_17";"Crassula helmsii (T. Kirk) Cock.";"d";"Crassula helmsii (T. Kirk) Cock.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"788";"LI_MLV_010_3130a_17";"Lindernia dubia (L.) Pennell";"o";"Lindernia dubia (L.) Pennell";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"789";"LI_MLV_010_3130a_17";"Apium inundatum (L.) Reichenb. f.";"f";"Apium inundatum (L.) Reichenb. f.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"790";"LI_MLV_010_3130a_17";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"791";"AN_RVS_002_3130n_17";"Agrostis stolonifera L.";"r";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"792";"AN_RVS_002_3130n_17";"Bidens";"r";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"793";"AN_RVS_002_3130n_17";"Calamagrostis canescens (Weber) Roth";"o";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"794";"AN_RVS_002_3130n_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"795";"AN_RVS_002_3130n_17";"Molinia caerulea (L.) Moench";"r";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"796";"AN_RVS_002_3130n_17";"Typha";"o";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"797";"AN_RVS_002_3130n_17";"Elatine hexandra (Lapierre) DC.";"f";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"798";"AN_RVS_002_3130n_17";"Eleocharis acicularis (L.) Roem. et Schult.";"f";"Eleocharis acicularis (L.) Roem. et Schult.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"799";"AN_RVS_002_3130n_17";"Molinia caerulea (L.) Moench";"r";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"800";"AN_RVS_002_3130n_17";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"801";"AN_BOG_001_3130a_17";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"802";"AN_BOG_001_3130a_17";"Bidens";"f";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"803";"AN_BOG_001_3130a_17";"Calamagrostis canescens (Weber) Roth";"f";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"804";"AN_BOG_001_3130a_17";"Draadwier spec.";"d";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"805";"AN_BOG_001_3130a_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"806";"AN_BOG_001_3130a_17";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"807";"AN_BOG_001_3130a_17";"Lythrum salicaria L.";"f";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"808";"AN_BOG_001_3130a_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"809";"AN_BOG_001_3130a_17";"Polygonum hydropiper L.";"o";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"810";"AN_BOG_001_3130a_17";"Typha";"f";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"811";"AN_BOG_001_3130a_17";"Lemna minuta Humb., Bonpl. et Kunth";"f";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"812";"AN_BOG_001_3130a_17";"Hypericum elodes L.";"f";"Hypericum elodes L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"813";"AN_BOG_001_3130a_17";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"814";"AN_BOG_001_3130a_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"815";"AN_BOG_001_3130a_17";"Drepanocladus fluitans";"o";"Drepanocladus fluitans";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"816";"AN_BOG_001_3130a_17";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"817";"AN_BOG_001_3130a_17";"Sphagnum";"f";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"818";"AN_BOG_001_3130n_17";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"819";"AN_BOG_001_3130n_17";"Bidens";"f";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"820";"AN_BOG_001_3130n_17";"Calamagrostis canescens (Weber) Roth";"f";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"821";"AN_BOG_001_3130n_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"822";"AN_BOG_001_3130n_17";"Lythrum salicaria L.";"f";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"823";"AN_BOG_001_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"824";"AN_BOG_001_3130n_17";"Polygonum hydropiper L.";"o";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"825";"AN_BOG_001_3130n_17";"Typha";"f";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"826";"AN_BOG_001_3130n_17";"Lemna minuta Humb., Bonpl. et Kunth";"f";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"827";"AN_BOG_001_3130n_17";"Elatine hexandra (Lapierre) DC.";"f";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"828";"AN_BOG_001_3130n_17";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"829";"AN_BOG_001_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"830";"AN_BOG_001_3130n_17";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"831";"AN_BOG_001_3130n_17";"Sphagnum";"f";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"832";"LI_MUN_002_3130n_17";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"833";"LI_MUN_002_3130n_17";"Agrostis stolonifera L.";"r";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"834";"LI_MUN_002_3130n_17";"Calamagrostis canescens (Weber) Roth";"o";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"835";"LI_MUN_002_3130n_17";"Glyceria fluitans (L.) R. Brown";"o";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"836";"LI_MUN_002_3130n_17";"Juncus effusus L.";"r";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"837";"LI_MUN_002_3130n_17";"Lythrum salicaria L.";"f";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"838";"LI_MUN_002_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"839";"LI_MUN_002_3130n_17";"Typha";"f";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"840";"LI_MUN_002_3130n_17";"Elatine hexandra (Lapierre) DC.";"o";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"841";"LI_MUN_002_3130n_17";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"842";"LI_MUN_002_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"843";"LI_MUN_002_3130n_17";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"844";"LI_MUN_002_3130n_17";"Sphagnum";"f";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"845";"LI_BOK_007_3130n_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"846";"LI_BOK_007_3130n_17";"Lythrum salicaria L.";"o";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"847";"LI_BOK_007_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"848";"LI_BOK_007_3130n_17";"Typha";"o";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"849";"LI_BOK_007_3130n_17";"Elatine hexandra (Lapierre) DC.";"a";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"850";"LI_BOK_007_3130n_17";"Eleocharis acicularis (L.) Roem. et Schult.";"r";"Eleocharis acicularis (L.) Roem. et Schult.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"851";"LI_BOK_007_3130n_17";"Eleocharis ovata (Roth) Roem. et Schult.";"o";"Eleocharis ovata (Roth) Roem. et Schult.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"852";"LI_BOK_007_3130n_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"853";"LI_BOK_007_3130n_17";"Juncus bulbosus L.";"o";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"854";"LI_BOK_007_3130a_17";"Draadwier spec.";"o";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"855";"LI_BOK_007_3130a_17";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"856";"LI_BOK_007_3130a_17";"kroossoorten";"o";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"857";"LI_BOK_007_3130a_17";"Lythrum salicaria L.";"o";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"858";"LI_BOK_007_3130a_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"859";"LI_BOK_007_3130a_17";"Potamogeton pusillus L.";"o";"Potamogeton pusillus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"860";"LI_BOK_007_3130a_17";"Typha";"o";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"861";"LI_BOK_007_3130a_17";"Pilularia globulifera L.";"r";"Pilularia globulifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"862";"LI_BOK_007_3130a_17";"Scirpus fluitans L.";"o";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"863";"LI_BOK_007_3130a_17";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"864";"LI_BOK_007_3130a_17";"Juncus bulbosus L.";"o";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"865";"OV_FON_001_3150_17";"Lemna";"r";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"866";"OV_FON_001_3150_17";"Myriophyllum spicatum L.";"r";"Myriophyllum spicatum L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"867";"OV_FON_001_3150_17";"Hydrocharis morsus-ranae L.";"r";"Hydrocharis morsus-ranae L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"868";"AN_ZAM_002_3150_17";"Ceratophyllum demersum L.";"d";"Ceratophyllum demersum L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"869";"AN_ZAM_002_3150_17";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"870";"AN_ZAM_002_3150_17";"Lemna";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"871";"AN_ZAM_002_3150_17";"Spirodela polyrhiza (L.) Schleid.";"o";"Spirodela polyrhiza (L.) Schleid.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"872";"AN_ZAM_002_3150_17";"Hydrocharis morsus-ranae L.";"f";"Hydrocharis morsus-ranae L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"873";"AN_GSV_006_3160_17";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"874";"AN_GSV_006_3160_17";"Bidens";"o";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"875";"AN_GSV_006_3160_17";"Juncus effusus L.";"r";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"876";"AN_GSV_006_3160_17";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"877";"AN_GSV_006_3160_17";"Bidens";"o";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"878";"AN_GSV_006_3160_17";"Juncus effusus L.";"r";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"879";"AN_GSV_006_3160_17";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"d";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"880";"AN_GSV_006_3160_17";"Utricularia minor L.";"f";"Utricularia minor L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"881";"AN_GSV_006_3160_17";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"882";"AN_GSV_006_3160_17";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"883";"AN_GSV_006_3160_17";"Juncus effusus L.";"r";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"884";"AN_GSV_006_3160_17";"Juncus bulbosus L.";"d";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"885";"AN_GSV_006_3160_17";"Juncus effusus L.";"r";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
