"";"ID";"OriginalName";"Waarde";"Kenmerk";"TypeKenmerk";"Type";"Invoertype";"Eenheid";"Vegetatielaag"
"1";"AN_MOL_003_3130a_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"2";"AN_MOL_003_3130a_16";"Calamagrostis canescens (Weber) Roth";"r";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"3";"AN_MOL_003_3130a_16";"Draadwier spec.";"o";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"4";"AN_MOL_003_3130a_16";"Juncus effusus L.";"a";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"5";"AN_MOL_003_3130a_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"6";"AN_MOL_003_3130a_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"7";"AN_MOL_003_3130a_16";"Potamogeton pusillus L.";"r";"Potamogeton pusillus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"8";"AN_MOL_003_3130a_16";"Typha";"r";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"9";"AN_MOL_003_3130a_16";"Elodea nuttallii (Planch.) St John";"r";"Elodea nuttallii (Planch.) St John";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"10";"AN_MOL_003_3130a_16";"Juncus canadensis J. Gay ex Laharpe";"r";"Juncus canadensis J. Gay ex Laharpe";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"11";"AN_MOL_003_3130a_16";"Pilularia globulifera L.";"f";"Pilularia globulifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"12";"AN_MOL_003_3130a_16";"Potamogeton polygonifolius Pourr.";"a";"Potamogeton polygonifolius Pourr.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"13";"AN_MOL_003_3130a_16";"Scirpus fluitans L.";"f";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"14";"AN_MOL_003_3130a_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"15";"AN_MOL_003_3130a_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"16";"AN_MOL_003_3130a_16";"Juncus bulbosus L.";"o";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"17";"AN_MOL_003_3130a_16";"Sphagnum";"a";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"18";"AN_MOL_003_3160_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"19";"AN_MOL_003_3160_16";"Hydrocotyle vulgaris L.";"f";"Hydrocotyle vulgaris L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"20";"AN_MOL_003_3160_16";"Juncus effusus L.";"a";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"21";"AN_MOL_003_3160_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"22";"AN_MOL_003_3160_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"23";"AN_MOL_003_3160_16";"Phragmites australis (Cav.) Steud.";"o";"Phragmites australis (Cav.) Steud.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"24";"AN_MOL_003_3160_16";"Typha";"r";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"25";"AN_MOL_003_3160_16";"Hydrocotyle vulgaris L.";"f";"Hydrocotyle vulgaris L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"26";"AN_MOL_003_3160_16";"Juncus effusus L.";"a";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"27";"AN_MOL_003_3160_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"28";"AN_MOL_003_3160_16";"Phragmites australis (Cav.) Steud.";"o";"Phragmites australis (Cav.) Steud.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"29";"AN_MOL_003_3160_16";"Typha";"r";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"30";"AN_MOL_003_3160_16";"Elodea nuttallii (Planch.) St John";"r";"Elodea nuttallii (Planch.) St John";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"31";"AN_MOL_003_3160_16";"Juncus canadensis J. Gay ex Laharpe";"r";"Juncus canadensis J. Gay ex Laharpe";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"32";"AN_MOL_003_3160_16";"Rhynchospora alba (L.) Vahl";"r";"Rhynchospora alba (L.) Vahl";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"33";"AN_MOL_003_3160_16";"Sparganium natans L.";"f";"Sparganium natans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"34";"AN_MOL_003_3160_16";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";"o";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"35";"AN_MOL_003_3160_16";"Utricularia minor L.";"f";"Utricularia minor L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"36";"AN_MOL_003_3160_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"37";"AN_MOL_003_3160_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"38";"AN_MOL_003_3160_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"39";"AN_MOL_003_3160_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"40";"AN_MOL_003_3160_16";"Juncus effusus L.";"a";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"41";"AN_TVG_004_3130a_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"42";"AN_TVG_004_3130a_16";"Bidens";"r";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"43";"AN_TVG_004_3130a_16";"Draadwier spec.";"d";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"44";"AN_TVG_004_3130a_16";"Glyceria fluitans (L.) R. Brown";"r";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"45";"AN_TVG_004_3130a_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"46";"AN_TVG_004_3130a_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"47";"AN_TVG_004_3130a_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"48";"AN_TVG_004_3130a_16";"Polygonum hydropiper L.";"r";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"49";"AN_TVG_004_3130a_16";"Typha";"o";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"50";"AN_TVG_004_3130a_16";"Lemna minuta Humb., Bonpl. et Kunth";"f";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"51";"AN_TVG_004_3130a_16";"Potamogeton polygonifolius Pourr.";"f";"Potamogeton polygonifolius Pourr.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"52";"AN_TVG_004_3130a_16";"Ranunculus ololeucos Lloyd";"o";"Ranunculus ololeucos Lloyd";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"53";"AN_TVG_004_3130a_16";"Scirpus fluitans L.";"f";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"54";"AN_TVG_004_3130a_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"55";"AN_TVG_004_3130a_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"56";"AN_TVG_004_3130a_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"57";"AN_TVG_004_3130a_16";"Sphagnum";"f";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"58";"LI_MAT_002_3140_16";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"59";"LI_MAT_002_3140_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"60";"LI_MAT_002_3140_16";"Lemna minuta Humb., Bonpl. et Kunth";"f";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"61";"LI_MAT_002_3140_16";"Chara globularis var. virgata (Kütz.) R.D. Wood";"o";"Chara globularis var. virgata (Kütz.) R.D. Wood";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"62";"LI_MAT_002_3130n_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"63";"LI_MAT_002_3130n_16";"Agrostis stolonifera L.";"o";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"64";"LI_MAT_002_3130n_16";"Calamagrostis canescens (Weber) Roth";"o";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"65";"LI_MAT_002_3130n_16";"Juncus effusus L.";"o";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"66";"LI_MAT_002_3130n_16";"Typha";"a";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"67";"LI_MAT_002_3130n_16";"Lemna minuta Humb., Bonpl. et Kunth";"f";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"68";"LI_MAT_002_3130n_16";"Elatine hexandra (Lapierre) DC.";"o";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"69";"LI_MAT_002_3130n_16";"Eleocharis acicularis (L.) Roem. et Schult.";"o";"Eleocharis acicularis (L.) Roem. et Schult.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"70";"LI_MAT_002_3130n_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"71";"LI_MAT_002_3130n_16";"Sphagnum";"o";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"72";"LI_MAT_002_3130a_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"73";"LI_MAT_002_3130a_16";"Agrostis stolonifera L.";"o";"Agrostis stolonifera L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"74";"LI_MAT_002_3130a_16";"Calamagrostis canescens (Weber) Roth";"o";"Calamagrostis canescens (Weber) Roth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"75";"LI_MAT_002_3130a_16";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"76";"LI_MAT_002_3130a_16";"Juncus effusus L.";"o";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"77";"LI_MAT_002_3130a_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"78";"AN_KDN_002_3130a_16";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"79";"AN_KDN_002_3130a_16";"Draadwier spec.";"o";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"80";"AN_KDN_002_3130a_16";"Glyceria fluitans (L.) R. Brown";"f";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"81";"AN_KDN_002_3130a_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"82";"AN_KDN_002_3130a_16";"Molinia caerulea (L.) Moench";"r";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"83";"AN_KDN_002_3130a_16";"Polygonum hydropiper L.";"o";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"84";"AN_KDN_002_3130a_16";"Hypericum elodes L.";"f";"Hypericum elodes L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"85";"AN_KDN_002_3130a_16";"Scirpus fluitans L.";"a";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"86";"AN_KDN_002_3130a_16";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"87";"AN_KDN_002_3130a_16";"Molinia caerulea (L.) Moench";"r";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"88";"AN_KDN_002_3130a_16";"Sphagnum";"o";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"89";"AN_KDN_002_3140_16";"Draadwier spec.";"r";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"90";"AN_KDN_002_3140_16";"Potamogeton coloratus Hornem.";"o";"Potamogeton coloratus Hornem.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"91";"AN_SNE_004_3130a_16";"Glyceria fluitans (L.) R. Brown";"o";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"92";"AN_SNE_004_3130a_16";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"93";"AN_SNE_004_3130a_16";"Scirpus fluitans L.";"o";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"94";"AN_SNE_004_3130a_16";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"95";"AN_SNE_004_3130a_16";"Drepanocladus fluitans";"o";"Drepanocladus fluitans";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"96";"AN_SNE_004_3130a_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"97";"AN_SNE_004_3130a_16";"Sphagnum";"a";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"98";"AN_SNE_004_3160_16";"Glyceria fluitans (L.) R. Brown";"o";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"99";"AN_SNE_004_3160_16";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"100";"AN_SNE_004_3160_16";"Glyceria fluitans (L.) R. Brown";"o";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"101";"AN_SNE_004_3160_16";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"a";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"102";"AN_SNE_004_3160_16";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"103";"AN_SNE_004_3160_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"104";"AN_SNE_004_3160_16";"Warnstorfia fluitans (Hedw.) Loeske";"o";"Warnstorfia fluitans (Hedw.) Loeske";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"105";"AN_SNE_004_3160_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"106";"AN_SNE_004_3160_16";"Warnstorfia fluitans (Hedw.) Loeske";"o";"Warnstorfia fluitans (Hedw.) Loeske";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"107";"LI_MAT_003_3150_16";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"108";"LI_MAT_003_3150_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"109";"LI_MAT_003_3150_16";"Lemna minuta Humb., Bonpl. et Kunth";"f";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"110";"LI_MAT_003_3150_16";"Utricularia australis R. Brown";"f";"Utricularia australis R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"111";"AN_KAL_007_3160_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"112";"AN_KAL_007_3160_16";"Hydrocotyle vulgaris L.";"f";"Hydrocotyle vulgaris L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"113";"AN_KAL_007_3160_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"114";"AN_KAL_007_3160_16";"Molinia caerulea (L.) Moench";"f";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"115";"AN_KAL_007_3160_16";"Hydrocotyle vulgaris L.";"f";"Hydrocotyle vulgaris L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"116";"AN_KAL_007_3160_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"117";"AN_KAL_007_3160_16";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"o";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"118";"AN_KAL_007_3160_16";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"119";"AN_KAL_007_3160_16";"Molinia caerulea (L.) Moench";"f";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"120";"AN_KAL_007_3160_16";"Warnstorfia fluitans (Hedw.) Loeske";"f";"Warnstorfia fluitans (Hedw.) Loeske";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"121";"AN_KAL_007_3160_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"122";"AN_KAL_007_3160_16";"Warnstorfia fluitans (Hedw.) Loeske";"f";"Warnstorfia fluitans (Hedw.) Loeske";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"123";"LI_OPH_005_3160_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"124";"LI_OPH_005_3160_16";"Glyceria fluitans (L.) R. Brown";"f";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"125";"LI_OPH_005_3160_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"126";"LI_OPH_005_3160_16";"Molinia caerulea (L.) Moench";"d";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"127";"LI_OPH_005_3160_16";"Glyceria fluitans (L.) R. Brown";"f";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"128";"LI_OPH_005_3160_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"129";"LI_OPH_005_3160_16";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"f";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"130";"LI_OPH_005_3160_16";"Utricularia minor L.";"f";"Utricularia minor L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"131";"LI_OPH_005_3160_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"132";"LI_OPH_005_3160_16";"Molinia caerulea (L.) Moench";"d";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"133";"LI_OPH_005_3160_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"134";"LI_OPH_005_3160_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"135";"LI_OPH_005_3160_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"136";"AN_KAL_004_3130a_16";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"137";"AN_KAL_004_3130a_16";"Glyceria fluitans (L.) R. Brown";"r";"Glyceria fluitans (L.) R. Brown";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"138";"AN_KAL_004_3130a_16";"Juncus effusus L.";"o";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"139";"AN_KAL_004_3130a_16";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"140";"AN_KAL_004_3130a_16";"Littorella uniflora (L.) Aschers.";"r";"Littorella uniflora (L.) Aschers.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"141";"AN_KAL_004_3130a_16";"Agrostis canina L.";"f";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"142";"AN_KAL_004_3130a_16";"Molinia caerulea (L.) Moench";"a";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"143";"AN_KAL_004_3130a_16";"Drepanocladus fluitans";"f";"Drepanocladus fluitans";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"144";"AN_KAL_004_3130a_16";"Juncus bulbosus L.";"f";"Juncus bulbosus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"145";"AN_KAL_004_3130a_16";"Sphagnum";"a";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"146";"LI_MAT_001_3130n_16";"Juncus effusus L.";"o";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"147";"LI_MAT_001_3130n_16";"Lythrum salicaria L.";"o";"Lythrum salicaria L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"148";"LI_MAT_001_3130n_16";"Polygonum hydropiper L.";"o";"Polygonum hydropiper L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"149";"LI_MAT_001_3130n_16";"Typha";"f";"Typha";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"150";"LI_MAT_001_3130n_16";"Lemna minor L.";"f";"Lemna minor L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"151";"LI_MAT_001_3130n_16";"Elatine hexandra (Lapierre) DC.";"o";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"152";"LI_MAT_001_3130n_16";"Sphagnum";"f";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"153";"AN_TUR_001_3130a_16";"Draadwier spec.";"f";"Draadwier";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"154";"AN_TUR_001_3130a_16";"Juncus effusus L.";"f";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"155";"AN_TUR_001_3130a_16";"kroossoorten";"f";"Lemna";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"156";"AN_TUR_001_3130a_16";"Molinia caerulea (L.) Moench";"f";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"157";"AN_TUR_001_3130a_16";"Potamogeton polygonifolius Pourr.";"a";"Potamogeton polygonifolius Pourr.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"158";"AN_TUR_001_3130a_16";"Scirpus fluitans L.";"f";"Scirpus fluitans L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"159";"AN_TUR_001_3130a_16";"Molinia caerulea (L.) Moench";"f";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"160";"AN_TUR_001_3130a_16";"Sphagnum";"o";"Sphagnum";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"161";"AN_BEE_001_3130n_16";"Agrostis canina L.";"o";"Agrostis canina L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"162";"AN_BEE_001_3130n_16";"Bidens";"o";"Bidens";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"163";"AN_BEE_001_3130n_16";"Glyceria maxima (Hartm.) Holmberg";"o";"Glyceria maxima (Hartm.) Holmberg";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"164";"AN_BEE_001_3130n_16";"Juncus effusus L.";"a";"Juncus effusus L.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"165";"AN_BEE_001_3130n_16";"Molinia caerulea (L.) Moench";"o";"Molinia caerulea (L.) Moench";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"166";"AN_BEE_001_3130n_16";"Lemna minuta Humb., Bonpl. et Kunth";"o";"Lemna minuta Humb., Bonpl. et Kunth";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
"167";"AN_BEE_001_3130n_16";"Elatine hexandra (Lapierre) DC.";"f";"Elatine hexandra (Lapierre) DC.";"soort_Latijn";"Categorie";"TANSLEY MEREN";NA;NA
