"";"ID";"Criterium";"Indicator";"Voorwaarde";"Type";"Invoertype";"Eenheid";"Waarde"
"205";"LI_HAG_002_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"206";"LI_HAG_004_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"207";"LI_HAG_004_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"208";"LI_HAG_004_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"209";"LI_HOE_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"210";"LI_HOE_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"211";"LI_JUF_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"212";"LI_JUF_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"213";"LI_JUF_001_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"214";"LI_LAN_008_3150_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"215";"LI_LOM_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;1
"216";"LI_LOM_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"217";"LI_MAT_001_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"218";"LI_MAT_002_3130a_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"219";"LI_MAT_002_3130a_16";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"220";"LI_MAT_002_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"221";"LI_MAT_002_3140_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"222";"LI_MAT_002_3140_16";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;1
"223";"LI_MAT_003_3150_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"224";"LI_MAT_004_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"225";"LI_MAT_007_3140_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"226";"LI_MAT_007_3140_16";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;1
"227";"LI_MAT_007_3150_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"228";"LI_MAT_009_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"229";"LI_MAT_011_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"230";"LI_MAT_012_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"231";"LI_MLV_002_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"232";"LI_MLV_010_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"233";"LI_MLV_010_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"234";"LI_MLV_010_3130n_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"235";"LI_MLV_010_3140_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"236";"LI_MLV_010_3140_17";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;1
"237";"LI_MLV_011_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"238";"LI_MLV_014_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"239";"LI_MLV_016_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"240";"LI_MLV_016_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;1
"241";"LI_MLV_016_3130n_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"242";"LI_MLV_016_3140_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"243";"LI_MLV_016_3140_17";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;1
"244";"LI_MLV_026_3130a_16";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"245";"LI_MLV_026_3130a_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"246";"LI_MLV_026_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"247";"LI_MOB_001_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"248";"LI_MOB_001_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"249";"LI_MUN_002_3130n_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"250";"LI_PIJ_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"251";"LI_PIJ_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"252";"LI_SBB_004_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"253";"LI_SBB_005_3130a_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"254";"LI_SBB_005_3130a_16";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;1
"255";"LI_SCH_001_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"256";"LI_SLU_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"257";"LI_SLU_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"258";"LI_SLU_001_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"259";"LI_TEU_004_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"260";"LI_TEU_004_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"261";"LI_TEU_005_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"262";"LI_TEU_005_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"263";"LI_TOM_001_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"264";"LI_TOM_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"265";"LI_TOM_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"266";"LI_TOM_002_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"267";"LI_VZB_003_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"268";"LI_VZB_003_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"269";"LI_VZB_005_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"270";"LI_VZB_005_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"271";"LI_WIK_002_3130a_16";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;1
"272";"LI_WIK_002_3130a_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"273";"LI_WIK_005_3130a_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"274";"LI_WIK_005_3130a_16";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"275";"LI_WIK_007_3130a_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"276";"LI_WIK_007_3130a_16";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"277";"LI_WIK_007_3130n_16";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"278";"LI_WIK_008_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"279";"LI_WIK_008_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"280";"LI_ZUT_001_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"281";"LI_ZUT_001_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"282";"LI_ZUT_001_3140_17";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;0
"283";"LI_ZUT_001_3140_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"284";"OV_DAM_001_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"285";"OV_DON_003_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"286";"OV_FON_001_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"287";"OV_FON_002_3140_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"288";"OV_FON_002_3140_17";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;0
"289";"OV_KRA_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"290";"OV_KRA_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;1
"291";"OV_KRA_001_3130n_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;1
"292";"OV_KRA_001_3130n_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"293";"OV_LIN_001_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"294";"OV_STB_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"295";"OV_STB_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"296";"OV_STB_002_3140_17";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"Ja/nee";NA;NA;1
"297";"OV_STB_002_3140_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"298";"VB_ASD_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"299";"VB_ASD_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"300";"VB_KBL_001_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"301";"VB_KBL_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"302";"VB_KBL_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"303";"VB_KOR_001_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"304";"VB_VDB_001_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"305";"VB_VIE_004_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"306";"VB_VIE_004_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"307";"VB_VIE_004_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"308";"VB_VIN_002_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"309";"VB_VOR_002_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"310";"VB_VOR_003_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"311";"VB_VOR_005_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"312";"VB_VOR_005_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"313";"VB_VOR_005_3150_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"314";"WV_BBV_001_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"315";"WV_BBV_001_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"316";"WV_BBV_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"317";"WV_BBV_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"318";"WV_BBV_002_3130n_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"319";"WV_BBV_003_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"320";"WV_BBV_003_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"321";"WV_BUL_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"322";"WV_BUL_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"323";"WV_DAM_001_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";5
"324";"WV_GUP_001_3130a_18";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"325";"WV_GUP_001_3130a_18";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"326";"WV_GUP_002_3130a_17";"Structuur";"oeverzone ZW-zijde";"bomen tot op de oever";"Ja/nee";NA;NA;0
"327";"WV_GUP_002_3130a_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"328";"WV_GUP_002_3130n_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"329";"WV_KPV_001_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";0,5
"330";"WV_LEI_003_3150_17";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"Decimaal getal";NA;"m²";15
"331";"AN_ABH_007_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"332";"AN_ARE_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;6,5
"333";"AN_ARE_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;6,5
"334";"AN_BAS_001_3150_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,24
"335";"AN_BEE_001_3130a_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"336";"AN_BEE_001_3130n_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"337";"AN_BEE_002_3130a_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"338";"AN_BGO_001_3130a_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,83
"339";"AN_BGO_001_3130n_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,83
"340";"AN_BGO_001_3150_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,83
"341";"AN_BGO_002_3130a_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"342";"AN_BGO_002_3130n_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"343";"AN_BGO_002_3140_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"344";"AN_BGO_002_3160_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"345";"AN_BLA_001_3130a_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,7
"346";"AN_BLA_001_3130n_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,7
"347";"AN_BOG_001_3130a_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"348";"AN_BOG_001_3130n_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"349";"AN_DEB_001_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,18
"350";"AN_DES_004_3130a_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"351";"AN_DES_004_3160_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"352";"AN_DVH_001_3130n_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,95
"353";"AN_DVH_003_3130n_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;1,35
"354";"AN_DVH_004_3130n_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"355";"AN_DVH_004_3140_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"356";"AN_DVH_005_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;1
"357";"AN_DVH_005_3130n_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;1
"358";"AN_DVH_007_3130n_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"359";"AN_E10_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;4
"360";"AN_E10_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;4
"361";"AN_E10_001_3140_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;4
"362";"AN_E10_002_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;2,45
"363";"AN_E10_002_3150_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;2,45
"364";"AN_ENK_001_3160_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,35
"365";"AN_ENK_002_3130a_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,26
"366";"AN_ENK_002_3160_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,26
"367";"AN_GIE_001_3130a_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;5
"368";"AN_GIE_001_3130n_18";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;5
"369";"AN_GKH_001_3130n_18";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,95
"370";"AN_GRD_003_3130n_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"371";"AN_GRD_003_3140_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"372";"AN_GSV_002_3130n_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"373";"AN_GSV_003_3130a_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"374";"AN_GSV_004_3140_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"375";"AN_GSV_004_3150_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"376";"AN_GSV_005_3160_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"377";"AN_GSV_006_3160_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"378";"AN_HAZ_001_3140_14";"Structuur";"doorzicht";"voor diepe plassen : Secchi-diepte in m";"Decimaal getal";NA;NA;2,5
"379";"AN_KAL_003_3160_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"380";"AN_KAL_004_3130a_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"381";"AN_KAL_006_3160_17";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;4
"382";"AN_KAL_007_3160_16";"Structuur";"doorzicht";"voor ondiepe plassen: Secchi-diepte in m";"Decimaal getal";NA;NA;0,3
