"Schaal";"Periode";"TypeResultaat";"Versie";"Habitattype";"Habitatsubtype";"Criterium";"Indicator";"Belang";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";39;43,0960588041952;88,61;71,83;95,96
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";19;19,8127710971964;100;100;100
"Vlaanderen";2;"Habitattype";"Versie 2.0";"91E0";"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";174;215,117516972062;67,21;58,55;74,84
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen";99;116,463471228764;71,28;59,36;80,83
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"bosconstantie";"zb";"Buiten";75;98,6540457432985;62,42;50,31;73,14
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_sf";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";2;20,4896551724138;100;NA;NA
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";51;66,2011138962023;59,16;44,35;72,47
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";25;23,9007329514447;78,35;57,59;90,6
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";38;41,6171850506099;69,49;52,96;82,17
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";39;43,0960588041952;62,53;45,62;76,85
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";19;19,8127710971964;52,18;29,23;74,24
"Vlaanderen";2;"Habitattype";"Versie 3";"91E0";"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";174;215,117516972062;67,21;58,55;74,84
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen";99;116,463471228764;71,28;59,36;80,83
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"bosconstantie";"zb";"Buiten";75;98,6540457432985;62,42;50,31;73,14
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_sf";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";2;20,4896551724138;100;NA;NA
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";51;66,2011138962023;59,16;44,35;72,47
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";25;23,9007329514447;78,35;57,59;90,6
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";38;41,6171850506099;69,49;52,96;82,17
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";39;43,0960588041952;62,53;45,62;76,85
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";19;19,8127710971964;52,18;29,23;74,24
"Vlaanderen";2;"Habitattype";"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";172;194,627861799648;97,48;93,03;99,11
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen";97;95,97381605635;96,99;91,02;99,03
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"verticale structuur";"b";"Buiten";75;98,6540457432985;97,95;86,83;99,71
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Structuur";"verticale structuur";"b";"Binnen & Buiten";51;66,2011138962023;96,95;81,3;99,57
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Structuur";"verticale structuur";"b";"Binnen & Buiten";25;23,9007329514447;96,27;77,54;99,49
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Structuur";"verticale structuur";"b";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";39;43,0960588041952;100;100;100
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Structuur";"verticale structuur";"b";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Vlaanderen";2;"Habitattype";"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";172;194,627861799648;97,48;93,03;99,11
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen";97;95,97381605635;96,99;91,02;99,03
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"verticale structuur";"b";"Buiten";75;98,6540457432985;97,95;86,83;99,71
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Structuur";"verticale structuur";"b";"Binnen & Buiten";51;66,2011138962023;96,95;81,3;99,57
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Structuur";"verticale structuur";"b";"Binnen & Buiten";25;23,9007329514447;96,27;77,54;99,49
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Structuur";"verticale structuur";"b";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";39;43,0960588041952;100;100;100
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Structuur";"verticale structuur";"b";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Vlaanderen";2;"Habitattype";"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";172;194,627861799648;81,21;74,09;86,72
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten";"b";"Binnen";97;95,97381605635;82,56;73,05;89,21
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"invasieve exoten";"b";"Buiten";75;98,6540457432985;79,89;68,52;87,88
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";51;66,2011138962023;84,91;69,81;93,2
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";25;23,9007329514447;86,7;65,67;95,69
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";38;41,6171850506099;79,63;63,61;89,74
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";39;43,0960588041952;80,65;64,39;90,58
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";19;19,8127710971964;66,7;42,1;84,66
"Vlaanderen";2;"Habitattype";"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";172;194,627861799648;92,63;87,65;95,7
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen";97;95,97381605635;88,21;80,21;93,25
"Vlaanderen";2;"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"verruiging";"zb";"Buiten";75;98,6540457432985;96,92;87,67;99,29
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Verstoring";"verruiging";"zb";"Binnen & Buiten";51;66,2011138962023;100;100;100
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Verstoring";"verruiging";"zb";"Binnen & Buiten";25;23,9007329514447;91,63;71,79;97,92
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Verstoring";"verruiging";"zb";"Binnen & Buiten";38;41,6171850506099;98,15;87,84;99,74
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";39;43,0960588041952;97,68;85,13;99,68
"Vlaanderen";2;"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Verstoring";"verruiging";"zb";"Binnen & Buiten";19;19,8127710971964;46,62;24,73;69,88
"Vlaanderen";2;"Habitattype";"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";172;194,627861799648;41,18;33,63;49,16
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen";97;95,97381605635;47,05;36,86;57,49
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"verruiging";"zb";"Buiten";75;98,6540457432985;35,46;24,86;47,72
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Verstoring";"verruiging";"zb";"Binnen & Buiten";51;66,2011138962023;50,22;36,03;64,36
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Verstoring";"verruiging";"zb";"Binnen & Buiten";25;23,9007329514447;18,17;7,42;38,08
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Verstoring";"verruiging";"zb";"Binnen & Buiten";38;41,6171850506099;65,82;49,18;79,3
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";39;43,0960588041952;30,52;17,8;47,11
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Verstoring";"verruiging";"zb";"Binnen & Buiten";19;19,8127710971964;10,14;2,57;32,55
"Vlaanderen";2;"Habitattype";"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";172;194,627861799648;86,3;80,01;90,84
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";97;95,97381605635;83,25;73,75;89,79
"Vlaanderen";2;"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";75;98,6540457432985;89,27;79,83;94,59
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";51;66,2011138962023;93,92;81,69;98,17
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";25;23,9007329514447;91,63;71,79;97,92
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";38;41,6171850506099;84,06;68,28;92,81
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";39;43,0960588041952;82,81;66,56;92,1
"Vlaanderen";2;"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";19;19,8127710971964;66,7;42,1;84,66
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";47;45,8407358636387;53,82;39,44;67,59
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen";28;27,0583910083736;53,74;35,35;71,16
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Buiten";19;18,7823448552651;53,95;31,91;74,54
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";47;45,8407358636387;53,82;39,44;67,59
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen";28;27,0583910083736;53,74;35,35;71,16
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Buiten";19;18,7823448552651;53,95;31,91;74,54
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";47;45,8407358636387;59,38;44,73;72,53
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen";28;27,0583910083736;57,13;38,41;74,01
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"bosconstantie";"zb";"Buiten";19;18,7823448552651;62,61;39,4;81,18
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";47;45,8407358636387;59,38;44,73;72,53
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen";28;27,0583910083736;57,13;38,41;74,01
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"bosconstantie";"zb";"Buiten";19;18,7823448552651;62,61;39,4;81,18
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";47;45,8407358636387;16,98;8,64;30,68
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";28;27,0583910083736;10,35;3,31;28,04
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";19;18,7823448552651;26,54;11,36;50,44
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";47;45,8407358636387;16,98;8,64;30,68
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";28;27,0583910083736;10,35;3,31;28,04
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";19;18,7823448552651;26,54;11,36;50,44
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";47;45,8407358636387;42,01;28,71;56,58
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen";28;27,0583910083736;71,17;51,82;85
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Buiten";19;18,7823448552651;0;0;0
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";47;45,8407358636387;42,01;28,71;56,58
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen";28;27,0583910083736;71,17;51,82;85
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Buiten";19;18,7823448552651;0;0;0
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen & Buiten";47;45,8407358636387;97,75;85,45;99,69
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"verticale structuur";"b";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen & Buiten";47;45,8407358636387;97,75;85,45;99,69
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Structuur";"verticale structuur";"b";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";47;45,8407358636387;53,27;38,92;67,11
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";28;27,0583910083736;56,61;37,92;73,6
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";19;18,7823448552651;48,46;27,36;70,13
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";47;45,8407358636387;48,85;34,82;63,06
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";28;27,0583910083736;52,92;34,6;70,48
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";19;18,7823448552651;42,98;23,02;65,53
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";47;45,8407358636387;25,89;15,24;40,43
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";28;27,0583910083736;36,93;21,12;56,16
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";19;18,7823448552651;9,98;2,44;32,93
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";47;45,8407358636387;51,95;37,69;65,9
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";28;27,0583910083736;62,06;43,1;77,94
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";19;18,7823448552651;37,39;18,82;60,6
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";47;45,8407358636387;91,71;79,58;96,92
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"invasieve exoten";"b";"Binnen";28;27,0583910083736;93,57;77,01;98,44
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"invasieve exoten";"b";"Buiten";19;18,7823448552651;89,04;64,85;97,28
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Verstoring";"ruderalisering";"zb";"Binnen & Buiten";47;45,8407358636387;93,41;81,28;97,88
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"ruderalisering";"zb";"Binnen";28;27,0583910083736;92,63;74,6;98,18
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"ruderalisering";"zb";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"verruiging";"zb";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen & Buiten";47;45,8407358636387;65,72;50,97;77,96
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen";28;27,0583910083736;57,15;38,44;74,03
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Verstoring";"verruiging";"zb";"Buiten";19;18,7823448552651;78,07;53,82;91,58
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";47;45,8407358636387;95,51;83,55;98,89
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";19;18,7823448552651;89,04;64,85;97,28
"Vlaanderen";2;"Habitattype";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";2;"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";59;60,8314353620715;40,1;28,02;53,52
"Vlaanderen";2;"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen";31;28,9586816338972;44,86;28,34;62,59
"Vlaanderen";2;"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Buiten";28;31,8727537281742;35,79;19,75;55,8
"Vlaanderen";2;"Habitattype";"Versie 3";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";59;60,8314353620715;40,1;28,02;53,52
"Vlaanderen";2;"SBZH";"Versie 3";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen";31;28,9586816338972;44,86;28,34;62,59
"Vlaanderen";2;"SBZH";"Versie 3";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Buiten";28;31,8727537281742;35,79;19,75;55,8
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";59;60,8314353620715;44,72;32,13;58,02
"Vlaanderen";2;"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen";31;28,9586816338972;44,89;28,3;62,71
"Vlaanderen";2;"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"bosconstantie";"zb";"Buiten";28;31,8727537281742;44,56;26,88;63,72
"Vlaanderen";2;"Habitattype";"Versie 3";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";59;60,8314353620715;44,72;32,13;58,02
"Vlaanderen";2;"SBZH";"Versie 3";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen";31;28,9586816338972;44,89;28,3;62,71
"Vlaanderen";2;"SBZH";"Versie 3";"9190";"9190";"Structuur";"bosconstantie";"zb";"Buiten";28;31,8727537281742;44,56;26,88;63,72
"Vlaanderen";2;"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";59;60,8314353620715;9,29;3,86;20,68
"Vlaanderen";2;"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";31;28,9586816338972;10,36;3,36;27,78
"Vlaanderen";2;"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";28;31,8727537281742;8,31;2,07;27,97
"Vlaanderen";2;"Habitattype";"Versie 3";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";59;60,8314353620715;9,29;3,86;20,68
