"";"CodeLocatie";"Waterloop";"X";"Y";"datum";"ID";"Habitattype";"Meetnet";"SGO";"SBZH";"IDToon";"Regio";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"337";"KleNe_06";NA;185945;209539;2015-06-26;"KleNe_06_26/06/2015";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";618;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"4";"Percentage";NA;"%";"observatie";100;TRUE;0,866666666666667
"338";"KleNe_06";NA;185945;209539;2015-06-26;"KleNe_06_26/06/2015";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";618;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"339";"KleNe_06";NA;185945;209539;2015-06-26;"KleNe_06_26/06/2015";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";618;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"340";"KleNe_06";NA;185945;209539;2015-06-26;"KleNe_06_26/06/2015";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";618;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"4";"Percentage";NA;"%";"observatie";100;TRUE;0,866666666666667
"341";"KleNe_06";NA;185945;209539;2015-06-26;"KleNe_06_26/06/2015";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";618;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.25";"Percentage";NA;"%";"observatie";100;FALSE;0,0025
"342";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,971428571428571
"343";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"344";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"345";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,933333333333333
"346";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.05";"Percentage";NA;"%";"observatie";100;TRUE;0,995
"347";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"60";"Decimaal getal";NA;"m²";"observatie";NA;TRUE;NA
"348";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,933333333333333
"349";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"350";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"351";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,933333333333333
"352";"LimnBerwijn";NA;244696;161436;2015-07-13;"LimnBerwijn_13/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Con";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.05";"Percentage";NA;"%";"observatie";100;FALSE;5e-04
"353";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,971428571428571
"354";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"355";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"356";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"357";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"358";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"60";"Decimaal getal";NA;"m²";"observatie";NA;TRUE;NA
"359";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,933333333333333
"360";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"361";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"362";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"363";"LimnDommel";NA;223811;213525;2015-07-09;"LimnDommel_9/07/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;0,005
"364";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,957142857142857
"365";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"366";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"367";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"368";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"369";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"0.5";"Decimaal getal";NA;"m²";"observatie";NA;FALSE;NA
"370";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"371";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"372";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"373";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"374";"LimnGroteNete";NA;199681;203396;2015-08-13;"LimnGroteNete_13/08/2015";"3260";"overige";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;0
"375";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;TRUE;0,428571428571428
"376";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"377";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"378";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"379";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"380";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"0.5";"Decimaal getal";NA;"m²";"observatie";NA;FALSE;NA
"381";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"382";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"383";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"384";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"385";"LimnKleineNete";NA;198940;214637;2015-08-13;"LimnKleineNete_13/08/2015";"3260";"overige";"10-50";"buiten";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;0,005
"386";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;TRUE;0,714285714285714
"387";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"388";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"389";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"25";"Percentage";NA;"%";"observatie";100;TRUE;0,166666666666667
"390";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.01";"Percentage";NA;"%";"observatie";100;TRUE;0,999
"391";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"0.5";"Decimaal getal";NA;"m²";"observatie";NA;FALSE;NA
"392";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;TRUE;0,333333333333333
"393";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"394";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"395";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"25";"Percentage";NA;"%";"observatie";100;TRUE;0,166666666666667
"396";"LoeNe_01";NA;196023;215574;2015-07-06;"LoeNe_01_6/07/2015";"3260";"MonitoringINBO_H3260";"10-50";"buiten";1309;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.01";"Percentage";NA;"%";"observatie";100;FALSE;1e-04
"397";"Maas_08";"Maas";248161,7;188823,1;2017-09-05;"Maas_08_5/09/2017";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";188;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,957142857142857
"398";"Maas_08";"Maas";248161,7;188823,1;2017-09-05;"Maas_08_5/09/2017";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";188;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"399";"Maas_08";"Maas";248161,7;188823,1;2017-09-05;"Maas_08_5/09/2017";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";188;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";29;FALSE;-1
"400";"Maas_08";"Maas";248161,7;188823,1;2017-09-05;"Maas_08_5/09/2017";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";188;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,833333333333333
"401";"Maas_08";"Maas";248161,7;188823,1;2017-09-05;"Maas_08_5/09/2017";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";188;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"402";"Maas_08";"Maas";248161,7;188823,1;2017-09-05;"Maas_08_5/09/2017";"3260";"MonitoringINBO_H3260";">50";"binnen_sa";188;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;"0.5";"Decimaal getal";NA;"m²";"observatie";NA;FALSE;NA
