"";"ID";"Habitattype";"Versie";"Kwaliteitsniveau";"Status";"Aggregatiemethode";"Index_min_min";"Index_min_harm";"Index_harm_harm"
"49";"GouLo_09_13/07/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"50";"GouLo_09_13/07/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"51";"GouLo_12_19/08/2016";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"52";"GouLo_12_19/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"53";"GroNe_10_2/06/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,498657117278424;0,498657117278424
"54";"GroNe_10_2/06/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,143884892086331;-0,0781149128469982
"55";"IttBe_01_27/07/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,495518085314034;0,497085955847816
"56";"IttBe_01_27/07/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,197986577181208;0,329608938547486
"57";"KaaBe_01_11/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"58";"KaaBe_01_11/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"59";"KleNe_03_18/07/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"60";"KleNe_03_18/07/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"61";"KleNe_06_26/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,463114754098361;0,473674585083245
"62";"KleNe_06_26/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,150916286456101;-0,0915490108823173
"63";"LimnBerwijn_13/07/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,481856331769933;0,48773095589256
"64";"LimnBerwijn_13/07/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,146937615461134;-0,0841406667175224
"65";"LimnDommel_9/07/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,485099337748344;0,488274278703153
"66";"LimnDommel_9/07/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,194140945096968;0,323419651158797
"67";"LimnGroteNete_13/08/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"68";"LimnGroteNete_13/08/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"69";"LimnKleineNete_13/08/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"70";"LimnKleineNete_13/08/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"71";"LoeNe_01_6/07/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"72";"LoeNe_01_6/07/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"73";"Maas_08_5/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"74";"Maas_08_5/09/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"75";"Maas_09_5/09/2017";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-0,222222222222222;0,0727069351230427;0,130451866404715
