"";"ID";"Habitattype";"Versie";"Kwaliteitsniveau";"Status";"Aggregatiemethode";"Index_min_min";"Index_min_harm";"Index_harm_harm"
"1";"AN_ABH_007_3130a_18";"3130_aom";"Versie 2.0";1;FALSE;"RapportageHR";-0,214285714285714;0,32;0,175909481777859
"2";"AN_ARE_001_3130a_18";"3130_aom";"Versie 2.0";1;FALSE;"RapportageHR";-0,0555555555555555;0,565789473684211;0,322936771404308
"3";"AN_ARE_001_3130n_18";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"4";"AN_BAS_001_3150_17";"3150";"Versie 2.0";1;TRUE;"RapportageHR";0;0,988764044943821;0,329577464788732
"5";"AN_BEE_001_3130a_16";"3130_aom";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"6";"AN_BEE_001_3130n_16";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"7";"AN_BEE_002_3130a_16";"3130_aom";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"8";"AN_BGO_001_3130a_17";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"9";"AN_BGO_001_3130n_17";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"10";"AN_BGO_001_3150_17";"3150";"Versie 2.0";1;TRUE;"RapportageHR";0;0,983050847457627;0,325810598485931
"11";"AN_BGO_002_3130a_17";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";0;0,888888888888889;0,299446559440236
"12";"AN_BGO_002_3130n_17";"3130_na";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"13";"AN_BGO_002_3140_17";"3140";"Versie 2.0";1;FALSE;"RapportageHR";0,8;4,4;0,887224669603524
"14";"AN_BGO_002_3160_17";"3160";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"15";"AN_BLA_001_3130a_17";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"16";"AN_BLA_001_3130n_17";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"17";"AN_BOG_001_3130a_17";"3130_aom";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"18";"AN_BOG_001_3130n_17";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"19";"AN_DEB_001_3130a_18";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"20";"AN_DES_004_3130a_16";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";0;0,615384615384616;0,224686476802372
"21";"AN_DES_004_3160_16";"3160";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"22";"AN_DVH_001_3130n_18";"3130_na";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"23";"AN_DVH_003_3130n_16";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"24";"AN_DVH_004_3130n_16";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"25";"AN_DVH_004_3140_16";"3140";"Versie 2.0";1;TRUE;"RapportageHR";0,833333333333333;4,5;0,91304347826087
"26";"AN_DVH_005_3130a_18";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";0,0833333333333333;1,06983240223464;0,394786298339046
"27";"AN_DVH_005_3130n_18";"3130_na";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"28";"AN_DVH_007_3130n_17";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"29";"AN_E10_001_3130a_18";"3130_aom";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"30";"AN_E10_001_3130n_18";"3130_na";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"31";"AN_E10_001_3140_18";"3140";"Versie 2.0";1;FALSE;"RapportageHR";-0,111111111111111;1,66666666666667;0,227595099935525
"32";"AN_E10_002_3130a_18";"3130_aom";"Versie 2.0";1;TRUE;"RapportageHR";0;0,983050847457627;0,325810598485931
"33";"AN_E10_002_3150_18";"3150";"Versie 2.0";1;TRUE;"RapportageHR";-0,5;0,193877551020408;-0,20271431025597
