"Meetnet";"ID";"IDPlots";"Date";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Belang";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"VoorwaardeID";"Combinatie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";"81";">=";"30";1;1886;"1886";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;143;"143";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"3";">=";"3";1;222;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";1;1989;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"1,86627952735";">=";"25";0;2194;"2194";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;71;"71";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"100";">=";"30";1;106;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"1";">";"10";0;511;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"1";"<";"40";1;1061;"1061";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"13";">=";"4";1;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";"81";">=";"30";1;1888;"1888";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;148;"148";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"3";">=";"3";1;205;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";1;1988;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"1,86627952735";">=";"25";0;2196;"2196";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;73;"73";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"1";">=";"7";0;504;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"100";">=";"30";1;104;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"s";">=";"B";0;1209;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112612190184";"ZSCPQ127";"2013-09-20";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"s";"<=";"ZS";0;935;"935";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"0";">=";"4";0;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1886;"1886";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;143;"143";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"1";">=";"3";0;222;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"0";">=";"1";0;1989;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";1;2194;"2194";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;71;"71";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"9,78532666666667";">=";"30";0;106;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"4";">";"10";0;511;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"60,4";"<";"40";0;1061;"1061";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"0";">=";"4";0;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1888;"1888";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;148;"148";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"1";">=";"3";0;205;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"0";">=";"1";0;1988;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";1;2196;"2196";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;73;"73";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"2";">=";"7";0;504;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"3,31666666666667";">=";"30";0;104;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"wt";">=";"B";0;1209;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613395719";"ZSCPQ074";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"t";"<=";"ZS";0;935;"935";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"5";">=";"4";1;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1886;"1886";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;143;"143";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"2";">=";"3";0;222;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";1;1989;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";1;2194;"2194";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;71;"71";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"16,4210553846154";">=";"30";0;106;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"4";">";"10";0;511;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"22,78";"<";"40";1;1061;"1061";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"5";">=";"4";1;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1888;"1888";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;148;"148";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"2";">=";"3";0;205;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";1;1988;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";1;2196;"2196";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;73;"73";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"2";">=";"7";0;504;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"4,58461538461539";">=";"30";0;104;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"t";">=";"B";0;1209;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112613475490";"ZSCPQ128";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"kb";"<=";"ZS";0;935;"935";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"15";">=";"4";1;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1886;"1886";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;143;"143";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"2";">=";"3";0;222;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";1;1989;"222 OR 1989";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";1;2194;"2194";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;71;"71";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2047;"2047";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"15,56556608";">=";"30";0;106;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"5";">";"10";0;511;"106 AND 511";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 2.0";"Verstoring";"ruderalisering";"zb";"bedekking ruderalisering";"27,73";"<";"40";1;1061;"1061";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"15";">=";"4";1;11;"11";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1888;"1888";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";"aantal exemplaren dik dood hout per ha";"0";">=";"1";0;148;"148";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"aantal groeiklassen aanwezig";"2";">=";"3";0;205;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";"groeiklasse 5 6 of 7 aanwezig";"1";">=";"1";1;1988;"205 OR 1988";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"minimum structuurareaal";"zb";"MSA";"53,1084832662";">=";"25";1;2196;"2196";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Structuur";"overstromingsregime";"zb";"aandeel overstromende vloeden";NA;">=";"40";NA;73;"73";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"grondvlak sleutelsoorten boom- en struiklaag";"100";">=";"70";1;2045;"2045";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aantal sleutelsoorten kruidlaag";"3";">=";"7";0;504;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"aandeel sleutelsoorten kruidlaag";"5,9402";">=";"30";0;104;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"bedekking sleutelsoorten kruidlaag";"t";">=";"B";0;1209;"1209 OR (504 AND 104)";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112614015766";"ZSCPQ130";"2013-09-23";"91E0";"91E0_sf";"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"bedekking invasieve exoten kruidlaag";"b";"<=";"ZS";0;935;"935";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112615285945";"ZSCPQ120";"2013-09-24";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"aandeel dood hout";"b";"aandeel dood hout";"14";">=";"4";1;13;"13";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
"MONEOS";"IV2013112615285945";"ZSCPQ120";"2013-09-24";"91E0";"91E0_sf";"Versie 2.0";"Structuur";"bosconstantie";"zb";"bosconstantie";NA;">=";"30";NA;1886;"1886";"Binnen";"Atlantic";1;10,2448275862069;10,2448275862069
