"Schaal";"TypeResultaat";"Versie";"Habitattype";"Habitatsubtype";"Criterium";"Indicator";"Belang";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";39;43,0960588041952;88,61;71,83;95,96
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";19;19,8127710971964;100;100;100
"Vlaanderen";"Habitattype";"Versie 3";"91E0";"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";202;536,827861799649;72,95;63,11;80,96
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen";126;393,07381605635;79,25;68,3;87,13
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_sf; 91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"verruiging";"zb";"Buiten";76;143,754045743298;55,71;28,32;80,02
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_sf";"Verstoring";"verruiging";"zb";"Binnen & Buiten";30;342,2;91,02;75,04;97,16
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Verstoring";"verruiging";"zb";"Binnen & Buiten";51;66,2011138962023;50,22;36,04;64,36
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Verstoring";"verruiging";"zb";"Binnen & Buiten";25;23,9007329514447;18,17;7,42;38,07
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Verstoring";"verruiging";"zb";"Binnen & Buiten";38;41,6171850506099;65,82;49,19;79,3
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";39;43,0960588041952;30,52;17,8;47,1
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Verstoring";"verruiging";"zb";"Binnen & Buiten";19;19,8127710971964;10,14;2,58;32,53
"Vlaanderen";"Habitattype";"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";172;194,627861799648;92,63;87,65;95,7
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"verruiging";"zb";"Binnen";97;95,97381605635;88,21;80,21;93,25
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"verruiging";"zb";"Buiten";75;98,6540457432985;96,92;87,67;99,29
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Verstoring";"verruiging";"zb";"Binnen & Buiten";51;66,2011138962023;100;100;100
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Verstoring";"verruiging";"zb";"Binnen & Buiten";25;23,9007329514447;91,63;71,79;97,92
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Verstoring";"verruiging";"zb";"Binnen & Buiten";38;41,6171850506099;98,15;87,84;99,74
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Verstoring";"verruiging";"zb";"Binnen & Buiten";39;43,0960588041952;97,68;85,13;99,68
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Verstoring";"verruiging";"zb";"Binnen & Buiten";19;19,8127710971964;46,62;24,73;69,88
"Vlaanderen";"Habitattype";"Versie 2.0";"91E0";"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";174;215,117516972062;67,21;58,55;74,84
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen";99;116,463471228764;71,28;59,36;80,83
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"bosconstantie";"zb";"Buiten";75;98,6540457432985;62,42;50,31;73,14
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_sf";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";2;20,4896551724138;100;NA;NA
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";51;66,2011138962023;59,16;44,35;72,47
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";25;23,9007329514447;78,35;57,59;90,6
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";38;41,6171850506099;69,49;52,96;82,17
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";39;43,0960588041952;62,53;45,62;76,85
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";19;19,8127710971964;52,18;29,23;74,24
"Vlaanderen";"Habitattype";"Versie 3";"91E0";"91E0_sf; 91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";174;215,117516972062;67,21;58,55;74,84
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_sf; 91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen";99;116,463471228764;71,28;59,36;80,83
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"bosconstantie";"zb";"Buiten";75;98,6540457432985;62,42;50,31;73,14
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_sf";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";2;20,4896551724138;100;NA;NA
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";51;66,2011138962023;59,16;44,35;72,47
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";25;23,9007329514447;78,35;57,59;90,6
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";38;41,6171850506099;69,49;52,96;82,17
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";39;43,0960588041952;62,53;45,62;76,85
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";19;19,8127710971964;52,18;29,23;74,24
"Vlaanderen";"Habitattype";"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";172;194,627861799648;97,48;93,03;99,11
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen";97;95,97381605635;96,99;91,02;99,03
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"verticale structuur";"b";"Buiten";75;98,6540457432985;97,95;86,83;99,71
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Structuur";"verticale structuur";"b";"Binnen & Buiten";51;66,2011138962023;96,95;81,3;99,57
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Structuur";"verticale structuur";"b";"Binnen & Buiten";25;23,9007329514447;96,27;77,54;99,49
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Structuur";"verticale structuur";"b";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";39;43,0960588041952;100;100;100
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Structuur";"verticale structuur";"b";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Vlaanderen";"Habitattype";"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";172;194,627861799648;97,48;93,03;99,11
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Structuur";"verticale structuur";"b";"Binnen";97;95,97381605635;96,99;91,02;99,03
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Structuur";"verticale structuur";"b";"Buiten";75;98,6540457432985;97,95;86,83;99,71
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Structuur";"verticale structuur";"b";"Binnen & Buiten";51;66,2011138962023;96,95;81,3;99,57
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Structuur";"verticale structuur";"b";"Binnen & Buiten";25;23,9007329514447;96,27;77,54;99,49
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Structuur";"verticale structuur";"b";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Structuur";"verticale structuur";"b";"Binnen & Buiten";39;43,0960588041952;100;100;100
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Structuur";"verticale structuur";"b";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Vlaanderen";"Habitattype";"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";172;194,627861799648;81,21;74,09;86,72
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten";"b";"Binnen";97;95,97381605635;82,56;73,05;89,21
"Vlaanderen";"SBZH";"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"invasieve exoten";"b";"Buiten";75;98,6540457432985;79,89;68,52;87,88
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_va";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";51;66,2011138962023;84,91;69,81;93,2
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vc";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";25;23,9007329514447;86,7;65,67;95,69
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vm";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";38;41,6171850506099;79,63;63,61;89,74
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vn";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";39;43,0960588041952;80,65;64,39;90,58
"Vlaanderen";"Habitatsubtype";"Versie 2.0";"91E0";"91E0_vo";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";19;19,8127710971964;66,7;42,1;84,66
"Vlaanderen";"Habitattype";"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";172;194,627861799648;86,3;80,01;90,84
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";97;95,97381605635;83,25;73,75;89,79
"Vlaanderen";"SBZH";"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";75;98,6540457432985;89,27;79,83;94,59
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_va";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";51;66,2011138962023;93,92;81,69;98,17
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vc";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";25;23,9007329514447;91,63;71,79;97,92
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vm";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";38;41,6171850506099;84,06;68,28;92,81
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vn";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";39;43,0960588041952;82,81;66,56;92,1
"Vlaanderen";"Habitatsubtype";"Versie 3";"91E0";"91E0_vo";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";19;19,8127710971964;66,7;42,1;84,66
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";47;45,8407358636387;57,57;42,99;70,94
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen";28;27,0583910083736;60,09;41,1;76,46
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Buiten";19;18,7823448552651;53,95;31,91;74,54
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";47;45,8407358636387;57,57;42,99;70,94
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Binnen";28;27,0583910083736;60,09;41,1;76,46
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"aandeel dood hout";"b";"Buiten";19;18,7823448552651;53,95;31,91;74,54
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";47;45,8407358636387;59,38;44,73;72,53
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen";28;27,0583910083736;57,13;38,41;74,01
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"bosconstantie";"zb";"Buiten";19;18,7823448552651;62,61;39,4;81,18
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";47;45,8407358636387;59,38;44,73;72,53
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"bosconstantie";"zb";"Binnen";28;27,0583910083736;57,13;38,41;74,01
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"bosconstantie";"zb";"Buiten";19;18,7823448552651;62,61;39,4;81,18
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";47;45,8407358636387;14,73;7,11;28,08
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";28;27,0583910083736;10,35;3,31;28,04
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";19;18,7823448552651;21,05;8,01;44,94
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";47;45,8407358636387;14,73;7,11;28,08
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";28;27,0583910083736;10,35;3,31;28,04
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";19;18,7823448552651;21,05;8,01;44,94
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";47;45,8407358636387;29,76;18,33;44,44
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";28;27,0583910083736;22,17;10,26;41,53
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";19;18,7823448552651;40,68;21,34;63,41
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";47;45,8407358636387;42,01;28,71;56,58
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen";28;27,0583910083736;71,17;51,82;85
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Buiten";19;18,7823448552651;0;0;0
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";47;45,8407358636387;42,01;28,71;56,58
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Binnen";28;27,0583910083736;71,17;51,82;85
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"minimum structuurareaal";"zb";"Buiten";19;18,7823448552651;0;0;0
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen & Buiten";47;45,8407358636387;97,75;85,45;99,69
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Structuur";"verticale structuur";"b";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen & Buiten";47;45,8407358636387;97,75;85,45;99,69
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"verticale structuur";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Structuur";"verticale structuur";"b";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";46;44,8110020448194;54,5;39,91;68,35
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";28;27,0583910083736;56,61;37,91;73,6
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";18;17,7526110364458;51,28;29,14;72,93
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";46;44,8110020448194;49,97;35,7;64,24
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";28;27,0583910083736;52,92;34,6;70,48
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";18;17,7526110364458;45,48;24,49;68,21
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";47;45,8407358636387;25,89;15,24;40,43
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";28;27,0583910083736;36,93;21,12;56,16
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";19;18,7823448552651;9,98;2,44;32,93
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";47;45,8407358636387;51,95;37,69;65,9
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";28;27,0583910083736;62,06;43,1;77,94
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";19;18,7823448552651;37,39;18,82;60,6
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";47;45,8407358636387;91,71;79,58;96,92
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"invasieve exoten";"b";"Binnen";28;27,0583910083736;93,57;77,01;98,44
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"invasieve exoten";"b";"Buiten";19;18,7823448552651;89,04;64,85;97,28
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Verstoring";"ruderalisering";"zb";"Binnen & Buiten";47;45,8407358636387;93,41;81,28;97,88
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"ruderalisering";"zb";"Binnen";28;27,0583910083736;92,63;74,6;98,18
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"ruderalisering";"zb";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Vlaanderen";"Habitattype";"Versie 2.0";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9160";"9160";"Verstoring";"verruiging";"zb";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen & Buiten";47;45,8407358636387;65,72;50,97;77,96
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Verstoring";"verruiging";"zb";"Binnen";28;27,0583910083736;57,15;38,44;74,03
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Verstoring";"verruiging";"zb";"Buiten";19;18,7823448552651;78,07;53,82;91,58
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";47;45,8407358636387;95,51;83,55;98,89
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";19;18,7823448552651;89,04;64,85;97,28
"Vlaanderen";"Habitattype";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen";28;27,0583910083736;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9160";"9160";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Buiten";19;18,7823448552651;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";59;60,8314353620715;40,1;28,02;53,52
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen";31;28,9586816338972;44,86;28,34;62,59
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Buiten";28;31,8727537281742;35,79;19,75;55,8
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";59;60,8314353620715;40,1;28,02;53,52
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Binnen";31;28,9586816338972;44,86;28,34;62,59
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"aandeel dood hout";"b";"Buiten";28;31,8727537281742;35,79;19,75;55,8
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";59;60,8314353620715;44,72;32,13;58,02
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen";31;28,9586816338972;44,89;28,3;62,71
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"bosconstantie";"zb";"Buiten";28;31,8727537281742;44,56;26,88;63,72
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";59;60,8314353620715;44,72;32,13;58,02
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"bosconstantie";"zb";"Binnen";31;28,9586816338972;44,89;28,3;62,71
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"bosconstantie";"zb";"Buiten";28;31,8727537281742;44,56;26,88;63,72
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";59;60,8314353620715;7,64;2,86;18,9
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";31;28,9586816338972;6,91;1,72;23,96
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";28;31,8727537281742;8,31;2,07;27,97
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";59;60,8314353620715;7,64;2,86;18,9
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";31;28,9586816338972;6,91;1,72;23,96
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";28;31,8727537281742;8,31;2,07;27,97
