"Schaal";"TypeResultaat";"Versie";"Habitattype";"Habitatsubtype";"Criterium";"Indicator";"Belang";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";59;60,8314353620715;8,58;3,52;19,43
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";31;28,9586816338972;6,91;1,72;23,96
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";28;31,8727537281742;10,1;3,13;28,09
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";59;60,8314353620715;96,18;85,67;99,06
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";31;28,9586816338972;96,55;78,93;99,52
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";28;31,8727537281742;95,84;75,44;99,43
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";59;60,8314353620715;9,29;3,86;20,68
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"minimum structuurareaal";"zb";"Binnen";31;28,9586816338972;10,36;3,36;27,78
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"minimum structuurareaal";"zb";"Buiten";28;31,8727537281742;8,31;2,07;27,97
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";59;60,8314353620715;9,29;3,86;20,68
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"minimum structuurareaal";"zb";"Binnen";31;28,9586816338972;10,36;3,36;27,78
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"minimum structuurareaal";"zb";"Buiten";28;31,8727537281742;8,31;2,07;27,97
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Structuur";"verticale structuur";"b";"Binnen & Buiten";59;60,8314353620715;94;82,77;98,08
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"verticale structuur";"b";"Binnen";31;28,9586816338972;96,55;78,93;99,52
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Structuur";"verticale structuur";"b";"Buiten";28;31,8727537281742;91,69;72,03;97,93
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Structuur";"verticale structuur";"b";"Binnen & Buiten";59;60,8314353620715;94;82,77;98,08
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"verticale structuur";"b";"Binnen";31;28,9586816338972;96,55;78,93;99,52
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Structuur";"verticale structuur";"b";"Buiten";28;31,8727537281742;91,69;72,03;97,93
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";59;60,8314353620715;67,94;54,85;78,71
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";31;28,9586816338972;62,71;44,53;77,88
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";28;31,8727537281742;72,69;53,45;86,06
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";59;60,8314353620715;63,89;50,67;75,29
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";31;28,9586816338972;63,85;45,73;78,73
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";28;31,8727537281742;63,92;44,56;79,62
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";59;60,8314353620715;0;0;0
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";31;28,9586816338972;0;0;0
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";28;31,8727537281742;0;0;0
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";59;60,8314353620715;66,43;52,92;77,69
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";31;28,9586816338972;71,34;52,98;84,61
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";28;31,8727537281742;61,97;42,26;78,39
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";59;60,8314353620715;45,6;33,03;58,76
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"invasieve exoten";"b";"Binnen";31;28,9586816338972;67,75;49,4;81,89
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"invasieve exoten";"b";"Buiten";28;31,8727537281742;25,48;12,33;45,38
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Verstoring";"ruderalisering";"zb";"Binnen & Buiten";59;60,8314353620715;99,18;94,26;99,89
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"ruderalisering";"zb";"Binnen";31;28,9586816338972;98,27;88,41;99,77
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"ruderalisering";"zb";"Buiten";28;31,8727537281742;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Verstoring";"vergrassing";"zb";"Binnen & Buiten";59;60,8314353620715;78,79;66;87,66
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"vergrassing";"zb";"Binnen";31;28,9586816338972;69,16;50,55;83,11
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"vergrassing";"zb";"Buiten";28;31,8727537281742;87,53;67,6;95,94
"Vlaanderen";"Habitattype";"Versie 2.0";"9190";"9190";"Verstoring";"verruiging";"zb";"Binnen & Buiten";59;60,8314353620715;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"verruiging";"zb";"Binnen";31;28,9586816338972;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9190";"9190";"Verstoring";"verruiging";"zb";"Buiten";28;31,8727537281742;100;100;100
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Verstoring";"verruiging";"zb";"Binnen & Buiten";59;60,8314353620715;90,71;79,99;95,98
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Verstoring";"verruiging";"zb";"Binnen";31;28,9586816338972;89,64;74,51;96,24
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Verstoring";"verruiging";"zb";"Buiten";28;31,8727537281742;91,69;72,03;97,93
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";59;60,8314353620715;53,78;40,57;66,48
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";31;28,9586816338972;71,2;52,89;84,49
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";28;31,8727537281742;37,95;21,52;57,7
"Vlaanderen";"Habitattype";"Versie 3";"9190";"9190";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";59;60,8314353620715;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen";31;28,9586816338972;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9190";"9190";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Buiten";28;31,8727537281742;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";38;114,487118275683;15,95;4,85;41,43
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"aandeel dood hout";"b";"Binnen";29;28,23;27,31;14,09;46,25
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"aandeel dood hout";"b";"Buiten";9;86,2571182756834;12,24;1,66;53,5
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";38;114,487118275683;15,95;4,85;41,43
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"aandeel dood hout";"b";"Binnen";29;28,23;27,31;14,09;46,25
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"aandeel dood hout";"b";"Buiten";9;86,2571182756834;12,24;1,66;53,5
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";38;114,487118275683;48,56;25,33;72,43
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"bosconstantie";"zb";"Binnen";29;28,23;87,78;70,89;95,49
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"bosconstantie";"zb";"Buiten";9;86,2571182756834;35,73;11,89;69,59
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";38;114,487118275683;48,56;25,33;72,43
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"bosconstantie";"zb";"Binnen";29;28,23;87,78;70,89;95,49
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"bosconstantie";"zb";"Buiten";9;86,2571182756834;35,73;11,89;69,59
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";38;114,487118275683;1,49;0,33;6,47
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";29;28,23;6,06;1,45;21,99
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";9;86,2571182756834;0;0;0
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";38;114,487118275683;1,49;0,33;6,47
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";29;28,23;6,06;1,45;21,99
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";9;86,2571182756834;0;0;0
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";38;114,487118275683;23,15;8,51;49,37
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";29;28,23;28,34;14,75;47,47
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";9;86,2571182756834;21,45;5,17;57,75
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";38;114,487118275683;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";29;28,23;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";9;86,2571182756834;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";38;114,487118275683;13,56;6,76;25,34
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"minimum structuurareaal";"zb";"Binnen";29;28,23;54,98;36,72;71,99
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"minimum structuurareaal";"zb";"Buiten";9;86,2571182756834;0;0;0
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";38;114,487118275683;17,67;9,16;31,37
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"minimum structuurareaal";"zb";"Binnen";29;28,23;71,66;52,53;85,25
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"minimum structuurareaal";"zb";"Buiten";9;86,2571182756834;0;0;0
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Structuur";"verticale structuur";"b";"Binnen & Buiten";38;114,487118275683;98,25;92,63;99,6
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"verticale structuur";"b";"Binnen";29;28,23;92,92;75,36;98,25
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Structuur";"verticale structuur";"b";"Buiten";9;86,2571182756834;100;100;100
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Structuur";"verticale structuur";"b";"Binnen & Buiten";38;114,487118275683;98,25;92,63;99,6
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"verticale structuur";"b";"Binnen";29;28,23;92,92;75,36;98,25
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Structuur";"verticale structuur";"b";"Buiten";9;86,2571182756834;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";38;114,487118275683;37,07;17,91;61,4
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";29;28,23;65,36;46,42;80,42
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";9;86,2571182756834;27,81;8,4;61,82
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";38;114,487118275683;37,07;17,91;61,4
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";29;28,23;65,36;46,42;80,42
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";9;86,2571182756834;27,81;8,4;61,82
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";38;114,487118275683;11,84;2,49;41,37
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";29;28,23;10,63;3,42;28,54
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";9;86,2571182756834;12,24;1,66;53,5
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";38;114,487118275683;74,88;47,97;90,6
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";29;28,23;69,93;51,06;83,82
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";9;86,2571182756834;76,51;39,66;94,16
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";38;114,487118275683;79,17;49,13;93,73
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Verstoring";"invasieve exoten";"b";"Binnen";29;28,23;90,29;73,29;96,93
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Verstoring";"invasieve exoten";"b";"Buiten";9;86,2571182756834;75,53;38,41;93,85
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Verstoring";"ruderalisering";"zb";"Binnen & Buiten";38;114,487118275683;81,56;49,51;95,23
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Verstoring";"ruderalisering";"zb";"Binnen";29;28,23;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Verstoring";"ruderalisering";"zb";"Buiten";9;86,2571182756834;75,53;38,41;93,85
"Vlaanderen";"Habitattype";"Versie 2.0";"9130";"9130";"Verstoring";"verruiging";"zb";"Binnen & Buiten";38;114,487118275683;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Verstoring";"verruiging";"zb";"Binnen";29;28,23;100;100;100
"Vlaanderen";"SBZH";"Versie 2.0";"9130";"9130";"Verstoring";"verruiging";"zb";"Buiten";9;86,2571182756834;100;100;100
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Verstoring";"verruiging";"zb";"Binnen & Buiten";38;114,487118275683;64,28;37,15;84,57
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Verstoring";"verruiging";"zb";"Binnen";29;28,23;86,75;69,05;95,05
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Verstoring";"verruiging";"zb";"Buiten";9;86,2571182756834;56,93;25,41;83,68
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";38;114,487118275683;79,17;49,13;93,73
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";29;28,23;90,29;73,29;96,93
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";9;86,2571182756834;75,53;38,41;93,85
"Vlaanderen";"Habitattype";"Versie 3";"9130";"9130";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";38;114,487118275683;89,91;57,15;98,35
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen";29;28,23;96,46;78,29;99,52
"Vlaanderen";"SBZH";"Versie 3";"9130";"9130";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Buiten";9;86,2571182756834;87,76;46,5;98,34
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";265;255,958996338388;33,46;27,94;39,47
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"aandeel dood hout";"b";"Binnen";145;136,38;36,58;29,03;44,85
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"aandeel dood hout";"b";"Buiten";120;119,578996338388;29,9;22,26;38,85
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";265;255,958996338388;33,46;27,94;39,47
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"aandeel dood hout";"b";"Binnen";145;136,38;36,58;29,03;44,85
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"aandeel dood hout";"b";"Buiten";120;119,578996338388;29,9;22,26;38,85
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";265;255,958996338388;65,36;59,35;70,91
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"bosconstantie";"zb";"Binnen";145;136,38;80,56;73,28;86,23
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"bosconstantie";"zb";"Buiten";120;119,578996338388;48,01;39,08;57,08
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";265;255,958996338388;65,36;59,35;70,91
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"bosconstantie";"zb";"Binnen";145;136,38;80,56;73,28;86,23
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"bosconstantie";"zb";"Buiten";120;119,578996338388;48,01;39,08;57,08
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";265;255,958996338388;8,45;5,57;12,63
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";145;136,38;5,87;2,96;11,3
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";120;119,578996338388;11,4;6,73;18,68
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";265;255,958996338388;8,45;5,57;12,63
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";145;136,38;5,87;2,96;11,3
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";120;119,578996338388;11,4;6,73;18,68
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";265;255,958996338388;32,72;27,26;38,69
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";145;136,38;38,1;30,47;46,37
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";120;119,578996338388;26,59;19,34;35,36
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";265;255,958996338388;98,37;95,73;99,39
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";145;136,38;98,53;94,32;99,63
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";120;119,578996338388;98,18;93,01;99,55
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";265;255,958996338388;37,84;32,14;43,9
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"minimum structuurareaal";"zb";"Binnen";145;136,38;62,6;54,36;70,17
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"minimum structuurareaal";"zb";"Buiten";120;119,578996338388;9,61;5,51;16,25
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";265;255,958996338388;37,84;32,14;43,9
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"minimum structuurareaal";"zb";"Binnen";145;136,38;62,6;54,36;70,17
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"minimum structuurareaal";"zb";"Buiten";120;119,578996338388;9,61;5,51;16,25
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Structuur";"verticale structuur";"b";"Binnen & Buiten";265;255,958996338388;88,58;84,03;91,95
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"verticale structuur";"b";"Binnen";145;136,38;84,7;77,68;89,81
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Structuur";"verticale structuur";"b";"Buiten";120;119,578996338388;92,99;86,58;96,47
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Structuur";"verticale structuur";"b";"Binnen & Buiten";265;255,958996338388;88,58;84,03;91,95
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"verticale structuur";"b";"Binnen";145;136,38;84,7;77,68;89,81
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Structuur";"verticale structuur";"b";"Buiten";120;119,578996338388;92,99;86,58;96,47
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";264;255,538996338388;62,71;56,63;68,42
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";144;135,96;67,05;58,86;74,32
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";120;119,578996338388;57,78;48,66;66,4
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";264;255,538996338388;62,71;56,63;68,42
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";144;135,96;67,05;58,86;74,32
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";120;119,578996338388;57,78;48,66;66,4
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";264;254,958996338388;2,63;1,27;5,36
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";144;135,38;4,2;1,93;8,92
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";120;119,578996338388;0,85;0,12;5,83
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";264;254,958996338388;26,46;21,44;32,17
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";144;135,38;37,22;29,63;45,51
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";120;119,578996338388;14,28;9,01;21,89
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";265;255,958996338388;67,88;61,9;73,32
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"invasieve exoten";"b";"Binnen";145;136,38;75,71;67,91;82,11
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"invasieve exoten";"b";"Buiten";120;119,578996338388;58,96;49,81;67,52
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Verstoring";"ruderalisering";"zb";"Binnen & Buiten";265;255,958996338388;93,84;90,22;96,18
