"Scenario";"Meting";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Belang";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"VoorwaardeID";"Combinatie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";"b";"totale bedekking sleutel- en overige soorten";"38,52185536";">=";"50";FALSE;2379;"2380 AND 2379";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";"b";"dominantie van een soort";"40";"<=";"70";TRUE;1924;"1924";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking drijflaag";NA;">=";"10";NA;681;"681 AND 1004";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking open water";NA;">=";"10";NA;1004;"681 AND 1004";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte moeras in ha";NA;">=";"0,1";NA;2289;"2289";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;2261;"2261";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031108343898";471990;7140;"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";">=";"4";TRUE;364;"364";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1234;"1234";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";"b";"bedekking structuurschade";"0";"<";"10";TRUE;1280;"1280";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Verstoring";"verbossing";"zb";"bedekking verbossing";"40";"<";"10";FALSE;1381;"1381";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";"zb";"bedekking verruiging/vergrassing/vermossing";"3,94039900000001";"<=";"30";TRUE;1805;"1805 AND 1978";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031109022283";471990;7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";"zb";"gemiddelde vegetatiehoogte in cm";NA;"<=";"80";NA;1978;"1805 AND 1978";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";"b";"bedekking moslaag";"1";">=";"10";FALSE;966;"966";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";"b";"bedekking sleutelsoorten";"20,8";">=";"30";FALSE;1086;"1086";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";"b";"dominantie van een soort excl. draadzegge";"40";"<=";"70";TRUE;1943;"1943";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"1,99";"<=";"10";TRUE;741;"741";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031108343898";471990;7140;"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"=";"0";TRUE;835;"835";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031108343898";471990;7140;"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";">=";"4";TRUE;356;"356";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1250;"1250";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"structuurschade";"b";"bedekking structuurschade";"0";"<=";"10";TRUE;1283;"1283";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"verbossing";"zb";"bedekking verbossing";"40";"<=";"10";FALSE;1382;"1382";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"1";"<=";"30";TRUE;1525;"1525";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1574;"1574";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031109022283";471990;7140;"7140_meso";"Versie 3";"Verstoring";"verruiging";"zb";"bedekking verruiging";"1";"<=";"30";TRUE;1626;"1626";"Binnen";"Atlantic";100;6,17391304347826;6,17391304347826
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten (excl. heen)";"cd";">=";"f";TRUE;1180;"1180";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 2.0";"Structuur";"dominantie van één soort";"zb";"dominantie van een soort";"0";"<=";"50";TRUE;1938;"1938";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017010613424129";472065;1330;"1330_hpr";"Versie 2.0";"Structuur";"horizontale structuur";"b";"goed ontwikkelde structuur";NA;"=";"1";NA;1984;"1984";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 2.0";"Structuur";"microreliëf";"zb";"microreliëf aanwezig";"1";"=";"1";TRUE;2149;"2149";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 2.0";"Verstoring";"overgang naar rbbmr";"zb";"bedekking riet";"0";"<";"90";TRUE;1038;"1038";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 2.0";"Verstoring";"overgang naar rbbzil";"zb";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"0";"<=";"30";TRUE;771;"771 <= 2363";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017010613314127";472065;1330;"1330_hpr";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";">=";"2";TRUE;304;"304";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"30";">=";"30";TRUE;1106;"1106";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 3";"Structuur";"dominantie van één soort";"zb";"dominantie van een soort";"0";"<";"70";TRUE;1939;"1939";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017010613424129";472065;1330;"1330_hpr";"Versie 3";"Structuur";"horizontale structuur";"zb";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;1922;"1922";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 3";"Structuur";"microreliëf";"zb";"bedekking microrelief";"100";">=";"T";TRUE;952;"952";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 3";"Verstoring";"overgang naar rbbzil";"zb";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"0";"<=";"30";TRUE;770;"770 <= 2364";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010613424129";472065;1330;"1330_hpr";"Versie 3";"Verstoring";"rietontwikkeling";"zb";"bedekking";"Afwezig";"<=";"T";TRUE;659;"659";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017010613314127";472065;1330;"1330_hpr";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";">=";"2";TRUE;305;"305";"Binnen";"Atlantic";63;5,18125;3,2641875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten excl. pijpenstrootje";"1,99";">=";"10";FALSE;1186;"1186";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"10,66457107";"<=";"30";TRUE;728;"728";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Structuur";"lage schijngrassen";"b";"bedekking lage schijngrassen";"1";">";"30";FALSE;949;"949";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022411275584";480306;6410;"6410_mo";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";">=";"5";FALSE;309;"309";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1225;"1225";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1353;"1353";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"verdroging";"zb";"bedekking verdroging";"21,16497043";"<=";"30";TRUE;1471;"1471";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"0";"<";"70";TRUE;1549;"1549";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"vernatting";"zb";"bedekking vernatting";"0";"<=";"30";TRUE;1588;"1588";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"1,99";"<=";"30";TRUE;1699;"1699";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 2.0";"Verstoring";"verzuring";"zb";"bedekking verzuring";"0";"<=";"30";TRUE;1824;"1824";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"13,7512";">=";"10";TRUE;1140;"1140";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"10,66457107";"<=";"10";FALSE;742;"742";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Structuur";"levensvormen";"b";"bedekking schijngrassen";"1";">=";"10";FALSE;1083;"1083";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022411275584";480306;6410;"6410_mo";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";">=";"5";FALSE;308;"308";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"10";TRUE;1227;"1227";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1354;"1354";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1456;"1456";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"verdroging";"zb";"bedekking verdroging";"20,368657";"<=";"30";TRUE;1480;"1480";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"8,85070000000001";"<=";"50";TRUE;1501;"1501";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1582;"1582";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"vernatting";"zb";"bedekking vernatting";"1";"<=";"30";TRUE;1592;"1592";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"1,99";"<=";"10";TRUE;1648;"1648";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017022412465341";480306;6410;"6410_mo";"Versie 3";"Verstoring";"verzuring";"zb";"bedekking verzuring";"0";"<=";"30";TRUE;1825;"1825";"Binnen";"Atlantic";100;0,621739130434783;0,621739130434783
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"(korst)moslaag";"b";"bedekking moslaag";"30,022388015104";">=";"10";TRUE;980;"980";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";"b";"totale bedekking sleutelsoorten";"1";">=";"30";FALSE;2380;"2380 AND 2379";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Vegetatie";"bedekking sleutel- en overige soorten";"b";"totale bedekking sleutel- en overige soorten";"8,85070000000001";">=";"50";FALSE;2379;"2380 AND 2379";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"dominantie van één soort";"b";"dominantie van een soort";"50";"<=";"70";TRUE;1924;"1924";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking drijflaag";NA;">=";"10";NA;681;"681 AND 1004";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking open water";NA;">=";"10";NA;1004;"681 AND 1004";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte moeras in ha";NA;">=";"0,1";NA;2289;"2289";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;2261;"2261";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513022196";482290;7140;"7140_meso";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";">=";"4";FALSE;364;"364";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Structuur";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1234;"1234";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Verstoring";"structuurschade";"b";"bedekking structuurschade";"0";"<";"10";TRUE;1280;"1280";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Verstoring";"verbossing";"zb";"bedekking verbossing";"0";"<";"10";TRUE;1381;"1381";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";"zb";"bedekking verruiging/vergrassing/vermossing";"53,965";"<=";"30";FALSE;1805;"1805 AND 1978";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017021513104974";482290;7140;"7140_meso";"Versie 2.0";"Verstoring";"verruiging/vermossing/vergrassing";"zb";"gemiddelde vegetatiehoogte in cm";NA;"<=";"80";NA;1978;"1805 AND 1978";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Structuur";"(korst)moslaag";"b";"bedekking moslaag";"30,022388015104";">=";"10";TRUE;966;"966";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Vegetatie";"bedekking sleutel- en overige soorten";"b";"bedekking sleutelsoorten";"2";">=";"30";FALSE;1086;"1086";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Structuur";"dominantie van één soort";"b";"dominantie van een soort excl. draadzegge";"50";"<=";"70";TRUE;1943;"1943";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"8,85070000000001";"<=";"10";TRUE;741;"741";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513022196";482290;7140;"7140_meso";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"=";"0";TRUE;835;"835";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513022196";482290;7140;"7140_meso";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";">=";"4";FALSE;356;"356";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1250;"1250";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"structuurschade";"b";"bedekking structuurschade";"0";"<=";"10";TRUE;1283;"1283";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"verbossing";"zb";"bedekking verbossing";"0";"<=";"10";TRUE;1382;"1382";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"50";"<=";"30";FALSE;1525;"1525";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1574;"1574";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021513104974";482290;7140;"7140_meso";"Versie 3";"Verstoring";"verruiging";"zb";"bedekking verruiging";"0";"<=";"30";TRUE;1626;"1626";"Binnen";"Atlantic";50;6,17391304347826;3,08695652173913
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020211373000";487606;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"0";">=";"10";FALSE;1162;"1162";"Buiten";"Atlantic";70;5,86666666666667;4,10666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020211373000";487606;6230;"6230_hmo";"Versie 2.0";"Structuur";"hoogopschietende soorten";"b";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;800;"800";"Buiten";"Atlantic";70;5,86666666666667;4,10666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017020211373000";487606;6230;"6230_hmo";"Versie 2.0";"Structuur";"horizontale structuur";"b";"aantal levensvormen aanwezig";"3";">=";"3";TRUE;264;"264";"Buiten";"Atlantic";70;5,86666666666667;4,10666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020211023566";487606;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";">=";"4";FALSE;292;"292";"Buiten";"Atlantic";70;5,86666666666667;4,10666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020211373000";487606;6230;"6230_hmo";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"2";"<=";"30";TRUE;1268;"1268";"Buiten";"Atlantic";70;5,86666666666667;4,10666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017020211373000";487606;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"1";"<=";"10";TRUE;1355;"1355";"Buiten";"Atlantic";70;5,86666666666667;4,10666666666667
