"Scenario";"Meting";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Belang";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"VoorwaardeID";"Combinatie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"4";">=";"10";FALSE;1164;"1164";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"0";"<=";"10";TRUE;723;"723";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013020416";116950;6230;"6230_ha";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"1";">=";"4";FALSE;340;"340";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"10";TRUE;1272;"1272";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1388;"1388";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1469;"1469";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"31,8528";"<=";"50";TRUE;1505;"1505";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"1";"<=";"30";TRUE;1577;"1577";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012013095674";116950;6230;"6230_ha";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"0";"<=";"10";TRUE;1654;"1654";"Binnen";"Atlantic";100;9,30666666666667;9,30666666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"13,7512";">=";"10";TRUE;1162;"1162";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Structuur";"hoogopschietende soorten";"b";"bedekking hoogopschietende soorten";"0";"<";"10";TRUE;800;"800";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Structuur";"horizontale structuur";"b";"aantal levensvormen aanwezig";"3";">=";"3";TRUE;264;"264";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620463014";1216422;6230;"6230_hmo";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"6";">=";"4";TRUE;292;"292";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1268;"1268";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"2";"<=";"10";TRUE;1355;"1355";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"7,00000000000001";"<";"70";TRUE;1486;"1486";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"1";"<=";"10";TRUE;1720;"1720";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 2.0";"Verstoring";"vervilting";"zb";"bedekking vervilting";"0";"<=";"30";TRUE;1808;"1808";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"13,7512";">=";"10";TRUE;1158;"1158";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"1";"<=";"10";TRUE;726;"726";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620463014";1216422;6230;"6230_hmo";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"6";">=";"4";TRUE;290;"290";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"10";TRUE;1270;"1270";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"2";"<=";"10";TRUE;1345;"1345";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1461;"1461";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verdroging";"zb";"bedekking verdroging";"0";"<=";"30";TRUE;1476;"1476";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"7,93";"<=";"50";TRUE;1483;"1483";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"1";"<=";"30";TRUE;1580;"1580";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"vernatting";"zb";"bedekking vernatting";"0";"<=";"30";TRUE;1593;"1593";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017012620573892";1216422;6230;"6230_hmo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"1";"<=";"10";TRUE;1650;"1650";"Binnen";"Atlantic";90;5,635;5,0715
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten excl. pijpenstrootje";"40,6";">=";"10";TRUE;1188;"1188";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"4,96000000000001";"<=";"30";TRUE;738;"738";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Structuur";"lage schijngrassen";"b";"bedekking lage schijngrassen";"1";">";"30";FALSE;951;"951";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021018002273";1286278;6410;"6410_ve";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"8";">=";"5";TRUE;307;"307";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"40";"<=";"30";FALSE;1231;"1231";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1348;"1348";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"verdroging";"zb";"bedekking verdroging";"15,52";"<=";"30";TRUE;1473;"1473";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"7,00000000000001";"<";"70";TRUE;1509;"1509";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"vernatting";"zb";"bedekking vernatting";"0";"<=";"30";TRUE;1595;"1595";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"4,96000000000001";"<=";"30";TRUE;1695;"1695";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 2.0";"Verstoring";"verzuring";"zb";"bedekking verzuring";"4,96000000000001";"<=";"30";TRUE;1834;"1834";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"0";">=";"10";FALSE;1124;"1124";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"5,9104";"<=";"10";TRUE;729;"729";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Structuur";"levensvormen";"b";"bedekking schijngrassen";"1";">=";"10";FALSE;1082;"1082";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021018002273";1286278;6410;"6410_ve";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"5";">=";"5";TRUE;302;"302";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"40";"<=";"10";FALSE;1241;"1241";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1340;"1340";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1457;"1457";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"verdroging";"zb";"bedekking verdroging";"15,52";"<=";"30";TRUE;1478;"1478";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"10,72";"<=";"50";TRUE;1493;"1493";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1583;"1583";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"vernatting";"zb";"bedekking vernatting";"30";"<=";"30";TRUE;1589;"1589";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"1";"<=";"10";TRUE;1647;"1647";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021018144986";1286278;6410;"6410_ve";"Versie 3";"Verstoring";"verzuring";"zb";"bedekking verzuring";"4,96000000000001";"<=";"30";TRUE;1828;"1828";"Binnen";"Atlantic";50;1,5;0,75
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten excl. pijpenstrootje";"41,194";">=";"10";TRUE;1188;"1188";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"0";"<=";"30";TRUE;738;"738";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Structuur";"lage schijngrassen";"b";"bedekking lage schijngrassen";"1";">";"30";FALSE;951;"951";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021416061568";1346134;6410;"6410_ve";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"5";">=";"5";TRUE;307;"307";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1231;"1231";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1348;"1348";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"verdroging";"zb";"bedekking verdroging";"64,288";"<=";"30";FALSE;1473;"1473";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"0";"<";"70";TRUE;1509;"1509";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"vernatting";"zb";"bedekking vernatting";"0";"<=";"30";TRUE;1595;"1595";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"2";"<=";"30";TRUE;1695;"1695";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 2.0";"Verstoring";"verzuring";"zb";"bedekking verzuring";"1";"<=";"30";TRUE;1834;"1834";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"0";">=";"10";FALSE;1124;"1124";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"0";"<=";"10";TRUE;729;"729";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Structuur";"levensvormen";"b";"bedekking schijngrassen";"1";">=";"10";FALSE;1082;"1082";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021416061568";1346134;6410;"6410_ve";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";">=";"5";FALSE;302;"302";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"10";TRUE;1241;"1241";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1340;"1340";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1457;"1457";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"verdroging";"zb";"bedekking verdroging";"55,36";"<=";"30";FALSE;1478;"1478";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"20";"<=";"50";TRUE;1493;"1493";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"20";"<=";"30";TRUE;1583;"1583";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"vernatting";"zb";"bedekking vernatting";"2";"<=";"30";TRUE;1589;"1589";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"2";"<=";"10";TRUE;1647;"1647";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017021416161173";1346134;6410;"6410_ve";"Versie 3";"Verstoring";"verzuring";"zb";"bedekking verzuring";"1";"<=";"30";TRUE;1828;"1828";"Buiten";"Atlantic";100;4,2;4,2
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten (excl. heen)";"o";">=";"f";FALSE;1180;"1180";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 2.0";"Structuur";"dominantie van één soort";"zb";"dominantie van een soort";"0";"<=";"50";TRUE;1938;"1938";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 2.0";"Structuur";"horizontale structuur";"b";"goed ontwikkelde structuur";NA;"=";"1";NA;1984;"1984";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 2.0";"Structuur";"microreliëf";"zb";"microreliëf aanwezig";"1";"=";"1";TRUE;2149;"2149";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 2.0";"Verstoring";"overgang naar rbbmr";"zb";"bedekking riet";"0";"<";"90";TRUE;1038;"1038";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 2.0";"Verstoring";"overgang naar rbbzil";"zb";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"90";"<=";"4";FALSE;771;"771 <= 2363";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120107565546";1348277;1330;"1330_hpr";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";">=";"2";TRUE;304;"304";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"4";">=";"30";FALSE;1106;"1106";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 3";"Structuur";"dominantie van één soort";"zb";"dominantie van een soort";"0";"<";"70";TRUE;1939;"1939";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 3";"Structuur";"horizontale structuur";"zb";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;1922;"1922";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 3";"Structuur";"microreliëf";"zb";"bedekking microrelief";"100";">=";"T";TRUE;952;"952";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 3";"Verstoring";"overgang naar rbbzil";"zb";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"90";"<=";"4";FALSE;770;"770 <= 2364";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120108115051";1348277;1330;"1330_hpr";"Versie 3";"Verstoring";"rietontwikkeling";"zb";"bedekking";"Afwezig";"<=";"T";TRUE;659;"659";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120107565546";1348277;1330;"1330_hpr";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";">=";"2";TRUE;305;"305";"Binnen";"Atlantic";71;5,18125;3,6786875
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031009213148";1367026;7140;"7140_oli";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"37,28";">=";"50";FALSE;1149;"1149";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031009213148";1367026;7140;"7140_oli";"Versie 2.0";"Structuur";"hoogveenontwikkeling";"b";"aantal soorten hoogveenontwikkeling";"0";">=";"1";FALSE;532;"532";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031009213148";1367026;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte moeras in ha";NA;">=";"0,1";NA;2284;"2284";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031009213148";1367026;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking drijflaag";NA;">=";"10";NA;680;"680 AND 1003";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031009213148";1367026;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking open water";NA;">=";"10";NA;1003;"680 AND 1003";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031009213148";1367026;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;2272;"2272";"Binnen";"Atlantic";50;9,97272727272727;4,98636363636364
