"Meetnet";"ID";"Habitattype";"Habitatsubtype";"Phab";"Versie";"Criterium";"Indicator";"Belang";"Status_indicator";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"MHK";"MHK188022";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK188022";"91E0";"91E0_vo";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK188022";"91E0";"91E0_vo";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK188022";"91E0";"91E0_vo";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK188022";"91E0";"91E0_vo";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK188022";"91E0";"91E0_vo";NA;"Versie 3";"Verstoring";"verruiging";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK198137";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"verruiging";"zb";FALSE;"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK201689";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"verruiging";"zb";FALSE;"Binnen";"Atlantic";0,932537933471431;1;0,932537933471431
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK20470";"91E0";"91E0_vm";NA;"Versie 3";"Verstoring";"verruiging";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 2.0";"Verstoring";"verruiging";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK211193";"91E0";"91E0_vc";NA;"Versie 3";"Verstoring";"verruiging";"zb";FALSE;"Binnen";"Atlantic";1;1;1
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 2.0";"Verstoring";"verruiging";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"aandeel dood hout";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"minimum structuurareaal";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK2198";"9160";"9160";NA;"Versie 3";"Verstoring";"verruiging";"zb";TRUE;"Binnen";"Atlantic";0,725097149033711;1;0,725097149033711
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Verstoring";"invasieve exoten";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Verstoring";"ruderalisering";"zb";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 2.0";"Verstoring";"verruiging";"zb";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"bosconstantie";"zb";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Verstoring";"invasieve exoten van de kruidlaag";"zb";TRUE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK230930";"91E0";"91E0_vo";NA;"Versie 3";"Verstoring";"verruiging";"zb";FALSE;"Buiten";"Atlantic";1;2,03485576923077;2,03485576923077
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"aandeel dood hout";"b";FALSE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"bosconstantie";"zb";FALSE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"hoeveelheid dik dood hout";"zb";FALSE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"horizontale structuur - groeiklassen";"b";TRUE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur";"b";NA;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"minimum structuurareaal";"zb";FALSE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Structuur";"verticale structuur";"b";TRUE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
"MHK";"MHK23257";"9130";"9130";NA;"Versie 2.0";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";TRUE;"Buiten";"Atlantic";0,752973825022801;10,5539452495974;7,94684452367059
