"ID";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI2318106";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,64;1,08658788131202;0,69541624403969;7;10;0;70;1
"VBI2318114";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2318114";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2318121";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2318121";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2318122";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI2318122";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2318129";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,9;1;0,9;8;11;0;72,7272727272727;1
"VBI2318129";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,9;1;0,9;8;10;1;80;0
"VBI2318137";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2318137";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2321005";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";0,99;1;0,99;8;10;0;80;1
"VBI2321005";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";0,99;1;0,99;8;10;1;80;0
"VBI2321036";"91E0";"91E0_vn";60;"Versie 2.0";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;5;10;3;50;0
"VBI2321036";"91E0";"91E0_vn";60;"Versie 3";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;5;10;3;50;0
"VBI2321042";"9160";"9160";90;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2321042";"9160";"9160";90;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2321043";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2321043";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2321049";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2321049";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2321053";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2321053";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2321054";"9120";"9120";85;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;2;54,5454545454545;0
"VBI2321054";"9120";"9120";85;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2321055";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2321055";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2321081";"9160";"9160";95;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2321081";"9160";"9160";95;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2321082";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,83;1,08658788131202;0,901867941488974;7;11;1;63,6363636363636;0
"VBI2321082";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,83;1,08658788131202;0,901867941488974;7;10;1;70;0
"VBI2321120";"91E0";"91E0_vn";80;"Versie 2.0";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;8;10;1;80;0
"VBI2321120";"91E0";"91E0_vn";80;"Versie 3";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;6;10;3;60;0
"VBI2321132";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2321132";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2321137";"91E0";"91E0_va";60;"Versie 2.0";"Buiten";"Atlantic";0,91;2,02230677678797;1,84029916687705;7;10;1;70;0
"VBI2321137";"91E0";"91E0_va";60;"Versie 3";"Buiten";"Atlantic";0,91;2,02230677678797;1,84029916687705;7;10;1;70;0
"VBI2321140";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2321140";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2321148";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2321148";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2321156";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;4;11;2;36,3636363636364;0
"VBI2321156";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2321159";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2321159";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2322106";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;1;45,4545454545455;0
"VBI2322106";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2322123";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2322123";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2322130";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;0;45,4545454545455;0
"VBI2322130";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;0;50;0
"VBI2322138";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2322138";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;0;60;1
"VBI2322146";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2322146";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2323031";"9160";"9160";60;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;5;9;1;55,5555555555556;0
"VBI2323031";"9160";"9160";60;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;6;9;1;66,6666666666667;0
"VBI2323038";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;11;1;72,7272727272727;0
"VBI2323038";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;1;80;0
"VBI2323047";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;5;10;1;50;0
"VBI2323047";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;5;10;1;50;0
"VBI2323079";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,92;2,02230677678797;1,86052223464493;4;10;2;40;0
"VBI2323079";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,92;2,02230677678797;1,86052223464493;6;10;2;60;0
"VBI2323109";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;11;0;72,7272727272727;1
"VBI2323109";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;0;80;1
"VBI2324007";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,96;1;0,96;7;11;1;63,6363636363636;0
"VBI2324007";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,96;1;0,96;7;10;2;70;0
"VBI2324016";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";0,8;1;0,8;6;10;1;60;0
"VBI2324016";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";0,8;1;0,8;6;10;2;60;0
"VBI2324024";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2324024";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2324036";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";0,84;1,08658788131202;0,912733820302094;6;11;2;54,5454545454545;0
"VBI2324036";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";0,84;1,08658788131202;0,912733820302094;5;10;2;50;0
"VBI2324043";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,94;1,08658788131202;1,0213926084333;7;11;1;63,6363636363636;0
"VBI2324043";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,94;1,08658788131202;1,0213926084333;7;10;1;70;0
"VBI2324060";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,6;1,08658788131202;0,65195272878721;4;11;2;36,3636363636364;0
"VBI2324060";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,6;1,08658788131202;0,65195272878721;4;10;2;40;0
"VBI2324071";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2324071";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;2;80;0
"VBI2324075";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;1;45,4545454545455;0
"VBI2324075";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;1;50;0
"VBI2325016";"91E0";"91E0_va";60;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2325016";"91E0";"91E0_va";60;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2325028";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;11;3;36,3636363636364;0
"VBI2325028";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;10;3;40;0
"VBI2325029";"91E0";"91E0_va";60;"Versie 2.0";"Buiten";"Atlantic";0,93;2,02230677678797;1,88074530241281;6;10;1;60;0
"VBI2325029";"91E0";"91E0_va";60;"Versie 3";"Buiten";"Atlantic";0,93;2,02230677678797;1,88074530241281;8;10;1;80;0
"VBI2325031";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;3;50;0
"VBI2325031";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;3;50;0
"VBI2325058";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;4;11;2;36,3636363636364;0
"VBI2325058";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;4;10;2;40;0
"VBI2325061";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;1;54,5454545454545;0
"VBI2325061";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;1;60;0
"VBI2325066";"91E0";"91E0_va";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;9;2;66,6666666666667;0
"VBI2325066";"91E0";"91E0_va";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;9;2;77,7777777777778;0
"VBI2325077";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;2;45,4545454545455;0
"VBI2325077";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI2325078";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2325078";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;2;80;0
"VBI2325084";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,75;1,08658788131202;0,814940910984012;4;11;2;36,3636363636364;0
"VBI2325084";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,75;1,08658788131202;0,814940910984012;4;10;2;40;0
"VBI2325093";"91E0";"91E0_va";95;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2325093";"91E0";"91E0_va";95;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;3;50;0
"VBI2325101";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;11;0;90,9090909090909;1
"VBI2325101";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2325127";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;2;45,4545454545455;0
"VBI2325127";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2326012";"9120";"9120";90;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;11;0;90,9090909090909;1
"VBI2326012";"9120";"9120";90;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2326017";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI2326017";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2326020";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;0;54,5454545454545;1
"VBI2326020";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2326026";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,27;1;0,27;10;11;0;90,9090909090909;1
"VBI2326026";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,27;1;0,27;10;10;0;100;1
"VBI2326027";"9120";"9120";50;"Versie 2.0";"Binnen";"Atlantic";1;1;1;16;22;0;72,7272727272727;1
"VBI2326027";"9120";"9120";50;"Versie 3";"Binnen";"Atlantic";1;1;1;14;20;0;70;1
"VBI2326027";"9190";"9190";50;"Versie 2.0";"Binnen";"Atlantic";1;1;1;16;22;0;72,7272727272727;1
"VBI2326027";"9190";"9190";50;"Versie 3";"Binnen";"Atlantic";1;1;1;14;20;0;70;1
"VBI2326028";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2326028";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2326034";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;0;54,5454545454545;1
"VBI2326034";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2326035";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2326035";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2326036";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,59;1;0,59;7;11;0;63,6363636363636;1
"VBI2326036";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,59;1;0,59;6;10;1;60;0
"VBI2326041";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2326041";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2326042";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;11;0;90,9090909090909;1
"VBI2326042";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2326043";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2326043";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2326044";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2326044";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2326051";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2326051";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2331002";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";0,58;1,02973381881936;0,597245614915229;6;10;1;60;0
"VBI2331002";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";0,58;1,02973381881936;0,597245614915229;6;10;1;60;0
"VBI2331082";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;1;45,4545454545455;0
"VBI2331082";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;1;60;0
"VBI2332061";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2332061";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;2;60;0
"VBI2332088";"9120";"9120";50;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2332088";"9120";"9120";50;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2332096";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2332096";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2332123";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;1;63,6363636363636;0
"VBI2332123";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2332138";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,9;1;0,9;8;11;1;72,7272727272727;0
"VBI2332138";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,9;1;0,9;8;10;1;80;0
"VBI2334043";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,67;1;0,67;7;11;2;63,6363636363636;0
"VBI2334043";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,67;1;0,67;5;10;3;50;0
"VBI2334055";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";0,56;1;0,56;5;11;2;45,4545454545455;0
"VBI2334055";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";0,56;1;0,56;6;10;2;60;0
"VBI2334108";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";0,53;1;0,53;7;11;2;63,6363636363636;0
"VBI2334108";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";0,53;1;0,53;7;10;2;70;0
"VBI2335037";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;7;10;2;70;0
"VBI2335037";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;7;10;2;70;0
"VBI2336040";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;5;10;1;50;0
"VBI2336040";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;5;10;2;50;0
"VBI2336055";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;4;10;3;40;0
"VBI2336055";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;4;10;3;40;0
"VBI2336078";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;8;10;1;80;0
"VBI2336078";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;8;10;1;80;0
"VBI2341022";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,69;1;0,69;8;11;1;72,7272727272727;0
"VBI2341022";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,69;1;0,69;8;10;1;80;0
"VBI2341047";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,72;1;0,72;9;11;0;81,8181818181818;1
"VBI2341047";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,72;1;0,72;9;10;0;90;1
"VBI2341100";"91E0";"91E0_va";60;"Versie 2.0";"Buiten";"Atlantic";0,53;2,02230677678797;1,07182259169762;4;10;3;40;0
"VBI2341100";"91E0";"91E0_va";60;"Versie 3";"Buiten";"Atlantic";0,53;2,02230677678797;1,07182259169762;5;10;3;50;0
"VBI2341121";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;1;72,7272727272727;0
"VBI2341121";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2341137";"91E0";"91E0_va";60;"Versie 2.0";"Binnen";"Atlantic";0,92;1;0,92;4;10;3;40;0
"VBI2341137";"91E0";"91E0_va";60;"Versie 3";"Binnen";"Atlantic";0,92;1;0,92;4;10;3;40;0
"VBI2345004";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2345004";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2347088";"9120";"9120";70;"Versie 2.0";"Binnen";"Continental";0,99;1;0,99;6;11;2;54,5454545454545;0
"VBI2347088";"9120";"9120";70;"Versie 3";"Binnen";"Continental";0,99;1;0,99;7;10;2;70;0
"VBI2347104";"9120";"9120";70;"Versie 2.0";"Binnen";"Continental";0,99;1;0,99;5;11;2;45,4545454545455;0
"VBI2347104";"9120";"9120";70;"Versie 3";"Binnen";"Continental";0,99;1;0,99;5;10;2;50;0
"VBI2348116";"9160";"9160";100;"Versie 2.0";"Binnen";"Continental";0,8;1;0,8;6;10;2;60;0
"VBI2348116";"9160";"9160";100;"Versie 3";"Binnen";"Continental";0,8;1;0,8;7;10;3;70;0
"VBI2348129";"9160";"9160";60;"Versie 2.0";"Buiten";"Continental";1;1,02973381881936;1,02973381881936;5;10;2;50;0
"VBI2348129";"9160";"9160";60;"Versie 3";"Buiten";"Continental";1;1,02973381881936;1,02973381881936;7;10;2;70;0
"VBI2348139";"9110";"9110";100;"Versie 2.0";"Binnen";"Continental";1;5,01090342679128;5,01090342679128;9;10;0;90;1
"VBI2348139";"9110";"9110";100;"Versie 3";"Binnen";"Continental";1;5,01090342679128;5,01090342679128;9;10;0;90;1
"VBI2348140";"9110";"9110";100;"Versie 2.0";"Binnen";"Continental";1;5,01090342679128;5,01090342679128;8;10;0;80;1
"VBI2348140";"9110";"9110";100;"Versie 3";"Binnen";"Continental";1;5,01090342679128;5,01090342679128;8;10;0;80;1
"VBI2348156";"9110";"9110";100;"Versie 2.0";"Buiten";"Continental";1;1;1;8;10;0;80;1
"VBI2348156";"9110";"9110";100;"Versie 3";"Buiten";"Continental";1;1;1;8;10;0;80;1
"VBI235106";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";1;1;1;6;10;1;60;0
"VBI235106";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";1;1;1;7;10;1;70;0
"VBI235157";"9190";"9190";50;"Versie 2.0";"Buiten";"Atlantic";0,83;1,32471960632478;1,09951727324957;4;11;2;36,3636363636364;0
"VBI235157";"9190";"9190";50;"Versie 3";"Buiten";"Atlantic";0,83;1,32471960632478;1,09951727324957;4;10;2;40;0
"VBI2383011";"91E0";"91E0_vc";70;"Versie 2.0";"Buiten";"Atlantic";0,73;1,36950074147306;0,999735541275333;5;9;1;55,5555555555556;0
"VBI2383011";"91E0";"91E0_vc";70;"Versie 3";"Buiten";"Atlantic";0,73;1,36950074147306;0,999735541275333;5;10;3;50;0
"VBI2384016";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2384016";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;4;10;4;40;0
"VBI2384032";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2384032";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2391033";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2391033";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2392005";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";0,98;1,08658788131202;1,06485612368578;6;11;1;54,5454545454545;0
"VBI2392005";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";0,98;1,08658788131202;1,06485612368578;5;10;1;50;0
"VBI2392014";"91E0";"91E0_va";70;"Versie 2.0";"Binnen";"Atlantic";0,99;1;0,99;9;10;0;90;1
"VBI2392014";"91E0";"91E0_va";70;"Versie 3";"Binnen";"Atlantic";0,99;1;0,99;10;10;0;100;1
"VBI2392037";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";0,54;1;0,54;6;11;2;54,5454545454545;0
"VBI2392037";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";0,54;1;0,54;6;10;2;60;0
"VBI2392040";"9120";"9120";95;"Versie 2.0";"Binnen";"Atlantic";0,92;1;0,92;7;11;2;63,6363636363636;0
"VBI2392040";"9120";"9120";95;"Versie 3";"Binnen";"Atlantic";0,92;1;0,92;7;10;2;70;0
"VBI2392046";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2392046";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2392047";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;0;60;1
"VBI2392047";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2392054";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2392054";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2392055";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2392055";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2392059";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;0;60;1
"VBI2392059";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2392060";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2392060";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2392063";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
