"Versie";"Habitattype";"Habitatsubtype";"Indicator";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"invasieve exoten";"Binnen";97;95,97381605635;84,64;75,34;90,86
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"invasieve exoten";"Buiten";75;98,6540457432985;79,89;68,52;87,88
"Versie 2.0";"91E0";"91E0_va";"invasieve exoten";"Binnen & Buiten";51;66,2011138962023;84,91;69,81;93,2
"Versie 2.0";"91E0";"91E0_vc";"invasieve exoten";"Binnen & Buiten";25;23,9007329514447;95,07;72,05;99,31
"Versie 2.0";"91E0";"91E0_vm";"invasieve exoten";"Binnen & Buiten";38;41,6171850506099;79,63;63,61;89,74
"Versie 2.0";"91E0";"91E0_vn";"invasieve exoten";"Binnen & Buiten";39;43,0960588041952;80,65;64,39;90,58
"Versie 2.0";"91E0";"91E0_vo";"invasieve exoten";"Binnen & Buiten";19;19,8127710971964;66,7;42,1;84,66
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"ruderalisering";"Binnen & Buiten";172;194,627861799648;66,7;58,67;73,85
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"ruderalisering";"Binnen";97;95,97381605635;77,71;66,88;85,75
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"ruderalisering";"Buiten";75;98,6540457432985;55,98;44,09;67,22
"Versie 2.0";"91E0";"91E0_va";"ruderalisering";"Binnen & Buiten";51;66,2011138962023;58,14;43,37;71,58
"Versie 2.0";"91E0";"91E0_vc";"ruderalisering";"Binnen & Buiten";25;23,9007329514447;60,35;38,88;78,46
"Versie 2.0";"91E0";"91E0_vm";"ruderalisering";"Binnen & Buiten";38;41,6171850506099;92,79;79,73;97,68
"Versie 2.0";"91E0";"91E0_vn";"ruderalisering";"Binnen & Buiten";39;43,0960588041952;44,42;29;60,99
"Versie 2.0";"91E0";"91E0_vo";"ruderalisering";"Binnen & Buiten";19;19,8127710971964;96,59;78,85;99,54
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"verruiging";"Binnen & Buiten";172;194,627861799648;93,14;88,25;96,09
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"verruiging";"Binnen";97;95,97381605635;89,26;81,46;94,01
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"verruiging";"Buiten";75;98,6540457432985;96,92;87,67;99,29
"Versie 2.0";"91E0";"91E0_va";"verruiging";"Binnen & Buiten";51;66,2011138962023;100;100;100
"Versie 2.0";"91E0";"91E0_vc";"verruiging";"Binnen & Buiten";25;23,9007329514447;95,82;75,37;99,42
"Versie 2.0";"91E0";"91E0_vm";"verruiging";"Binnen & Buiten";38;41,6171850506099;98,15;87,84;99,74
"Versie 2.0";"91E0";"91E0_vn";"verruiging";"Binnen & Buiten";39;43,0960588041952;97,68;85,13;99,68
"Versie 2.0";"91E0";"91E0_vo";"verruiging";"Binnen & Buiten";19;19,8127710971964;46,62;24,73;69,88
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"verruiging";"Binnen & Buiten";172;194,627861799648;41,69;34,12;49,67
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"verruiging";"Binnen";97;95,97381605635;48,09;37,83;58,51
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"verruiging";"Buiten";75;98,6540457432985;35,46;24,86;47,72
"Versie 3";"91E0";"91E0_va";"verruiging";"Binnen & Buiten";51;66,2011138962023;50,22;36,03;64,36
"Versie 3";"91E0";"91E0_vc";"verruiging";"Binnen & Buiten";25;23,9007329514447;22,35;9,97;42,8
"Versie 3";"91E0";"91E0_vm";"verruiging";"Binnen & Buiten";38;41,6171850506099;65,82;49,18;79,3
"Versie 3";"91E0";"91E0_vn";"verruiging";"Binnen & Buiten";39;43,0960588041952;30,52;17,8;47,11
"Versie 3";"91E0";"91E0_vo";"verruiging";"Binnen & Buiten";19;19,8127710971964;10,14;2,57;32,55
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen & Buiten";172;194,627861799648;17,8;12,8;24,2
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen";97;95,97381605635;25,71;17,93;35,42
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"minimum structuurareaal";"Buiten";75;98,6540457432985;10,1;4,97;19,44
"Versie 3";"91E0";"91E0_va";"minimum structuurareaal";"Binnen & Buiten";51;66,2011138962023;27,43;17,11;40,91
"Versie 3";"91E0";"91E0_vc";"minimum structuurareaal";"Binnen & Buiten";25;23,9007329514447;15,28;5,7;34,99
"Versie 3";"91E0";"91E0_vm";"minimum structuurareaal";"Binnen & Buiten";38;41,6171850506099;24,49;13,41;40,44
"Versie 3";"91E0";"91E0_vn";"minimum structuurareaal";"Binnen & Buiten";39;43,0960588041952;3,81;0,91;14,56
"Versie 3";"91E0";"91E0_vo";"minimum structuurareaal";"Binnen & Buiten";19;19,8127710971964;5,05;0,69;28,78
"Versie 2.0";"91E0";"91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen & Buiten";147;170,727128848204;18,15;12,77;25,15
"Versie 2.0";"91E0";"91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen";82;84,4736736513916;26,28;17,89;36,84
"Versie 2.0";"91E0";"91E0_vm; 91E0_vo; 91E0_vn; 91E0_va";"minimum structuurareaal";"Buiten";65;86,2534551968122;10,19;4,75;20,51
"Versie 2.0";"91E0";"91E0_va";"minimum structuurareaal";"Binnen & Buiten";51;66,2011138962023;27,43;17,11;40,92
"Versie 2.0";"91E0";"91E0_vm";"minimum structuurareaal";"Binnen & Buiten";38;41,6171850506099;24,49;13,41;40,45
"Versie 2.0";"91E0";"91E0_vn";"minimum structuurareaal";"Binnen & Buiten";39;43,0960588041952;3,81;0,91;14,57
"Versie 2.0";"91E0";"91E0_vo";"minimum structuurareaal";"Binnen & Buiten";19;19,8127710971964;5,05;0,69;28,8
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";172;194,627861799648;87,33;81,14;91,7
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"invasieve exoten van de boom- en struiklaag";"Binnen";97;95,97381605635;85,33;76,03;91,43
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"invasieve exoten van de boom- en struiklaag";"Buiten";75;98,6540457432985;89,27;79,83;94,59
"Versie 3";"91E0";"91E0_va";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";51;66,2011138962023;93,92;81,69;98,17
"Versie 3";"91E0";"91E0_vc";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";25;23,9007329514447;100;100;100
"Versie 3";"91E0";"91E0_vm";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";38;41,6171850506099;84,06;68,28;92,81
"Versie 3";"91E0";"91E0_vn";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";39;43,0960588041952;82,81;66,56;92,1
"Versie 3";"91E0";"91E0_vo";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";19;19,8127710971964;66,7;42,1;84,66
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"invasieve exoten van de kruidlaag";"Binnen & Buiten";172;194,627861799648;89,55;83,05;93,75
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"invasieve exoten van de kruidlaag";"Binnen";97;95,97381605635;93,67;85,03;97,47
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"invasieve exoten van de kruidlaag";"Buiten";75;98,6540457432985;85,55;74,66;92,25
"Versie 3";"91E0";"91E0_va";"invasieve exoten van de kruidlaag";"Binnen & Buiten";51;66,2011138962023;81,97;67,31;90,93
"Versie 3";"91E0";"91E0_vc";"invasieve exoten van de kruidlaag";"Binnen & Buiten";25;23,9007329514447;85,41;63,14;95,24
"Versie 3";"91E0";"91E0_vm";"invasieve exoten van de kruidlaag";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Versie 3";"91E0";"91E0_vn";"invasieve exoten van de kruidlaag";"Binnen & Buiten";39;43,0960588041952;88,61;71,82;95,96
"Versie 3";"91E0";"91E0_vo";"invasieve exoten van de kruidlaag";"Binnen & Buiten";19;19,8127710971964;100;100;100
"Versie 2.0";"9190";"9190";"aandeel dood hout";"Binnen & Buiten";59;60,8314353620715;40,1;28,02;53,52
"Versie 2.0";"9190";"9190";"aandeel dood hout";"Binnen";31;28,9586816338972;44,86;28,34;62,59
"Versie 2.0";"9190";"9190";"aandeel dood hout";"Buiten";28;31,8727537281743;35,79;19,75;55,8
"Versie 3";"9190";"9190";"aandeel dood hout";"Binnen & Buiten";59;60,8314353620715;40,1;28,02;53,52
"Versie 3";"9190";"9190";"aandeel dood hout";"Binnen";31;28,9586816338972;44,86;28,34;62,59
"Versie 3";"9190";"9190";"aandeel dood hout";"Buiten";28;31,8727537281743;35,79;19,75;55,8
"Versie 2.0";"9190";"9190";"bosconstantie";"Binnen & Buiten";59;60,8314353620715;44,72;32,13;58,02
"Versie 2.0";"9190";"9190";"bosconstantie";"Binnen";31;28,9586816338972;44,89;28,3;62,71
"Versie 2.0";"9190";"9190";"bosconstantie";"Buiten";28;31,8727537281743;44,56;26,88;63,72
"Versie 3";"9190";"9190";"bosconstantie";"Binnen & Buiten";59;60,8314353620715;44,72;32,13;58,02
"Versie 3";"9190";"9190";"bosconstantie";"Binnen";31;28,9586816338972;44,89;28,3;62,71
"Versie 3";"9190";"9190";"bosconstantie";"Buiten";28;31,8727537281743;44,56;26,88;63,72
"Versie 2.0";"9190";"9190";"hoeveelheid dik dood hout";"Binnen & Buiten";59;60,8314353620715;7,64;2,86;18,9
"Versie 2.0";"9190";"9190";"hoeveelheid dik dood hout";"Binnen";31;28,9586816338972;6,91;1,72;23,96
"Versie 2.0";"9190";"9190";"hoeveelheid dik dood hout";"Buiten";28;31,8727537281743;8,31;2,07;27,97
"Versie 3";"9190";"9190";"hoeveelheid dik dood hout";"Binnen & Buiten";59;60,8314353620715;7,64;2,86;18,9
"Versie 3";"9190";"9190";"hoeveelheid dik dood hout";"Binnen";31;28,9586816338972;6,91;1,72;23,96
"Versie 3";"9190";"9190";"hoeveelheid dik dood hout";"Buiten";28;31,8727537281743;8,31;2,07;27,97
"Versie 2.0";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen & Buiten";59;60,8314353620715;8,58;3,52;19,43
"Versie 2.0";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen";31;28,9586816338972;6,91;1,72;23,96
"Versie 2.0";"9190";"9190";"horizontale structuur - groeiklassen";"Buiten";28;31,8727537281743;10,1;3,13;28,09
"Versie 3";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen & Buiten";59;60,8314353620715;96,18;85,67;99,06
"Versie 3";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen";31;28,9586816338972;96,55;78,93;99,52
"Versie 3";"9190";"9190";"horizontale structuur - groeiklassen";"Buiten";28;31,8727537281743;95,84;75,44;99,43
"Versie 2.0";"9190";"9190";"minimum structuurareaal";"Binnen & Buiten";59;60,8314353620715;9,29;3,86;20,68
"Versie 2.0";"9190";"9190";"minimum structuurareaal";"Binnen";31;28,9586816338972;10,36;3,36;27,78
"Versie 2.0";"9190";"9190";"minimum structuurareaal";"Buiten";28;31,8727537281743;8,31;2,07;27,97
"Versie 3";"9190";"9190";"minimum structuurareaal";"Binnen & Buiten";59;60,8314353620715;9,29;3,86;20,68
"Versie 3";"9190";"9190";"minimum structuurareaal";"Binnen";31;28,9586816338972;10,36;3,36;27,78
"Versie 3";"9190";"9190";"minimum structuurareaal";"Buiten";28;31,8727537281743;8,31;2,07;27,97
"Versie 2.0";"9190";"9190";"verticale structuur";"Binnen & Buiten";59;60,8314353620715;94;82,77;98,08
"Versie 2.0";"9190";"9190";"verticale structuur";"Binnen";31;28,9586816338972;96,55;78,93;99,52
"Versie 2.0";"9190";"9190";"verticale structuur";"Buiten";28;31,8727537281743;91,69;72,03;97,93
"Versie 3";"9190";"9190";"verticale structuur";"Binnen & Buiten";59;60,8314353620715;94;82,77;98,08
"Versie 3";"9190";"9190";"verticale structuur";"Binnen";31;28,9586816338972;96,55;78,93;99,52
"Versie 3";"9190";"9190";"verticale structuur";"Buiten";28;31,8727537281743;91,69;72,03;97,93
"Versie 2.0";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";59;60,8314353620715;67,94;54,85;78,71
"Versie 2.0";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen";31;28,9586816338972;62,71;44,53;77,88
"Versie 2.0";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Buiten";28;31,8727537281743;72,69;53,45;86,06
"Versie 3";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";59;60,8314353620715;63,89;50,67;75,29
"Versie 3";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen";31;28,9586816338972;63,85;45,73;78,73
"Versie 3";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Buiten";28;31,8727537281743;63,92;44,56;79,62
"Versie 2.0";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";59;60,8314353620715;0;0;0
"Versie 2.0";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen";31;28,9586816338972;0;0;0
"Versie 2.0";"9190";"9190";"sleutelsoorten van de kruidlaag";"Buiten";28;31,8727537281743;0;0;0
"Versie 3";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";59;60,8314353620715;66,43;52,92;77,69
"Versie 3";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen";31;28,9586816338972;71,34;52,98;84,61
"Versie 3";"9190";"9190";"sleutelsoorten van de kruidlaag";"Buiten";28;31,8727537281743;61,97;42,26;78,39
"Versie 2.0";"9190";"9190";"invasieve exoten";"Binnen & Buiten";59;60,8314353620715;45,6;33,03;58,76
"Versie 2.0";"9190";"9190";"invasieve exoten";"Binnen";31;28,9586816338972;67,75;49,4;81,89
"Versie 2.0";"9190";"9190";"invasieve exoten";"Buiten";28;31,8727537281743;25,48;12,33;45,38
"Versie 2.0";"9190";"9190";"ruderalisering";"Binnen & Buiten";59;60,8314353620715;99,18;94,26;99,89
"Versie 2.0";"9190";"9190";"ruderalisering";"Binnen";31;28,9586816338972;98,27;88,41;99,77
"Versie 2.0";"9190";"9190";"ruderalisering";"Buiten";28;31,8727537281743;100;100;100
"Versie 2.0";"9190";"9190";"vergrassing";"Binnen & Buiten";59;60,8314353620715;78,79;66;87,66
"Versie 2.0";"9190";"9190";"vergrassing";"Binnen";31;28,9586816338972;69,16;50,55;83,11
"Versie 2.0";"9190";"9190";"vergrassing";"Buiten";28;31,8727537281743;87,53;67,6;95,94
"Versie 2.0";"9190";"9190";"verruiging";"Binnen & Buiten";59;60,8314353620715;100;100;100
"Versie 2.0";"9190";"9190";"verruiging";"Binnen";31;28,9586816338972;100;100;100
"Versie 2.0";"9190";"9190";"verruiging";"Buiten";28;31,8727537281743;100;100;100
"Versie 3";"9190";"9190";"verruiging";"Binnen & Buiten";59;60,8314353620715;90,71;79,99;95,98
"Versie 3";"9190";"9190";"verruiging";"Binnen";31;28,9586816338972;89,64;74,51;96,24
"Versie 3";"9190";"9190";"verruiging";"Buiten";28;31,8727537281743;91,69;72,03;97,93
"Versie 3";"9190";"9190";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";59;60,8314353620715;53,78;40,57;66,48
"Versie 3";"9190";"9190";"invasieve exoten van de boom- en struiklaag";"Binnen";31;28,9586816338972;71,2;52,89;84,49
"Versie 3";"9190";"9190";"invasieve exoten van de boom- en struiklaag";"Buiten";28;31,8727537281743;37,95;21,52;57,7
"Versie 3";"9190";"9190";"invasieve exoten van de kruidlaag";"Binnen & Buiten";59;60,8314353620715;100;100;100
"Versie 3";"9190";"9190";"invasieve exoten van de kruidlaag";"Binnen";31;28,9586816338972;100;100;100
"Versie 3";"9190";"9190";"invasieve exoten van de kruidlaag";"Buiten";28;31,8727537281743;100;100;100
"Versie 2.0";"9130";"9130";"aandeel dood hout";"Binnen & Buiten";38;114,487118275683;15,95;4,85;41,43
"Versie 2.0";"9130";"9130";"aandeel dood hout";"Binnen";29;28,23;27,31;14,09;46,25
"Versie 2.0";"9130";"9130";"aandeel dood hout";"Buiten";9;86,2571182756835;12,24;1,66;53,5
"Versie 3";"9130";"9130";"aandeel dood hout";"Binnen & Buiten";38;114,487118275683;15,95;4,85;41,43
"Versie 3";"9130";"9130";"aandeel dood hout";"Binnen";29;28,23;27,31;14,09;46,25
"Versie 3";"9130";"9130";"aandeel dood hout";"Buiten";9;86,2571182756835;12,24;1,66;53,5
"Versie 2.0";"9130";"9130";"bosconstantie";"Binnen & Buiten";38;114,487118275683;48,56;25,33;72,43
"Versie 2.0";"9130";"9130";"bosconstantie";"Binnen";29;28,23;87,78;70,89;95,49
"Versie 2.0";"9130";"9130";"bosconstantie";"Buiten";9;86,2571182756835;35,73;11,89;69,59
"Versie 3";"9130";"9130";"bosconstantie";"Binnen & Buiten";38;114,487118275683;48,56;25,33;72,43
"Versie 3";"9130";"9130";"bosconstantie";"Binnen";29;28,23;87,78;70,89;95,49
"Versie 3";"9130";"9130";"bosconstantie";"Buiten";9;86,2571182756835;35,73;11,89;69,59
"Versie 2.0";"9130";"9130";"hoeveelheid dik dood hout";"Binnen & Buiten";38;114,487118275683;1,49;0,33;6,47
"Versie 2.0";"9130";"9130";"hoeveelheid dik dood hout";"Binnen";29;28,23;6,06;1,45;21,99
"Versie 2.0";"9130";"9130";"hoeveelheid dik dood hout";"Buiten";9;86,2571182756835;0;0;0
"Versie 3";"9130";"9130";"hoeveelheid dik dood hout";"Binnen & Buiten";38;114,487118275683;1,49;0,33;6,47
"Versie 3";"9130";"9130";"hoeveelheid dik dood hout";"Binnen";29;28,23;6,06;1,45;21,99
"Versie 3";"9130";"9130";"hoeveelheid dik dood hout";"Buiten";9;86,2571182756835;0;0;0
"Versie 2.0";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen & Buiten";38;114,487118275683;23,15;8,51;49,37
"Versie 2.0";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen";29;28,23;28,34;14,75;47,47
"Versie 2.0";"9130";"9130";"horizontale structuur - groeiklassen";"Buiten";9;86,2571182756835;21,45;5,17;57,75
"Versie 3";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen & Buiten";38;114,487118275683;100;100;100
"Versie 3";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen";29;28,23;100;100;100
"Versie 3";"9130";"9130";"horizontale structuur - groeiklassen";"Buiten";9;86,2571182756835;100;100;100
"Versie 2.0";"9130";"9130";"minimum structuurareaal";"Binnen & Buiten";38;114,487118275683;13,56;6,76;25,34
"Versie 2.0";"9130";"9130";"minimum structuurareaal";"Binnen";29;28,23;54,98;36,72;71,99
"Versie 2.0";"9130";"9130";"minimum structuurareaal";"Buiten";9;86,2571182756835;0;0;0
"Versie 3";"9130";"9130";"minimum structuurareaal";"Binnen & Buiten";38;114,487118275683;17,67;9,16;31,37
"Versie 3";"9130";"9130";"minimum structuurareaal";"Binnen";29;28,23;71,66;52,53;85,25
"Versie 3";"9130";"9130";"minimum structuurareaal";"Buiten";9;86,2571182756835;0;0;0
"Versie 2.0";"9130";"9130";"verticale structuur";"Binnen & Buiten";38;114,487118275683;98,25;92,63;99,6
"Versie 2.0";"9130";"9130";"verticale structuur";"Binnen";29;28,23;92,92;75,36;98,25
"Versie 2.0";"9130";"9130";"verticale structuur";"Buiten";9;86,2571182756835;100;100;100
"Versie 3";"9130";"9130";"verticale structuur";"Binnen & Buiten";38;114,487118275683;98,25;92,63;99,6
"Versie 3";"9130";"9130";"verticale structuur";"Binnen";29;28,23;92,92;75,36;98,25
"Versie 3";"9130";"9130";"verticale structuur";"Buiten";9;86,2571182756835;100;100;100
"Versie 2.0";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";38;114,487118275683;37,07;17,91;61,4
"Versie 2.0";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen";29;28,23;65,36;46,42;80,42
"Versie 2.0";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Buiten";9;86,2571182756835;27,81;8,4;61,82
"Versie 3";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";38;114,487118275683;37,07;17,91;61,4
"Versie 3";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen";29;28,23;65,36;46,42;80,42
"Versie 3";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Buiten";9;86,2571182756835;27,81;8,4;61,82
"Versie 2.0";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";38;114,487118275683;11,84;2,49;41,37
"Versie 2.0";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen";29;28,23;10,63;3,42;28,54
"Versie 2.0";"9130";"9130";"sleutelsoorten van de kruidlaag";"Buiten";9;86,2571182756835;12,24;1,66;53,5
"Versie 3";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";38;114,487118275683;74,88;47,97;90,6
"Versie 3";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen";29;28,23;69,93;51,06;83,82
"Versie 3";"9130";"9130";"sleutelsoorten van de kruidlaag";"Buiten";9;86,2571182756835;76,51;39,66;94,16
"Versie 2.0";"9130";"9130";"invasieve exoten";"Binnen & Buiten";38;114,487118275683;79,17;49,13;93,73
"Versie 2.0";"9130";"9130";"invasieve exoten";"Binnen";29;28,23;90,29;73,29;96,93
"Versie 2.0";"9130";"9130";"invasieve exoten";"Buiten";9;86,2571182756835;75,53;38,41;93,85
"Versie 2.0";"9130";"9130";"ruderalisering";"Binnen & Buiten";38;114,487118275683;81,56;49,51;95,23
"Versie 2.0";"9130";"9130";"ruderalisering";"Binnen";29;28,23;100;100;100
"Versie 2.0";"9130";"9130";"ruderalisering";"Buiten";9;86,2571182756835;75,53;38,41;93,85
"Versie 2.0";"9130";"9130";"verruiging";"Binnen & Buiten";38;114,487118275683;100;100;100
"Versie 2.0";"9130";"9130";"verruiging";"Binnen";29;28,23;100;100;100
"Versie 2.0";"9130";"9130";"verruiging";"Buiten";9;86,2571182756835;100;100;100
"Versie 3";"9130";"9130";"verruiging";"Binnen & Buiten";38;114,487118275683;64,28;37,15;84,57
"Versie 3";"9130";"9130";"verruiging";"Binnen";29;28,23;86,75;69,05;95,05
"Versie 3";"9130";"9130";"verruiging";"Buiten";9;86,2571182756835;56,93;25,41;83,68
"Versie 3";"9130";"9130";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";38;114,487118275683;79,17;49,13;93,73
"Versie 3";"9130";"9130";"invasieve exoten van de boom- en struiklaag";"Binnen";29;28,23;90,29;73,29;96,93
"Versie 3";"9130";"9130";"invasieve exoten van de boom- en struiklaag";"Buiten";9;86,2571182756835;75,53;38,41;93,85
"Versie 3";"9130";"9130";"invasieve exoten van de kruidlaag";"Binnen & Buiten";38;114,487118275683;89,91;57,15;98,35
"Versie 3";"9130";"9130";"invasieve exoten van de kruidlaag";"Binnen";29;28,23;96,46;78,29;99,52
"Versie 3";"9130";"9130";"invasieve exoten van de kruidlaag";"Buiten";9;86,2571182756835;87,76;46,5;98,34
"Versie 2.0";"9120";"9120";"aandeel dood hout";"Binnen & Buiten";265;255,958996338387;33,46;27,94;39,47
"Versie 2.0";"9120";"9120";"aandeel dood hout";"Binnen";145;136,38;36,58;29,03;44,85
"Versie 2.0";"9120";"9120";"aandeel dood hout";"Buiten";120;119,578996338387;29,9;22,26;38,85
"Versie 3";"9120";"9120";"aandeel dood hout";"Binnen & Buiten";265;255,958996338387;33,46;27,94;39,47
"Versie 3";"9120";"9120";"aandeel dood hout";"Binnen";145;136,38;36,58;29,03;44,85
"Versie 3";"9120";"9120";"aandeel dood hout";"Buiten";120;119,578996338387;29,9;22,26;38,85
"Versie 2.0";"9120";"9120";"bosconstantie";"Binnen & Buiten";265;255,958996338387;65,36;59,35;70,91
"Versie 2.0";"9120";"9120";"bosconstantie";"Binnen";145;136,38;80,56;73,28;86,23
"Versie 2.0";"9120";"9120";"bosconstantie";"Buiten";120;119,578996338387;48,01;39,08;57,08
"Versie 3";"9120";"9120";"bosconstantie";"Binnen & Buiten";265;255,958996338387;65,36;59,35;70,91
"Versie 3";"9120";"9120";"bosconstantie";"Binnen";145;136,38;80,56;73,28;86,23
"Versie 3";"9120";"9120";"bosconstantie";"Buiten";120;119,578996338387;48,01;39,08;57,08
"Versie 2.0";"9120";"9120";"hoeveelheid dik dood hout";"Binnen & Buiten";265;255,958996338387;8,45;5,57;12,63
"Versie 2.0";"9120";"9120";"hoeveelheid dik dood hout";"Binnen";145;136,38;5,87;2,96;11,3
"Versie 2.0";"9120";"9120";"hoeveelheid dik dood hout";"Buiten";120;119,578996338387;11,4;6,73;18,68
"Versie 3";"9120";"9120";"hoeveelheid dik dood hout";"Binnen & Buiten";265;255,958996338387;8,45;5,57;12,63
"Versie 3";"9120";"9120";"hoeveelheid dik dood hout";"Binnen";145;136,38;5,87;2,96;11,3
"Versie 3";"9120";"9120";"hoeveelheid dik dood hout";"Buiten";120;119,578996338387;11,4;6,73;18,68
"Versie 2.0";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen & Buiten";265;255,958996338387;32,72;27,26;38,69
"Versie 2.0";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen";145;136,38;38,1;30,47;46,37
"Versie 2.0";"9120";"9120";"horizontale structuur - groeiklassen";"Buiten";120;119,578996338387;26,59;19,34;35,36
"Versie 3";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen & Buiten";265;255,958996338387;98,37;95,73;99,39
"Versie 3";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen";145;136,38;98,53;94,32;99,63
"Versie 3";"9120";"9120";"horizontale structuur - groeiklassen";"Buiten";120;119,578996338387;98,18;93,01;99,55
"Versie 2.0";"9120";"9120";"minimum structuurareaal";"Binnen & Buiten";265;255,958996338387;37,84;32,14;43,9
"Versie 2.0";"9120";"9120";"minimum structuurareaal";"Binnen";145;136,38;62,6;54,36;70,17
"Versie 2.0";"9120";"9120";"minimum structuurareaal";"Buiten";120;119,578996338387;9,61;5,51;16,25
"Versie 3";"9120";"9120";"minimum structuurareaal";"Binnen & Buiten";265;255,958996338387;37,84;32,14;43,9
"Versie 3";"9120";"9120";"minimum structuurareaal";"Binnen";145;136,38;62,6;54,36;70,17
"Versie 3";"9120";"9120";"minimum structuurareaal";"Buiten";120;119,578996338387;9,61;5,51;16,25
