"Versie";"Habitattype";"Habitatsubtype";"Indicator";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Versie 2.0";"91E0";"91E0_vc";"ruderalisering";"Binnen & Buiten";25;23,9007329514447;60,35;39,03;78,36
"Versie 2.0";"91E0";"91E0_vm";"ruderalisering";"Binnen & Buiten";38;41,6171850506099;92,79;79,77;97,68
"Versie 2.0";"91E0";"91E0_vn";"ruderalisering";"Binnen & Buiten";39;43,0960588041952;44,42;28,97;61,03
"Versie 2.0";"91E0";"91E0_vo";"ruderalisering";"Binnen & Buiten";19;19,8127710971964;96,59;78,81;99,54
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"verruiging";"Binnen & Buiten";172;194,627861799648;93,14;88,31;96,07
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"verruiging";"Binnen";97;95,97381605635;89,26;81,44;94,02
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"verruiging";"Buiten";75;98,6540457432985;96,92;87,61;99,29
"Versie 2.0";"91E0";"91E0_va";"verruiging";"Binnen & Buiten";51;66,2011138962023;100;100;100
"Versie 2.0";"91E0";"91E0_vc";"verruiging";"Binnen & Buiten";25;23,9007329514447;95,82;75,41;99,42
"Versie 2.0";"91E0";"91E0_vm";"verruiging";"Binnen & Buiten";38;41,6171850506099;98,15;87,82;99,74
"Versie 2.0";"91E0";"91E0_vn";"verruiging";"Binnen & Buiten";39;43,0960588041952;97,68;85,07;99,68
"Versie 2.0";"91E0";"91E0_vo";"verruiging";"Binnen & Buiten";19;19,8127710971964;46,62;24,71;69,91
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"verruiging";"Binnen & Buiten";172;194,627861799648;41,69;34,15;49,64
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"verruiging";"Binnen";97;95,97381605635;48,09;37,81;58,53
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"verruiging";"Buiten";75;98,6540457432985;35,46;24,82;47,77
"Versie 3";"91E0";"91E0_va";"verruiging";"Binnen & Buiten";51;66,2011138962023;50,22;36,05;64,35
"Versie 3";"91E0";"91E0_vc";"verruiging";"Binnen & Buiten";25;23,9007329514447;22,35;10,14;42,33
"Versie 3";"91E0";"91E0_vm";"verruiging";"Binnen & Buiten";38;41,6171850506099;65,82;49,14;79,33
"Versie 3";"91E0";"91E0_vn";"verruiging";"Binnen & Buiten";39;43,0960588041952;30,52;17,77;47,16
"Versie 3";"91E0";"91E0_vo";"verruiging";"Binnen & Buiten";19;19,8127710971964;10,14;2,57;32,55
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen & Buiten";172;194,627861799648;17,8;12,89;24,07
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen";97;95,97381605635;25,71;17,91;35,44
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"minimum structuurareaal";"Buiten";75;98,6540457432985;10,1;4,96;19,49
"Versie 3";"91E0";"91E0_va";"minimum structuurareaal";"Binnen & Buiten";51;66,2011138962023;27,43;17,28;40,61
"Versie 3";"91E0";"91E0_vc";"minimum structuurareaal";"Binnen & Buiten";25;23,9007329514447;15,28;5,7;35,01
"Versie 3";"91E0";"91E0_vm";"minimum structuurareaal";"Binnen & Buiten";38;41,6171850506099;24,49;13,39;40,47
"Versie 3";"91E0";"91E0_vn";"minimum structuurareaal";"Binnen & Buiten";39;43,0960588041952;3,81;0,91;14,59
"Versie 3";"91E0";"91E0_vo";"minimum structuurareaal";"Binnen & Buiten";19;19,8127710971964;5,05;0,69;28,84
"Versie 2.0";"91E0";"91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen & Buiten";147;170,727128848204;18,15;12,86;25
"Versie 2.0";"91E0";"91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"minimum structuurareaal";"Binnen";82;84,4736736513916;26,28;17,87;36,87
"Versie 2.0";"91E0";"91E0_vm; 91E0_vo; 91E0_vn; 91E0_va";"minimum structuurareaal";"Buiten";65;86,2534551968122;10,19;4,74;20,57
"Versie 2.0";"91E0";"91E0_va";"minimum structuurareaal";"Binnen & Buiten";51;66,2011138962023;27,43;17,31;40,57
"Versie 2.0";"91E0";"91E0_vm";"minimum structuurareaal";"Binnen & Buiten";38;41,6171850506099;24,49;13,39;40,49
"Versie 2.0";"91E0";"91E0_vn";"minimum structuurareaal";"Binnen & Buiten";39;43,0960588041952;3,81;0,91;14,6
"Versie 2.0";"91E0";"91E0_vo";"minimum structuurareaal";"Binnen & Buiten";19;19,8127710971964;5,05;0,69;28,87
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";172;194,627861799648;87,33;81,13;91,7
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"invasieve exoten van de boom- en struiklaag";"Binnen";97;95,97381605635;85,33;76,01;91,44
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"invasieve exoten van de boom- en struiklaag";"Buiten";75;98,6540457432985;89,27;79,78;94,61
"Versie 3";"91E0";"91E0_va";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";51;66,2011138962023;93,92;81,63;98,17
"Versie 3";"91E0";"91E0_vc";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";25;23,9007329514447;100;100;100
"Versie 3";"91E0";"91E0_vm";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";38;41,6171850506099;84,06;68,24;92,83
"Versie 3";"91E0";"91E0_vn";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";39;43,0960588041952;82,81;66,5;92,12
"Versie 3";"91E0";"91E0_vo";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";19;19,8127710971964;66,7;42,03;84,7
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"invasieve exoten van de kruidlaag";"Binnen & Buiten";172;194,627861799648;89,55;83,08;93,74
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"invasieve exoten van de kruidlaag";"Binnen";97;95,97381605635;93,67;85;97,48
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"invasieve exoten van de kruidlaag";"Buiten";75;98,6540457432985;85,55;74,61;92,27
"Versie 3";"91E0";"91E0_va";"invasieve exoten van de kruidlaag";"Binnen & Buiten";51;66,2011138962023;81,97;67,32;90,93
"Versie 3";"91E0";"91E0_vc";"invasieve exoten van de kruidlaag";"Binnen & Buiten";25;23,9007329514447;85,41;63,09;95,25
"Versie 3";"91E0";"91E0_vm";"invasieve exoten van de kruidlaag";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Versie 3";"91E0";"91E0_vn";"invasieve exoten van de kruidlaag";"Binnen & Buiten";39;43,0960588041952;88,61;71,77;95,97
"Versie 3";"91E0";"91E0_vo";"invasieve exoten van de kruidlaag";"Binnen & Buiten";19;19,8127710971964;100;100;100
"Versie 2.0";"9190";"9190";"aandeel dood hout";"Binnen & Buiten";59;60,8314353620715;40,1;27,97;53,59
"Versie 2.0";"9190";"9190";"aandeel dood hout";"Binnen";31;28,9586816338972;44,86;28,22;62,73
"Versie 2.0";"9190";"9190";"aandeel dood hout";"Buiten";28;31,8727537281743;35,79;19,62;55,99
"Versie 3";"9190";"9190";"aandeel dood hout";"Binnen & Buiten";59;60,8314353620715;40,1;27,97;53,59
"Versie 3";"9190";"9190";"aandeel dood hout";"Binnen";31;28,9586816338972;44,86;28,22;62,73
"Versie 3";"9190";"9190";"aandeel dood hout";"Buiten";28;31,8727537281743;35,79;19,62;55,99
"Versie 2.0";"9190";"9190";"bosconstantie";"Binnen & Buiten";59;60,8314353620715;44,72;32,03;58,13
"Versie 2.0";"9190";"9190";"bosconstantie";"Binnen";31;28,9586816338972;44,89;28,18;62,84
"Versie 2.0";"9190";"9190";"bosconstantie";"Buiten";28;31,8727537281743;44,56;26,73;63,9
"Versie 3";"9190";"9190";"bosconstantie";"Binnen & Buiten";59;60,8314353620715;44,72;32,03;58,13
"Versie 3";"9190";"9190";"bosconstantie";"Binnen";31;28,9586816338972;44,89;28,18;62,84
"Versie 3";"9190";"9190";"bosconstantie";"Buiten";28;31,8727537281743;44,56;26,73;63,9
"Versie 2.0";"9190";"9190";"hoeveelheid dik dood hout";"Binnen & Buiten";59;60,8314353620715;7,64;2,83;19,04
"Versie 2.0";"9190";"9190";"hoeveelheid dik dood hout";"Binnen";31;28,9586816338972;6,91;1,7;24,17
"Versie 2.0";"9190";"9190";"hoeveelheid dik dood hout";"Buiten";28;31,8727537281743;8,31;2,04;28,26
"Versie 3";"9190";"9190";"hoeveelheid dik dood hout";"Binnen & Buiten";59;60,8314353620715;7,64;2,83;19,04
"Versie 3";"9190";"9190";"hoeveelheid dik dood hout";"Binnen";31;28,9586816338972;6,91;1,7;24,17
"Versie 3";"9190";"9190";"hoeveelheid dik dood hout";"Buiten";28;31,8727537281743;8,31;2,04;28,26
"Versie 2.0";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen & Buiten";59;60,8314353620715;8,58;3,5;19,54
"Versie 2.0";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen";31;28,9586816338972;6,91;1,7;24,17
"Versie 2.0";"9190";"9190";"horizontale structuur - groeiklassen";"Buiten";28;31,8727537281743;10,1;3,09;28,34
"Versie 3";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen & Buiten";59;60,8314353620715;96,18;85,52;99,08
"Versie 3";"9190";"9190";"horizontale structuur - groeiklassen";"Binnen";31;28,9586816338972;96,55;78,66;99,53
"Versie 3";"9190";"9190";"horizontale structuur - groeiklassen";"Buiten";28;31,8727537281743;95,84;75,08;99,44
"Versie 2.0";"9190";"9190";"minimum structuurareaal";"Binnen & Buiten";59;60,8314353620715;9,29;3,84;20,81
"Versie 2.0";"9190";"9190";"minimum structuurareaal";"Binnen";31;28,9586816338972;10,36;3,33;27,97
"Versie 2.0";"9190";"9190";"minimum structuurareaal";"Buiten";28;31,8727537281743;8,31;2,04;28,26
"Versie 3";"9190";"9190";"minimum structuurareaal";"Binnen & Buiten";59;60,8314353620715;9,29;3,84;20,81
"Versie 3";"9190";"9190";"minimum structuurareaal";"Binnen";31;28,9586816338972;10,36;3,33;27,97
"Versie 3";"9190";"9190";"minimum structuurareaal";"Buiten";28;31,8727537281743;8,31;2,04;28,26
"Versie 2.0";"9190";"9190";"verticale structuur";"Binnen & Buiten";59;60,8314353620715;94;82,69;98,09
"Versie 2.0";"9190";"9190";"verticale structuur";"Binnen";31;28,9586816338972;96,55;78,66;99,53
"Versie 2.0";"9190";"9190";"verticale structuur";"Buiten";28;31,8727537281743;91,69;71,74;97,96
"Versie 3";"9190";"9190";"verticale structuur";"Binnen & Buiten";59;60,8314353620715;94;82,69;98,09
"Versie 3";"9190";"9190";"verticale structuur";"Binnen";31;28,9586816338972;96,55;78,66;99,53
"Versie 3";"9190";"9190";"verticale structuur";"Buiten";28;31,8727537281743;91,69;71,74;97,96
"Versie 2.0";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";59;60,8314353620715;67,94;54,81;78,74
"Versie 2.0";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen";31;28,9586816338972;62,71;44,39;77,98
"Versie 2.0";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Buiten";28;31,8727537281743;72,69;53,25;86,15
"Versie 3";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";59;60,8314353620715;63,89;50,55;75,38
"Versie 3";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Binnen";31;28,9586816338972;63,85;45,59;78,83
"Versie 3";"9190";"9190";"sleutelsoorten van de boom- en struiklaag";"Buiten";28;31,8727537281743;63,92;44,37;79,74
"Versie 2.0";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";59;60,8314353620715;0;0;0
"Versie 2.0";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen";31;28,9586816338972;0;0;0
"Versie 2.0";"9190";"9190";"sleutelsoorten van de kruidlaag";"Buiten";28;31,8727537281743;0;0;0
"Versie 3";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";59;60,8314353620715;66,43;52,86;77,74
"Versie 3";"9190";"9190";"sleutelsoorten van de kruidlaag";"Binnen";31;28,9586816338972;71,34;52,82;84,69
"Versie 3";"9190";"9190";"sleutelsoorten van de kruidlaag";"Buiten";28;31,8727537281743;61,97;42,07;78,52
"Versie 2.0";"9190";"9190";"invasieve exoten";"Binnen & Buiten";59;60,8314353620715;45,6;33,99;57,71
"Versie 2.0";"9190";"9190";"invasieve exoten";"Binnen";31;28,9586816338972;67,75;49,24;81,98
"Versie 2.0";"9190";"9190";"invasieve exoten";"Buiten";28;31,8727537281743;25,48;12,24;45,59
"Versie 2.0";"9190";"9190";"ruderalisering";"Binnen & Buiten";59;60,8314353620715;99,18;94,27;99,89
"Versie 2.0";"9190";"9190";"ruderalisering";"Binnen";31;28,9586816338972;98,27;88,24;99,77
"Versie 2.0";"9190";"9190";"ruderalisering";"Buiten";28;31,8727537281743;100;100;100
"Versie 2.0";"9190";"9190";"vergrassing";"Binnen & Buiten";59;60,8314353620715;78,79;66,23;87,55
"Versie 2.0";"9190";"9190";"vergrassing";"Binnen";31;28,9586816338972;69,16;50,4;83,2
"Versie 2.0";"9190";"9190";"vergrassing";"Buiten";28;31,8727537281743;87,53;67,34;95,98
"Versie 2.0";"9190";"9190";"verruiging";"Binnen & Buiten";59;60,8314353620715;100;100;100
"Versie 2.0";"9190";"9190";"verruiging";"Binnen";31;28,9586816338972;100;100;100
"Versie 2.0";"9190";"9190";"verruiging";"Buiten";28;31,8727537281743;100;100;100
"Versie 3";"9190";"9190";"verruiging";"Binnen & Buiten";59;60,8314353620715;90,71;79,87;96,01
"Versie 3";"9190";"9190";"verruiging";"Binnen";31;28,9586816338972;89,64;74,35;96,27
"Versie 3";"9190";"9190";"verruiging";"Buiten";28;31,8727537281743;91,69;71,74;97,96
"Versie 3";"9190";"9190";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";59;60,8314353620715;53,78;41,15;65,94
"Versie 3";"9190";"9190";"invasieve exoten van de boom- en struiklaag";"Binnen";31;28,9586816338972;71,2;52,74;84,57
"Versie 3";"9190";"9190";"invasieve exoten van de boom- en struiklaag";"Buiten";28;31,8727537281743;37,95;21,39;57,89
"Versie 3";"9190";"9190";"invasieve exoten van de kruidlaag";"Binnen & Buiten";59;60,8314353620715;100;100;100
"Versie 3";"9190";"9190";"invasieve exoten van de kruidlaag";"Binnen";31;28,9586816338972;100;100;100
"Versie 3";"9190";"9190";"invasieve exoten van de kruidlaag";"Buiten";28;31,8727537281743;100;100;100
"Versie 2.0";"9130";"9130";"aandeel dood hout";"Binnen & Buiten";38;114,487118275683;15,95;4,63;42,6
"Versie 2.0";"9130";"9130";"aandeel dood hout";"Binnen";29;28,23;27,31;14,05;46,34
"Versie 2.0";"9130";"9130";"aandeel dood hout";"Buiten";9;86,2571182756835;12,24;1,51;55,94
"Versie 3";"9130";"9130";"aandeel dood hout";"Binnen & Buiten";38;114,487118275683;15,95;4,63;42,6
"Versie 3";"9130";"9130";"aandeel dood hout";"Binnen";29;28,23;27,31;14,05;46,34
"Versie 3";"9130";"9130";"aandeel dood hout";"Buiten";9;86,2571182756835;12,24;1,51;55,94
"Versie 2.0";"9130";"9130";"bosconstantie";"Binnen & Buiten";38;114,487118275683;48,56;25,29;72,47
"Versie 2.0";"9130";"9130";"bosconstantie";"Binnen";29;28,23;87,78;70,8;95,51
"Versie 2.0";"9130";"9130";"bosconstantie";"Buiten";9;86,2571182756835;35,73;11,22;70,97
"Versie 3";"9130";"9130";"bosconstantie";"Binnen & Buiten";38;114,487118275683;48,56;25,29;72,47
"Versie 3";"9130";"9130";"bosconstantie";"Binnen";29;28,23;87,78;70,8;95,51
"Versie 3";"9130";"9130";"bosconstantie";"Buiten";9;86,2571182756835;35,73;11,22;70,97
"Versie 2.0";"9130";"9130";"hoeveelheid dik dood hout";"Binnen & Buiten";38;114,487118275683;1,49;0,37;5,84
"Versie 2.0";"9130";"9130";"hoeveelheid dik dood hout";"Binnen";29;28,23;6,06;1,44;22,1
"Versie 2.0";"9130";"9130";"hoeveelheid dik dood hout";"Buiten";9;86,2571182756835;0;0;0
"Versie 3";"9130";"9130";"hoeveelheid dik dood hout";"Binnen & Buiten";38;114,487118275683;1,49;0,37;5,84
"Versie 3";"9130";"9130";"hoeveelheid dik dood hout";"Binnen";29;28,23;6,06;1,44;22,1
"Versie 3";"9130";"9130";"hoeveelheid dik dood hout";"Buiten";9;86,2571182756835;0;0;0
"Versie 2.0";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen & Buiten";38;114,487118275683;23,15;8,12;50,66
"Versie 2.0";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen";29;28,23;28,34;14,71;47,55
"Versie 2.0";"9130";"9130";"horizontale structuur - groeiklassen";"Buiten";9;86,2571182756835;21,45;4,82;59,57
"Versie 3";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen & Buiten";38;114,487118275683;100;100;100
"Versie 3";"9130";"9130";"horizontale structuur - groeiklassen";"Binnen";29;28,23;100;100;100
"Versie 3";"9130";"9130";"horizontale structuur - groeiklassen";"Buiten";9;86,2571182756835;100;100;100
"Versie 2.0";"9130";"9130";"minimum structuurareaal";"Binnen & Buiten";38;114,487118275683;13,56;9,49;19
"Versie 2.0";"9130";"9130";"minimum structuurareaal";"Binnen";29;28,23;54,98;36,65;72,05
"Versie 2.0";"9130";"9130";"minimum structuurareaal";"Buiten";9;86,2571182756835;0;0;0
"Versie 3";"9130";"9130";"minimum structuurareaal";"Binnen & Buiten";38;114,487118275683;17,67;13,68;22,52
"Versie 3";"9130";"9130";"minimum structuurareaal";"Binnen";29;28,23;71,66;52,45;85,29
"Versie 3";"9130";"9130";"minimum structuurareaal";"Buiten";9;86,2571182756835;0;0;0
"Versie 2.0";"9130";"9130";"verticale structuur";"Binnen & Buiten";38;114,487118275683;98,25;93,35;99,56
"Versie 2.0";"9130";"9130";"verticale structuur";"Binnen";29;28,23;92,92;75,24;98,26
"Versie 2.0";"9130";"9130";"verticale structuur";"Buiten";9;86,2571182756835;100;100;100
"Versie 3";"9130";"9130";"verticale structuur";"Binnen & Buiten";38;114,487118275683;98,25;93,35;99,56
"Versie 3";"9130";"9130";"verticale structuur";"Binnen";29;28,23;92,92;75,24;98,26
"Versie 3";"9130";"9130";"verticale structuur";"Buiten";9;86,2571182756835;100;100;100
"Versie 2.0";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";38;114,487118275683;37,07;17,65;61,81
"Versie 2.0";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen";29;28,23;65,36;46,34;80,47
"Versie 2.0";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Buiten";9;86,2571182756835;27,81;7,9;63,38
"Versie 3";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";38;114,487118275683;37,07;17,65;61,81
"Versie 3";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Binnen";29;28,23;65,36;46,34;80,47
"Versie 3";"9130";"9130";"sleutelsoorten van de boom- en struiklaag";"Buiten";9;86,2571182756835;27,81;7,9;63,38
"Versie 2.0";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";38;114,487118275683;11,84;2,32;43,21
"Versie 2.0";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen";29;28,23;10,63;3,4;28,64
"Versie 2.0";"9130";"9130";"sleutelsoorten van de kruidlaag";"Buiten";9;86,2571182756835;12,24;1,51;55,94
"Versie 3";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";38;114,487118275683;74,88;46,68;91,04
"Versie 3";"9130";"9130";"sleutelsoorten van de kruidlaag";"Binnen";29;28,23;69,93;50,98;83,87
"Versie 3";"9130";"9130";"sleutelsoorten van de kruidlaag";"Buiten";9;86,2571182756835;76,51;37,89;94,56
"Versie 2.0";"9130";"9130";"invasieve exoten";"Binnen & Buiten";38;114,487118275683;79,17;47,71;94,06
"Versie 2.0";"9130";"9130";"invasieve exoten";"Binnen";29;28,23;90,29;73,18;96,94
"Versie 2.0";"9130";"9130";"invasieve exoten";"Buiten";9;86,2571182756835;75,53;36,67;94,27
"Versie 2.0";"9130";"9130";"ruderalisering";"Binnen & Buiten";38;114,487118275683;81,56;48,22;95,46
"Versie 2.0";"9130";"9130";"ruderalisering";"Binnen";29;28,23;100;100;100
"Versie 2.0";"9130";"9130";"ruderalisering";"Buiten";9;86,2571182756835;75,53;36,67;94,27
"Versie 2.0";"9130";"9130";"verruiging";"Binnen & Buiten";38;114,487118275683;100;100;100
"Versie 2.0";"9130";"9130";"verruiging";"Binnen";29;28,23;100;100;100
"Versie 2.0";"9130";"9130";"verruiging";"Buiten";9;86,2571182756835;100;100;100
"Versie 3";"9130";"9130";"verruiging";"Binnen & Buiten";38;114,487118275683;64,28;36,32;85,03
"Versie 3";"9130";"9130";"verruiging";"Binnen";29;28,23;86,75;68,95;95,08
"Versie 3";"9130";"9130";"verruiging";"Buiten";9;86,2571182756835;56,93;24,23;84,53
"Versie 3";"9130";"9130";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";38;114,487118275683;79,17;47,71;94,06
"Versie 3";"9130";"9130";"invasieve exoten van de boom- en struiklaag";"Binnen";29;28,23;90,29;73,18;96,94
"Versie 3";"9130";"9130";"invasieve exoten van de boom- en struiklaag";"Buiten";9;86,2571182756835;75,53;36,67;94,27
"Versie 3";"9130";"9130";"invasieve exoten van de kruidlaag";"Binnen & Buiten";38;114,487118275683;89,91;55,11;98,48
"Versie 3";"9130";"9130";"invasieve exoten van de kruidlaag";"Binnen";29;28,23;96,46;78,14;99,52
"Versie 3";"9130";"9130";"invasieve exoten van de kruidlaag";"Buiten";9;86,2571182756835;87,76;44,06;98,49
"Versie 2.0";"9120";"9120";"aandeel dood hout";"Binnen & Buiten";265;255,958996338387;33,46;27,95;39,46
"Versie 2.0";"9120";"9120";"aandeel dood hout";"Binnen";145;136,38;36,58;29,02;44,87
"Versie 2.0";"9120";"9120";"aandeel dood hout";"Buiten";120;119,578996338387;29,9;22,24;38,87
"Versie 3";"9120";"9120";"aandeel dood hout";"Binnen & Buiten";265;255,958996338387;33,46;27,95;39,46
"Versie 3";"9120";"9120";"aandeel dood hout";"Binnen";145;136,38;36,58;29,02;44,87
"Versie 3";"9120";"9120";"aandeel dood hout";"Buiten";120;119,578996338387;29,9;22,24;38,87
"Versie 2.0";"9120";"9120";"bosconstantie";"Binnen & Buiten";265;255,958996338387;65,36;59,7;70,61
"Versie 2.0";"9120";"9120";"bosconstantie";"Binnen";145;136,38;80,56;73,27;86,24
"Versie 2.0";"9120";"9120";"bosconstantie";"Buiten";120;119,578996338387;48,01;39,06;57,1
"Versie 3";"9120";"9120";"bosconstantie";"Binnen & Buiten";265;255,958996338387;65,36;59,7;70,61
"Versie 3";"9120";"9120";"bosconstantie";"Binnen";145;136,38;80,56;73,27;86,24
"Versie 3";"9120";"9120";"bosconstantie";"Buiten";120;119,578996338387;48,01;39,06;57,1
"Versie 2.0";"9120";"9120";"hoeveelheid dik dood hout";"Binnen & Buiten";265;255,958996338387;8,45;5,58;12,61
"Versie 2.0";"9120";"9120";"hoeveelheid dik dood hout";"Binnen";145;136,38;5,87;2,96;11,31
"Versie 2.0";"9120";"9120";"hoeveelheid dik dood hout";"Buiten";120;119,578996338387;11,4;6,72;18,7
"Versie 3";"9120";"9120";"hoeveelheid dik dood hout";"Binnen & Buiten";265;255,958996338387;8,45;5,58;12,61
"Versie 3";"9120";"9120";"hoeveelheid dik dood hout";"Binnen";145;136,38;5,87;2,96;11,31
"Versie 3";"9120";"9120";"hoeveelheid dik dood hout";"Buiten";120;119,578996338387;11,4;6,72;18,7
"Versie 2.0";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen & Buiten";265;255,958996338387;32,72;27,29;38,66
"Versie 2.0";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen";145;136,38;38,1;30,45;46,38
"Versie 2.0";"9120";"9120";"horizontale structuur - groeiklassen";"Buiten";120;119,578996338387;26,59;19,32;35,38
"Versie 3";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen & Buiten";265;255,958996338387;98,37;95,72;99,39
"Versie 3";"9120";"9120";"horizontale structuur - groeiklassen";"Binnen";145;136,38;98,53;94,3;99,63
"Versie 3";"9120";"9120";"horizontale structuur - groeiklassen";"Buiten";120;119,578996338387;98,18;92,99;99,55
"Versie 2.0";"9120";"9120";"minimum structuurareaal";"Binnen & Buiten";265;255,958996338387;37,84;33,01;42,93
"Versie 2.0";"9120";"9120";"minimum structuurareaal";"Binnen";145;136,38;62,6;54,34;70,18
"Versie 2.0";"9120";"9120";"minimum structuurareaal";"Buiten";120;119,578996338387;9,61;5,5;16,27
"Versie 3";"9120";"9120";"minimum structuurareaal";"Binnen & Buiten";265;255,958996338387;37,84;33,01;42,93
"Versie 3";"9120";"9120";"minimum structuurareaal";"Binnen";145;136,38;62,6;54,34;70,18
"Versie 3";"9120";"9120";"minimum structuurareaal";"Buiten";120;119,578996338387;9,61;5,5;16,27
"Versie 2.0";"9120";"9120";"verticale structuur";"Binnen & Buiten";265;255,958996338387;88,58;84,07;91,93
"Versie 2.0";"9120";"9120";"verticale structuur";"Binnen";145;136,38;84,7;77,67;89,82
"Versie 2.0";"9120";"9120";"verticale structuur";"Buiten";120;119,578996338387;92,99;86,56;96,47
"Versie 3";"9120";"9120";"verticale structuur";"Binnen & Buiten";265;255,958996338387;88,58;84,07;91,93
"Versie 3";"9120";"9120";"verticale structuur";"Binnen";145;136,38;84,7;77,67;89,82
"Versie 3";"9120";"9120";"verticale structuur";"Buiten";120;119,578996338387;92,99;86,56;96,47
"Versie 2.0";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";264;255,538996338387;63,1;57,05;68,77
"Versie 2.0";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen";144;135,96;67,78;59,61;75
"Versie 2.0";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Buiten";120;119,578996338387;57,78;48,64;66,42
"Versie 3";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";264;255,538996338387;63,1;57,05;68,77
"Versie 3";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen";144;135,96;67,78;59,61;75
"Versie 3";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Buiten";120;119,578996338387;57,78;48,64;66,42
"Versie 2.0";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";264;254,958996338387;2,63;1,28;5,35
"Versie 2.0";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen";144;135,38;4,2;1,93;8,93
